price,price_per_million,accuracy,tokens,calls,profit,fixed_accuracy,fixed_tokens,fixed_calls,fixed_profit,cap_rate,minimum,minimum_low,minimum_high,relative_profit_percent,token_change_percent,call_change_percent,profit_ci_low,profit_ci_high
4.75e-06,4.75,0.5282306763285025,7762.234208937199,56.722795893719805,0.49136006383605074,0.5253623188405797,6942.684057971014,48.8,0.4923845695652174,0.0,47.5,23,82,-0.20807023462805496,11.80451456703182,16.23523748713076,-1.001305284717964,0.5701317091900563
5e-06,5.0,0.5268719806763287,7539.660990338164,54.492995169082135,0.48917367572463766,0.5245169082125603,6628.067663043478,46.6,0.491376569897343,0.0,48.7,23,82,-0.4483107880307702,13.75353079718109,16.937757873566817,-1.2226214412927632,0.3008673047148734
5.25e-06,5.25,0.523701690821256,7001.901962560386,50.52699275362319,0.48694170551781407,0.5233695652173912,6314.778592995169,44.4,0.4902169776041667,0.0,45.4,22,82,-0.6681270204797585,10.881194953175811,13.799533228881057,-1.3174862512905,0.02826527922611882
5.5e-06,5.5,0.5222524154589372,6637.033363526571,47.88961352657005,0.48574873195954116,0.5220108695652174,6043.932155797101,42.5,0.48876924270833333,0.0,43.2,22,82,-0.6179829835558204,9.813167858950745,12.681443591929531,-1.251823591814431,-0.0013549861890633163
5.75e-06,5.75,0.5194746376811594,5517.145229468598,39.863919082125605,0.487751052611715,0.5213466183574879,5814.587832125603,40.9,0.4879127383227657,0.0,35.7,22,53,-0.0331382434503702,-5.115454633149319,-2.5332051781770004,-0.6214249741771438,0.5766164761870268
6e-06,6.0,0.5202294685990337,5768.8509057971005,42.02635869565217,0.4856163631642512,0.5203502415458938,5601.180012077295,39.4,0.48674316147343,0.0,35.9,22,53,-0.23149751211045677,2.9934923240865885,6.665885014345618,-0.8767755127364785,0.4026036053136841
6.25e-06,6.25,0.5173309178743961,5264.183937198068,38.07131642512077,0.4844297682669082,0.5196859903381643,5418.183242753624,38.1,0.4858223450709541,0.0,33.9,22,53,-0.28664321807646553,-2.8422683149654904,-0.07528497343630702,-0.9689484165146661,0.3996045653673569
6.5e-06,6.5,0.5170591787439613,5170.310718599034,37.18481280193236,0.48345215907306766,0.5185688405797102,5217.363254830919,36.7,0.4846559794233092,0.0,33.9,22,53,-0.24838656724589514,-0.9018451262391536,1.321015809079995,-0.9082913372327347,0.39207138924722823
6.75e-06,6.75,0.5146739130434783,4769.312530193236,34.443689613526566,0.48248105346467396,0.5174516908212561,5048.316515700483,35.5,0.4833755543402778,0.0,31.3,22,53,-0.18505298159412487,-5.5266737859944515,-2.975522215418125,-0.8827284327028517,0.5094366822880707
7e-06,7.0,0.5150664251207729,4778.416032608696,34.50727657004831,0.48161751289251215,0.5169685990338164,4892.9074879227055,34.4,0.4827182466183575,0.0,31.4,22,53,-0.22802819938058105,-2.339947272590215,0.31185049432649325,-0.9156842353372946,0.45002311341027096
7.25e-06,7.25,0.5131038647342996,4484.880736714977,32.35600845410628,0.4805884793931159,0.5156400966183575,4765.372826086957,33.5,0.48109114362922706,0.0,29.4,22,39,-0.1044842007107416,-5.886047107090753,-3.4149001369961796,-0.6674498663570916,0.4440143178809851
7.5e-06,7.5,0.5132548309178745,4490.18115942029,32.29181763285024,0.4795784722222223,0.5150966183574879,4636.391968599035,32.6,0.48032367859299513,0.0,29.4,22,39,-0.15514670710295997,-3.153547201552187,-0.9453446845084756,-0.6627652303260675,0.34579907719468506
7.75e-06,7.75,0.5108091787439614,4327.039371980676,31.627022946859903,0.47727462361111106,0.5138586956521739,4494.259661835749,31.6,0.4790281832729468,0.0,26.9,12,39,-0.3660660735772536,-3.720752747667666,0.08551565461993871,-1.1068174971974487,0.2909848704948633
8e-06,8.0,0.5103864734299517,4268.886564009661,31.172735507246376,0.47623538091787443,0.5133756038647344,4382.156461352657,30.8,0.47831835217391305,0.0,26.2,12,39,-0.4354780130370717,-2.5847981089208383,1.2101802183323906,-1.1546272757173026,0.2421055043062031
8.25e-06,8.25,0.5110507246376812,4191.482729468599,30.29839975845411,0.47647099211956523,0.512409420289855,4255.823218599035,29.9,0.477298878736413,0.0,27.0,20,39,-0.17345245374125184,-1.511822409569341,1.332440663726131,-0.660633455317961,0.3002083763189138
8.5e-06,8.5,0.5099637681159421,4177.602717391304,30.37445652173913,0.4744541450181159,0.5117753623188406,4169.330525362319,29.3,0.47633605285326086,0.0,26.3,12,39,-0.39507986512301585,0.1984057627157254,3.6670871049117038,-1.063541867766672,0.21466689432847288
8.75e-06,8.75,0.5085446859903382,3902.378894927536,27.874396135265698,0.47439887065972214,0.511201690821256,4070.7119867149763,28.6,0.47558296093749997,0.0,26.5,14,39,-0.2489765982035319,-4.135224804329218,-2.537076450119946,-0.7580849774691101,0.20238469678296456
9e-06,9.0,0.5095108695652174,3991.3493055555546,28.714915458937202,0.4735887258152173,0.5094202898550724,3955.463073671497,27.8,0.473821122192029,0.0,26.3,20,39,-0.04904728090983079,0.9072574112225951,3.2910628019323873,-0.519093886819921,0.39903132220130033
9.25e-06,9.25,0.5077596618357487,3788.7432367149763,27.139704106280192,0.47271378689613536,0.5090579710144927,3899.12913647343,27.4,0.4729910265021135,0.0,25.4,20,39,-0.0586141365151005,-2.831039852614181,-0.949985013575938,-0.4878352333813235,0.33827440219556637
9.5e-06,9.5,0.5059782608695651,3735.3870169082124,26.918599033816427,0.4704920842089372,0.5082427536231884,3785.8047705314007,26.6,0.4722776083031401,0.0,24.3,12,39,-0.3780666419096579,-1.33175788713773,1.1977407286331898,-0.9658942995232883,0.14778957953187383
9.75e-06,9.75,0.5065519323671497,3748.2522342995167,26.978019323671496,0.4700064730827294,0.5083635265700484,3757.566032608696,26.4,0.47172725775211355,0.0,24.6,12,39,-0.3647838112183832,-0.247867854572692,2.1894671351193162,-0.98110666360567,0.1916348469035644
1e-05,10.0,0.507487922705314,3756.2680253623193,26.82098429951691,0.4699252424516908,0.5080917874396136,3672.4930253623193,25.8,0.47136685718599036,0.0,25.4,20,39,-0.305837101680384,2.2811479673738866,3.9573034864996526,-0.7072040734850329,0.046804857314755
