split,price,problem_id,profit,fixed_profit,accuracy,tokens,calls,fixed_calls,fixed_accuracy,fixed_tokens
0,1e-06,1883_B,0.5413368541666667,0.886921,0.625,83663.14583333333,378.625,512,1.0,113079.0
0,1e-06,1899_B,0.9334397499999999,0.953501,0.9791666666666666,45726.916666666664,503.9166666666667,512,1.0,46499.0
0,1e-06,1899_C,-0.06435758333333334,-0.06544300000000002,0.0,64357.583333333336,503.5208333333333,512,0.0,65443.0
0,1e-06,2730,0.9322860624999999,0.931086,1.0,67713.9375,502.8958333333333,512,1.0,68914.0
0,1e-06,2754,0.9029571458333333,0.8997580000000002,1.0,97042.85416666667,495.8333333333333,512,1.0,100242.0
0,1e-06,2755,0.06706304166666667,-0.064749,0.125,57936.958333333336,458.3541666666667,512,0.0,64749.0
0,1e-06,2784,0.8599641041666667,0.936356,0.9166666666666666,56702.5625,455.6041666666667,512,1.0,63644.0
0,1e-06,2792,0.9280194791666666,0.947658,0.9791666666666666,51147.1875,499.875,512,1.0,52342.0
0,1e-06,2802,0.9354345208333333,0.9322499999999999,1.0,64565.479166666664,487.75,512,1.0,67750.0
0,1e-06,2808,-0.022739937499999998,-0.05648599999999999,0.020833333333333332,43573.270833333336,394.7916666666667,512,0.0,56486.0
0,1e-06,2827,0.8791779999999999,0.8791779999999999,1.0,120822.0,512.0,512,1.0,120822.0
0,1e-06,2832,0.9412292708333333,0.937271,1.0,58770.729166666664,479.6666666666667,512,1.0,62729.0
0,1e-06,2834,0.9576084375000001,0.955841,1.0,42391.5625,491.7916666666667,512,1.0,44159.0
0,1e-06,2839,-0.126737625,-0.14607100000000003,0.0,126737.625,445.1458333333333,512,0.0,146071.0
0,1e-06,2845,0.9785840416666666,0.9657409999999998,1.0,21415.958333333332,320.1041666666667,512,1.0,34259.0
0,1e-06,2848,0.8845931666666665,0.9031269999999999,0.9791666666666666,94573.5,499.875,512,1.0,96873.0
0,1e-06,2867,0.9425247708333334,0.942073,1.0,57475.229166666664,507.9583333333333,512,1.0,57927.0
0,1e-06,2868,0.9329429375,0.9260830000000001,1.0,67057.0625,463.5,512,1.0,73917.0
0,1e-06,2869,0.8800546666666668,0.8730180000000001,1.0,119945.33333333333,483.7083333333333,512,1.0,126982.0
0,1e-06,2878,-0.058725104166666674,-0.060189,0.0,58725.104166666664,499.875,512,0.0,60189.0
0,1e-06,2882,0.08711093750000003,-0.06795799999999998,0.14583333333333334,58722.395833333336,443.2916666666667,512,0.0,67958.0
0,1e-06,2883,0.8182157083333333,0.8364950000000001,0.9791666666666666,160950.95833333334,503.9166666666667,512,1.0,163505.0
0,1e-06,2884,0.03019727083333333,-0.05756,0.08333333333333333,53136.0625,472.5833333333333,512,0.0,57560.0
0,1e-06,2887,0.9474726458333332,0.946776,1.0,52527.354166666664,505.3125,512,1.0,53224.0
0,1e-06,2893,0.9361982708333333,0.9335589999999999,1.0,63801.729166666664,491.7916666666667,512,1.0,66441.0
0,1e-06,2915,0.9395590624999999,0.937561,1.0,60440.9375,495.8333333333333,512,1.0,62439.0
0,1e-06,2920,0.8912125624999999,0.931169,0.9583333333333334,67120.77083333333,499.875,512,1.0,68831.0
0,1e-06,2953,-0.039461083333333334,-0.049026999999999994,0.0,39461.083333333336,412.5625,512,0.0,49027.0
0,1e-06,2979,-0.06589566666666667,-0.066955,0.0,65895.66666666667,503.9166666666667,512,0.0,66955.0
0,1e-06,3000,-0.06864125,-0.069203,0.0,68641.25,507.9583333333333,512,0.0,69203.0
0,1e-06,3018,0.9493362708333333,0.942524,1.0,50663.729166666664,451.375,512,1.0,57476.0
0,1e-06,3025,-0.056359562499999995,-0.078423,0.020833333333333332,77192.89583333333,503.9166666666667,512,0.0,78423.0
0,1e-06,3106,0.889729875,0.944276,0.9375,47770.125,439.25,512,1.0,55724.0
0,1e-06,3114,0.8858919375,0.8727900000000001,1.0,114108.0625,459.4583333333333,512,1.0,127210.0
0,1e-06,3153,0.9438603333333333,0.9429230000000001,1.0,56139.666666666664,503.9166666666667,512,1.0,57077.0
0,1e-06,3166,-0.0682629375,-0.071531,0.0,68262.9375,487.75,512,0.0,71531.0
0,1e-06,3174,0.9790236458333332,0.969928,1.0,20976.354166666668,357.25,512,1.0,30072.0
0,1e-06,3195,-0.03513745833333332,-0.03542299999999999,0.0,35137.458333333336,507.9583333333333,512,0.0,35423.0
0,1e-06,3203,-0.14156758333333333,-0.22737499999999997,0.0,141567.58333333334,318.0,512,0.0,227375.0
0,1e-06,3212,0.9404227291666666,0.9389649999999999,1.0,59577.270833333336,499.875,512,1.0,61035.0
0,1e-06,3213,0.9398477291666666,0.936546,1.0,60152.270833333336,483.7083333333333,512,1.0,63454.0
0,1e-06,3225,0.9519148125,0.9363589999999998,1.0,48085.1875,387.125,512,1.0,63641.0
0,1e-06,3228,0.8429424583333333,0.9204819999999999,0.9166666666666666,73724.20833333333,475.625,512,1.0,79518.0
0,1e-06,3229,0.9186337916666666,0.9121069999999999,1.0,81366.20833333333,472.9166666666667,512,1.0,87893.0
0,1e-06,3235,0.8628265625000001,0.8551510000000001,1.0,137173.4375,484.75,512,1.0,144849.0
0,1e-06,3239,-0.06355977083333332,-0.06787599999999999,0.0,63559.770833333336,479.6666666666667,512,0.0,67876.0
0,1e-06,3249,0.9800178958333333,0.973306,1.0,19982.104166666668,383.375,512,1.0,26694.0
0,1e-06,3262,0.9650837291666665,0.9617889999999999,1.0,34916.270833333336,467.5416666666667,512,1.0,38211.0
0,1e-06,3265,-0.08511764583333332,-0.08702399999999999,0.0,85117.64583333333,500.7291666666667,512,0.0,87024.0
0,1e-06,3279,0.9783479166666668,0.975882,1.0,21652.083333333332,459.4583333333333,512,1.0,24118.0
0,1e-06,3297,0.9643618333333333,0.9634679999999999,1.0,35638.166666666664,499.4791666666667,512,1.0,36532.0
0,1e-06,3306,0.9172890000000001,0.9172890000000001,1.0,82711.0,512.0,512,1.0,82711.0
0,1e-06,3355,0.7912242708333334,0.95179,0.8333333333333334,42109.0625,447.3333333333333,512,1.0,48210.0
0,1e-06,3373,-0.08417133333333333,-0.087627,0.0,84171.33333333333,491.7916666666667,512,0.0,87627.0
0,1e-06,3387,-0.049236416666666664,-0.051493000000000004,0.0,49236.416666666664,489.375,512,0.0,51493.0
0,1e-06,3420,0.9452920000000001,0.9452920000000001,1.0,54708.0,512.0,512,1.0,54708.0
0,1e-06,abc308_d,-0.22101704166666666,-0.222799,0.0,221017.04166666666,507.9583333333333,512,0.0,222799.0
0,1e-06,abc313_b,-0.08883527083333333,-0.111225,0.020833333333333332,109668.60416666667,503.9166666666667,512,0.0,111225.0
0,1e-06,abc322_c,-0.053541437500000004,-0.055429,0.0,53541.4375,494.0833333333333,512,0.0,55429.0
0,1e-06,abc326_c,0.9581373541666668,0.957766,1.0,41862.645833333336,507.9583333333333,512,1.0,42234.0
0,1e-06,abc327_c,0.9088918125,0.8946500000000001,1.0,91108.1875,443.4791666666667,512,1.0,105350.0
0,1e-06,abc329_d,-0.044274145833333334,-0.044632,0.0,44274.145833333336,507.9583333333333,512,0.0,44632.0
0,1e-06,abc330_d,-0.09445325,-0.09679399999999999,0.0,94453.25,499.875,512,0.0,96794.0
0,1e-06,abc339_b,0.8663150833333333,0.865279,1.0,133684.91666666666,507.9583333333333,512,1.0,134721.0
0,1e-06,abc339_c,0.9761447083333331,0.9753679999999999,1.0,23855.291666666668,495.8333333333333,512,1.0,24632.0
0,1e-06,abc340_d,-0.09541958333333334,-0.096102,0.0,95419.58333333333,507.9583333333333,512,0.0,96102.0
0,1e-06,abc343_c,-0.024841229166666663,-0.046046,0.020833333333333332,45674.5625,507.9583333333333,512,0.0,46046.0
0,1e-06,abc352_c,-0.06833064583333333,-0.069473,0.0,68330.64583333333,503.9166666666667,512,0.0,69473.0
0,1e-06,abc355_c,-0.10585868749999999,-0.10829299999999999,0.0,105858.6875,499.875,512,0.0,108293.0
0,1.25e-06,1883_B,0.5357979947916666,0.85865125,0.6458333333333334,88028.27083333333,399.1041666666667,512,1.0,113079.0
0,1.25e-06,1899_B,0.9220080208333332,0.94187625,0.9791666666666666,45726.916666666664,503.9166666666667,512,1.0,46499.0
0,1.25e-06,1899_C,-0.08050885416666669,-0.08180375000000001,0.0,64407.083333333336,503.9166666666667,512,0.0,65443.0
0,1.25e-06,2730,0.9144003645833333,0.9138574999999999,1.0,68479.70833333333,508.5625,512,1.0,68914.0
0,1.25e-06,2754,0.8786964322916667,0.8746975,1.0,97042.85416666667,495.8333333333333,512,1.0,100242.0
0,1.25e-06,2755,0.010113359374999993,-0.08093625,0.08333333333333333,58575.979166666664,463.5,512,0.0,64749.0
0,1.25e-06,2784,0.842223125,0.920445,0.9166666666666666,59554.833333333336,479.6666666666667,512,1.0,63644.0
0,1.25e-06,2792,0.9152326822916667,0.9345724999999999,0.9791666666666666,51147.1875,499.875,512,1.0,52342.0
0,1.25e-06,2802,0.9192931510416665,0.9153124999999999,1.0,64565.479166666664,487.75,512,1.0,67750.0
0,1.25e-06,2808,-0.03363325520833334,-0.0706075,0.020833333333333332,43573.270833333336,394.7916666666667,512,0.0,56486.0
0,1.25e-06,2827,0.8489725,0.8489725,1.0,120822.0,512.0,512,1.0,120822.0
0,1.25e-06,2832,0.9265365885416665,0.9215887499999998,1.0,58770.729166666664,479.6666666666667,512,1.0,62729.0
0,1.25e-06,2834,0.9470105468750001,0.9448012500000001,1.0,42391.5625,491.7916666666667,512,1.0,44159.0
0,1.25e-06,2839,-0.16822192708333336,-0.18258875000000005,0.0,134577.54166666666,471.9583333333333,512,0.0,146071.0
0,1.25e-06,2845,0.9722745312500001,0.95717625,1.0,22180.375,331.5208333333333,512,1.0,34259.0
0,1.25e-06,2848,0.8798836197916667,0.87890875,1.0,96093.10416666667,507.9583333333333,512,1.0,96873.0
0,1.25e-06,2867,0.9281559635416666,0.92759125,1.0,57475.229166666664,507.9583333333333,512,1.0,57927.0
0,1.25e-06,2868,0.916178671875,0.9076037499999999,1.0,67057.0625,463.5,512,1.0,73917.0
0,1.25e-06,2869,0.8462902604166667,0.8412725,1.0,122967.79166666667,495.8333333333333,512,1.0,126982.0
0,1.25e-06,2878,-0.07398848958333333,-0.07523625,0.0,59190.791666666664,503.9166666666667,512,0.0,60189.0
0,1.25e-06,2882,0.07243033854166665,-0.08494750000000001,0.14583333333333334,58722.395833333336,443.2916666666667,512,0.0,67958.0
0,1.25e-06,2883,0.7779779687500001,0.79561875,0.9791666666666666,160950.95833333334,503.9166666666667,512,1.0,163505.0
0,1.25e-06,2884,-0.04860723958333333,-0.07195,0.020833333333333332,55552.458333333336,494.0833333333333,512,0.0,57560.0
0,1.25e-06,2887,0.9340009114583333,0.9334699999999999,1.0,52799.270833333336,507.9583333333333,512,1.0,53224.0
0,1.25e-06,2893,0.9202478385416666,0.9169487499999999,1.0,63801.729166666664,491.7916666666667,512,1.0,66441.0
0,1.25e-06,2915,0.9244488281250001,0.9219512500000001,1.0,60440.9375,495.8333333333333,512,1.0,62439.0
0,1.25e-06,2920,0.8744323697916667,0.91396125,0.9583333333333334,67120.77083333333,499.875,512,1.0,68831.0
0,1.25e-06,2953,-0.05060109375,-0.061283750000000005,0.0,40480.875,423.0833333333333,512,0.0,49027.0
0,1.25e-06,2979,-0.08236958333333334,-0.08369375000000001,0.0,65895.66666666667,503.9166666666667,512,0.0,66955.0
0,1.25e-06,3000,-0.0858015625,-0.08650375,0.0,68641.25,507.9583333333333,512,0.0,69203.0
0,1.25e-06,3018,0.9366703385416667,0.928155,1.0,50663.729166666664,451.375,512,1.0,57476.0
