generator,split_seed,method,target,attained_quality,mean_length,samples,matched_feasible,matched_length,matched_saving_percent
gemma2_9b,74,shape_empirical_moment,0.45,0.4191198799515543,29643.0725,20.1225,True,23315.030955810038,-27.141467477284344
gemma2_9b,74,shape_empirical_moment,0.5,0.49967359604308376,82824.5825,67.455,True,79395.70799806478,-4.318715190522382
gemma2_9b,74,shape_empirical_moment,0.55,0.5619901391013475,231123.4925,228.52,True,224928.76279484617,-2.7540851726481685
gemma2_9b,74,shape_empirical_moment,0.6,0.6085628753269253,510314.055,399.92,True,510103.4991068643,-0.04127709249286404
gemma2_9b,75,rank_jensen_bound,0.3,0.3246438471280617,6954.7625,4.84,True,6950.618779507219,-0.059616569750553516
gemma2_9b,75,rank_jensen_bound,0.35,0.34693390746796554,10726.4075,7.7525,True,9151.497520780105,-17.209314384271867
gemma2_9b,75,rank_jensen_bound,0.4,0.39983669480683853,24906.24,16.8625,True,18513.46547256753,-34.53040456906902
gemma2_9b,75,rank_jensen_bound,0.45,0.48534970883209894,70952.065,56.3875,True,64625.30431539725,-9.789912406022317
gemma2_9b,75,rank_jensen_bound,0.5,0.5474868917138017,187183.4625,160.8225,True,186181.60338396113,-0.5381085444692069
gemma2_9b,75,rank_jensen_bound,0.55,0.5982703169722454,549796.76,390.4775,True,469374.7485155644,-17.133859829225308
gemma2_9b,75,rank_jensen_bound,0.6,0.6228163968529066,966780.225,635.7125,True,848871.4770816696,-13.890058872479516
gemma2_9b,75,rank_empirical_bound,0.3,0.3246438471280617,6954.7625,4.84,True,6950.618779507219,-0.059616569750553516
gemma2_9b,75,rank_empirical_bound,0.35,0.34693390746796554,10726.4075,7.7525,True,9151.497520780105,-17.209314384271867
gemma2_9b,75,rank_empirical_bound,0.4,0.39983669480683853,24906.24,16.8625,True,18513.46547256753,-34.53040456906902
gemma2_9b,75,rank_empirical_bound,0.45,0.48534970883209894,70952.065,56.3875,True,64625.30431539725,-9.789912406022317
gemma2_9b,75,rank_empirical_bound,0.5,0.5474868917138017,187183.4625,160.8225,True,186181.60338396113,-0.5381085444692069
gemma2_9b,75,rank_empirical_bound,0.55,0.5982703169722454,549796.76,390.4775,True,469374.7485155644,-17.133859829225308
gemma2_9b,75,rank_empirical_bound,0.6,0.6228163968529066,966780.225,635.7125,True,848871.4770816696,-13.890058872479516
gemma2_9b,75,shape_jensen_bound,0.3,0.3246438471280617,6954.7625,4.84,True,6950.618779507219,-0.059616569750553516
gemma2_9b,75,shape_jensen_bound,0.35,0.34693390746796554,10726.4075,7.7525,True,9151.497520780105,-17.209314384271867
gemma2_9b,75,shape_jensen_bound,0.4,0.39983669480683853,24906.24,16.8625,True,18513.46547256753,-34.53040456906902
gemma2_9b,75,shape_jensen_bound,0.45,0.48534970883209894,70952.065,56.3875,True,64625.30431539725,-9.789912406022317
gemma2_9b,75,shape_jensen_bound,0.5,0.5474868917138017,187183.4625,160.8225,True,186181.60338396113,-0.5381085444692069
gemma2_9b,75,shape_jensen_bound,0.55,0.5982703169722454,549796.76,390.4775,True,469374.7485155644,-17.133859829225308
gemma2_9b,75,shape_jensen_bound,0.6,0.6228163968529066,966780.225,635.7125,True,848871.4770816696,-13.890058872479516
gemma2_9b,75,shape_empirical_bound,0.3,0.3246438471280617,6954.7625,4.84,True,6950.618779507219,-0.059616569750553516
gemma2_9b,75,shape_empirical_bound,0.35,0.34693390746796554,10726.4075,7.7525,True,9151.497520780105,-17.209314384271867
gemma2_9b,75,shape_empirical_bound,0.4,0.39983669480683853,24906.24,16.8625,True,18513.46547256753,-34.53040456906902
gemma2_9b,75,shape_empirical_bound,0.45,0.48534970883209894,70952.065,56.3875,True,64625.30431539725,-9.789912406022317
gemma2_9b,75,shape_empirical_bound,0.5,0.5474868917138017,187183.4625,160.8225,True,186181.60338396113,-0.5381085444692069
gemma2_9b,75,shape_empirical_bound,0.55,0.5982703169722454,549796.76,390.4775,True,469374.7485155644,-17.133859829225308
gemma2_9b,75,shape_empirical_bound,0.6,0.6228163968529066,966780.225,635.7125,True,848871.4770816696,-13.890058872479516
gemma2_9b,75,rank_jensen_moment,0.3,0.31729376308003504,6079.11,4.185,True,6363.008797580789,4.461706821601874
gemma2_9b,75,rank_jensen_moment,0.35,0.3269749851037696,7269.1075,5.105,True,7136.983987690312,-1.8512513484347348
gemma2_9b,75,rank_jensen_moment,0.4,0.3567011626461321,12568.33,8.8775,True,10310.780402532888,-21.895041008850647
gemma2_9b,75,rank_jensen_moment,0.45,0.42288406352742425,30006.7975,20.9975,True,26205.10246220688,-14.507461068988171
gemma2_9b,75,rank_jensen_moment,0.5,0.501793556755876,83151.505,71.0175,True,84934.8389965788,2.0996495874332832
gemma2_9b,75,rank_jensen_moment,0.55,0.5568717895044756,226459.52,185.9025,True,219496.03898686141,-3.172485957049731
gemma2_9b,75,rank_jensen_moment,0.6,0.6029653972484502,618198.295,430.3525,True,531303.0690479869,-16.355114625578192
gemma2_9b,75,rank_empirical_moment,0.3,0.31729376308003504,6079.11,4.185,True,6363.008797580789,4.461706821601874
gemma2_9b,75,rank_empirical_moment,0.35,0.3269749851037696,7269.1075,5.105,True,7136.983987690312,-1.8512513484347348
gemma2_9b,75,rank_empirical_moment,0.4,0.3567011626461321,12568.33,8.8775,True,10310.780402532888,-21.895041008850647
gemma2_9b,75,rank_empirical_moment,0.45,0.42288406352742425,30006.7975,20.9975,True,26205.10246220688,-14.507461068988171
gemma2_9b,75,rank_empirical_moment,0.5,0.501793556755876,83151.505,71.0175,True,84934.8389965788,2.0996495874332832
gemma2_9b,75,rank_empirical_moment,0.55,0.5568717895044756,226459.52,185.9025,True,219496.03898686141,-3.172485957049731
gemma2_9b,75,rank_empirical_moment,0.6,0.6029653972484502,618198.295,430.3525,True,531303.0690479869,-16.355114625578192
gemma2_9b,75,shape_jensen_moment,0.3,0.31729376308003504,6079.11,4.185,True,6363.008797580789,4.461706821601874
gemma2_9b,75,shape_jensen_moment,0.35,0.3269749851037696,7269.1075,5.105,True,7136.983987690312,-1.8512513484347348
gemma2_9b,75,shape_jensen_moment,0.4,0.3567011626461321,12568.33,8.8775,True,10310.780402532888,-21.895041008850647
gemma2_9b,75,shape_jensen_moment,0.45,0.42288406352742425,30006.7975,20.9975,True,26205.10246220688,-14.507461068988171
gemma2_9b,75,shape_jensen_moment,0.5,0.501793556755876,83151.505,71.0175,True,84934.8389965788,2.0996495874332832
gemma2_9b,75,shape_jensen_moment,0.55,0.5568717895044756,226459.52,185.9025,True,219496.03898686141,-3.172485957049731
gemma2_9b,75,shape_jensen_moment,0.6,0.6029653972484502,618198.295,430.3525,True,531303.0690479869,-16.355114625578192
gemma2_9b,75,shape_empirical_moment,0.3,0.31729376308003504,6079.11,4.185,True,6363.008797580789,4.461706821601874
gemma2_9b,75,shape_empirical_moment,0.35,0.3269749851037696,7269.1075,5.105,True,7136.983987690312,-1.8512513484347348
gemma2_9b,75,shape_empirical_moment,0.4,0.3567011626461321,12568.33,8.8775,True,10310.780402532888,-21.895041008850647
gemma2_9b,75,shape_empirical_moment,0.45,0.42288406352742425,30006.7975,20.9975,True,26205.10246220688,-14.507461068988171
gemma2_9b,75,shape_empirical_moment,0.5,0.501793556755876,83151.505,71.0175,True,84934.8389965788,2.0996495874332832
gemma2_9b,75,shape_empirical_moment,0.55,0.5568717895044756,226459.52,185.9025,True,219496.03898686141,-3.172485957049731
gemma2_9b,75,shape_empirical_moment,0.6,0.6029653972484502,618198.295,430.3525,True,531303.0690479869,-16.355114625578192
llama3.1_8b,71,rank_jensen_bound,0.3,0.30750667516989977,10638.3175,5.3375,True,10454.683426871024,-1.7564766490871575
llama3.1_8b,71,rank_jensen_bound,0.35,0.3326455043695944,17245.5625,8.475,True,15152.07816621751,-13.8164831966749
llama3.1_8b,71,rank_jensen_bound,0.4,0.3870628410693008,40920.3925,17.9675,True,28524.91945676744,-43.45489235129736
llama3.1_8b,71,rank_jensen_bound,0.45,0.47015603746499046,99394.0575,44.135,True,82994.2800733891,-19.760129748832213
llama3.1_8b,71,rank_jensen_bound,0.5,0.5386188003202819,279642.4375,133.1625,True,218227.1055537957,-28.14285227783706
llama3.1_8b,71,rank_jensen_bound,0.55,0.5907362969461825,721737.4925,335.065,True,468846.3897555508,-53.93901036036617
llama3.1_8b,71,rank_jensen_bound,0.6,0.6176947058374525,1277404.635,562.2075,True,738478.8446088047,-72.97782385041526
llama3.1_8b,71,rank_empirical_bound,0.3,0.30750667516989977,10638.3175,5.3375,True,10454.683426871024,-1.7564766490871575
llama3.1_8b,71,rank_empirical_bound,0.35,0.3326455043695944,17245.5625,8.475,True,15152.07816621751,-13.8164831966749
llama3.1_8b,71,rank_empirical_bound,0.4,0.3870628410693008,40920.3925,17.9675,True,28524.91945676744,-43.45489235129736
llama3.1_8b,71,rank_empirical_bound,0.45,0.47015603746499046,99394.0575,44.135,True,82994.2800733891,-19.760129748832213
llama3.1_8b,71,rank_empirical_bound,0.5,0.5386188003202819,279642.4375,133.1625,True,218227.1055537957,-28.14285227783706
llama3.1_8b,71,rank_empirical_bound,0.55,0.5907362969461825,721737.4925,335.065,True,468846.3897555508,-53.93901036036617
llama3.1_8b,71,rank_empirical_bound,0.6,0.6176947058374525,1277404.635,562.2075,True,738478.8446088047,-72.97782385041526
llama3.1_8b,71,shape_jensen_bound,0.3,0.30750667516989977,10638.3175,5.3375,True,10454.683426871024,-1.7564766490871575
llama3.1_8b,71,shape_jensen_bound,0.35,0.3326455043695944,17245.5625,8.475,True,15152.07816621751,-13.8164831966749
llama3.1_8b,71,shape_jensen_bound,0.4,0.3870628410693008,40920.3925,17.9675,True,28524.91945676744,-43.45489235129736
llama3.1_8b,71,shape_jensen_bound,0.45,0.47015603746499046,99394.0575,44.135,True,82994.2800733891,-19.760129748832213
llama3.1_8b,71,shape_jensen_bound,0.5,0.5386188003202819,279642.4375,133.1625,True,218227.1055537957,-28.14285227783706
llama3.1_8b,71,shape_jensen_bound,0.55,0.5907362969461825,721737.4925,335.065,True,468846.3897555508,-53.93901036036617
llama3.1_8b,71,shape_jensen_bound,0.6,0.6176947058374525,1277404.635,562.2075,True,738478.8446088047,-72.97782385041526
llama3.1_8b,71,shape_empirical_bound,0.3,0.30750667516989977,10638.3175,5.3375,True,10454.683426871024,-1.7564766490871575
llama3.1_8b,71,shape_empirical_bound,0.35,0.3326455043695944,17245.5625,8.475,True,15152.07816621751,-13.8164831966749
llama3.1_8b,71,shape_empirical_bound,0.4,0.3870628410693008,40920.3925,17.9675,True,28524.91945676744,-43.45489235129736
llama3.1_8b,71,shape_empirical_bound,0.45,0.47015603746499046,99394.0575,44.135,True,82994.2800733891,-19.760129748832213
llama3.1_8b,71,shape_empirical_bound,0.5,0.5386188003202819,279642.4375,133.1625,True,218227.1055537957,-28.14285227783706
llama3.1_8b,71,shape_empirical_bound,0.55,0.5907362969461825,721737.4925,335.065,True,468846.3897555508,-53.93901036036617
llama3.1_8b,71,shape_empirical_bound,0.6,0.6176947058374525,1277404.635,562.2075,True,738478.8446088047,-72.97782385041526
llama3.1_8b,71,rank_jensen_moment,0.3,0.2937075232103512,8733.26,4.3525,True,8861.82845846685,1.4508118620149113
llama3.1_8b,71,rank_jensen_moment,0.35,0.3101429564942801,11237.095,5.575,True,10925.434285054524,-2.8526162604978866
llama3.1_8b,71,rank_jensen_moment,0.4,0.3393196572755412,18956.2575,9.2525,True,16443.441803115747,-15.281567733636624
llama3.1_8b,71,rank_jensen_moment,0.45,0.4116550181913359,50862.36,22.135,True,39059.786629374285,-30.216686748999756
llama3.1_8b,71,rank_jensen_moment,0.5,0.48512582951993966,117237.645,65.99,True,103950.9792053212,-12.781664873435528
llama3.1_8b,71,rank_jensen_moment,0.55,0.5451840652115546,327148.8125,151.5325,True,237159.0984368316,-37.944871040710915
llama3.1_8b,71,rank_jensen_moment,0.6,0.5945861762716107,786612.4,365.1275,True,496104.5705063282,-58.55778131557572
llama3.1_8b,71,rank_empirical_moment,0.3,0.2937075232103512,8733.26,4.3525,True,8861.82845846685,1.4508118620149113
llama3.1_8b,71,rank_empirical_moment,0.35,0.3101429564942801,11237.095,5.575,True,10925.434285054524,-2.8526162604978866
llama3.1_8b,71,rank_empirical_moment,0.4,0.3393196572755412,18956.2575,9.2525,True,16443.441803115747,-15.281567733636624
llama3.1_8b,71,rank_empirical_moment,0.45,0.4116550181913359,50862.36,22.135,True,39059.786629374285,-30.216686748999756
llama3.1_8b,71,rank_empirical_moment,0.5,0.48512582951993966,117237.645,65.99,True,103950.9792053212,-12.781664873435528
llama3.1_8b,71,rank_empirical_moment,0.55,0.5451840652115546,327148.8125,151.5325,True,237159.0984368316,-37.944871040710915
llama3.1_8b,71,rank_empirical_moment,0.6,0.5945861762716107,786612.4,365.1275,True,496104.5705063282,-58.55778131557572
llama3.1_8b,71,shape_jensen_moment,0.3,0.2937075232103512,8733.26,4.3525,True,8861.82845846685,1.4508118620149113
llama3.1_8b,71,shape_jensen_moment,0.35,0.3101429564942801,11237.095,5.575,True,10925.434285054524,-2.8526162604978866
llama3.1_8b,71,shape_jensen_moment,0.4,0.3393196572755412,18956.2575,9.2525,True,16443.441803115747,-15.281567733636624
llama3.1_8b,71,shape_jensen_moment,0.45,0.4116550181913359,50862.36,22.135,True,39059.786629374285,-30.216686748999756
llama3.1_8b,71,shape_jensen_moment,0.5,0.48512582951993966,117237.645,65.99,True,103950.9792053212,-12.781664873435528
llama3.1_8b,71,shape_jensen_moment,0.55,0.5451840652115546,327148.8125,151.5325,True,237159.0984368316,-37.944871040710915
llama3.1_8b,71,shape_jensen_moment,0.6,0.5945861762716107,786612.4,365.1275,True,496104.5705063282,-58.55778131557572
llama3.1_8b,71,shape_empirical_moment,0.3,0.2937075232103512,8733.26,4.3525,True,8861.82845846685,1.4508118620149113
llama3.1_8b,71,shape_empirical_moment,0.35,0.3101429564942801,11237.095,5.575,True,10925.434285054524,-2.8526162604978866
llama3.1_8b,71,shape_empirical_moment,0.4,0.3393196572755412,18956.2575,9.2525,True,16443.441803115747,-15.281567733636624
llama3.1_8b,71,shape_empirical_moment,0.45,0.4116550181913359,50862.36,22.135,True,39059.786629374285,-30.216686748999756
llama3.1_8b,71,shape_empirical_moment,0.5,0.48512582951993966,117237.645,65.99,True,103950.9792053212,-12.781664873435528
llama3.1_8b,71,shape_empirical_moment,0.55,0.5451840652115546,327148.8125,151.5325,True,237159.0984368316,-37.944871040710915
llama3.1_8b,71,shape_empirical_moment,0.6,0.5945861762716107,786612.4,365.1275,True,496104.5705063282,-58.55778131557572
llama3.1_8b,72,rank_jensen_bound,0.3,0.29388369052525964,9678.275,5.4875,True,9686.433284576027,0.08422382456314548
llama3.1_8b,72,rank_jensen_bound,0.35,0.32391475890090554,15810.9575,8.8,True,14185.675586350037,-11.457204866674587
llama3.1_8b,72,rank_jensen_bound,0.4,0.37929253374975835,35262.6,18.07,True,27215.084403051307,-29.570055627115455
llama3.1_8b,72,rank_jensen_bound,0.45,0.4614569072477995,91000.585,44.3025,True,74946.25472354851,-21.421124158465975
llama3.1_8b,72,rank_jensen_bound,0.5,0.5265170109370082,231979.9375,121.8425,True,173126.66420644452,-33.9943437155215
llama3.1_8b,72,rank_jensen_bound,0.55,0.5745338497050314,649323.9,303.3925,True,373966.92297634075,-73.63137221659572
llama3.1_8b,72,rank_jensen_bound,0.6,0.6023245666474459,1164013.5475,531.3725,True,614219.4932635904,-89.51100710189725
llama3.1_8b,72,rank_empirical_bound,0.3,0.29388369052525964,9678.275,5.4875,True,9686.433284576027,0.08422382456314548
llama3.1_8b,72,rank_empirical_bound,0.35,0.32391475890090554,15810.9575,8.8,True,14185.675586350037,-11.457204866674587
llama3.1_8b,72,rank_empirical_bound,0.4,0.37929253374975835,35262.6,18.07,True,27215.084403051307,-29.570055627115455
llama3.1_8b,72,rank_empirical_bound,0.45,0.4614569072477995,91000.585,44.3025,True,74946.25472354851,-21.421124158465975
llama3.1_8b,72,rank_empirical_bound,0.5,0.5265170109370082,231979.9375,121.8425,True,173126.66420644452,-33.9943437155215
llama3.1_8b,72,rank_empirical_bound,0.55,0.5745338497050314,649323.9,303.3925,True,373966.92297634075,-73.63137221659572
llama3.1_8b,72,rank_empirical_bound,0.6,0.6023245666474459,1164013.5475,531.3725,True,614219.4932635904,-89.51100710189725
llama3.1_8b,72,shape_jensen_bound,0.3,0.29388369052525964,9678.275,5.4875,True,9686.433284576027,0.08422382456314548
llama3.1_8b,72,shape_jensen_bound,0.35,0.32391475890090554,15810.9575,8.8,True,14185.675586350037,-11.457204866674587
llama3.1_8b,72,shape_jensen_bound,0.4,0.37929253374975835,35262.6,18.07,True,27215.084403051307,-29.570055627115455
llama3.1_8b,72,shape_jensen_bound,0.45,0.4614569072477995,91000.585,44.3025,True,74946.25472354851,-21.421124158465975
llama3.1_8b,72,shape_jensen_bound,0.5,0.5265170109370082,231979.9375,121.8425,True,173126.66420644452,-33.9943437155215
llama3.1_8b,72,shape_jensen_bound,0.55,0.5745338497050314,649323.9,303.3925,True,373966.92297634075,-73.63137221659572
llama3.1_8b,72,shape_jensen_bound,0.6,0.6023245666474459,1164013.5475,531.3725,True,614219.4932635904,-89.51100710189725
llama3.1_8b,72,shape_empirical_bound,0.3,0.29388369052525964,9678.275,5.4875,True,9686.433284576027,0.08422382456314548
llama3.1_8b,72,shape_empirical_bound,0.35,0.32391475890090554,15810.9575,8.8,True,14185.675586350037,-11.457204866674587
llama3.1_8b,72,shape_empirical_bound,0.4,0.37929253374975835,35262.6,18.07,True,27215.084403051307,-29.570055627115455
llama3.1_8b,72,shape_empirical_bound,0.45,0.4614569072477995,91000.585,44.3025,True,74946.25472354851,-21.421124158465975
llama3.1_8b,72,shape_empirical_bound,0.5,0.5265170109370082,231979.9375,121.8425,True,173126.66420644452,-33.9943437155215
llama3.1_8b,72,shape_empirical_bound,0.55,0.5745338497050314,649323.9,303.3925,True,373966.92297634075,-73.63137221659572
llama3.1_8b,72,shape_empirical_bound,0.6,0.6023245666474459,1164013.5475,531.3725,True,614219.4932635904,-89.51100710189725
llama3.1_8b,72,rank_jensen_moment,0.3,0.2786014586946166,7982.425,4.395,True,8021.525829280607,0.48744877362207895
llama3.1_8b,72,rank_jensen_moment,0.35,0.2966018022426318,9995.4775,5.655,True,10068.328918478072,0.7235701084851165
llama3.1_8b,72,rank_jensen_moment,0.4,0.3332277239215684,17741.6525,9.66,True,15938.635968342109,-11.312238608367164
llama3.1_8b,72,rank_jensen_moment,0.45,0.3971695755412302,42550.9225,21.41,True,34128.424291577874,-24.678837020027935
llama3.1_8b,72,rank_jensen_moment,0.5,0.4713422314783592,104286.425,64.49,True,86008.92536960467,-21.250701077651833
llama3.1_8b,72,rank_jensen_moment,0.55,0.5315679094615733,273880.49,137.4975,True,184378.6654349491,-48.5423974373153
llama3.1_8b,72,rank_jensen_moment,0.6,0.5770065299108716,691541.1575,320.975,True,391137.2769970832,-76.80267214857072
llama3.1_8b,72,rank_empirical_moment,0.3,0.2786014586946166,7982.425,4.395,True,8021.525829280607,0.48744877362207895
llama3.1_8b,72,rank_empirical_moment,0.35,0.2966018022426318,9995.4775,5.655,True,10068.328918478072,0.7235701084851165
llama3.1_8b,72,rank_empirical_moment,0.4,0.3332277239215684,17741.6525,9.66,True,15938.635968342109,-11.312238608367164
llama3.1_8b,72,rank_empirical_moment,0.45,0.3971695755412302,42550.9225,21.41,True,34128.424291577874,-24.678837020027935
llama3.1_8b,72,rank_empirical_moment,0.5,0.4713422314783592,104286.425,64.49,True,86008.92536960467,-21.250701077651833
llama3.1_8b,72,rank_empirical_moment,0.55,0.5315679094615733,273880.49,137.4975,True,184378.6654349491,-48.5423974373153
llama3.1_8b,72,rank_empirical_moment,0.6,0.5770065299108716,691541.1575,320.975,True,391137.2769970832,-76.80267214857072
llama3.1_8b,72,shape_jensen_moment,0.3,0.2786014586946166,7982.425,4.395,True,8021.525829280607,0.48744877362207895
llama3.1_8b,72,shape_jensen_moment,0.35,0.2966018022426318,9995.4775,5.655,True,10068.328918478072,0.7235701084851165
llama3.1_8b,72,shape_jensen_moment,0.4,0.3332277239215684,17741.6525,9.66,True,15938.635968342109,-11.312238608367164
llama3.1_8b,72,shape_jensen_moment,0.45,0.3971695755412302,42550.9225,21.41,True,34128.424291577874,-24.678837020027935
llama3.1_8b,72,shape_jensen_moment,0.5,0.4713422314783592,104286.425,64.49,True,86008.92536960467,-21.250701077651833
llama3.1_8b,72,shape_jensen_moment,0.55,0.5315679094615733,273880.49,137.4975,True,184378.6654349491,-48.5423974373153
llama3.1_8b,72,shape_jensen_moment,0.6,0.5770065299108716,691541.1575,320.975,True,391137.2769970832,-76.80267214857072
llama3.1_8b,72,shape_empirical_moment,0.3,0.2786014586946166,7982.425,4.395,True,8021.525829280607,0.48744877362207895
llama3.1_8b,72,shape_empirical_moment,0.35,0.2966018022426318,9995.4775,5.655,True,10068.328918478072,0.7235701084851165
llama3.1_8b,72,shape_empirical_moment,0.4,0.3332277239215684,17741.6525,9.66,True,15938.635968342109,-11.312238608367164
llama3.1_8b,72,shape_empirical_moment,0.45,0.3971695755412302,42550.9225,21.41,True,34128.424291577874,-24.678837020027935
llama3.1_8b,72,shape_empirical_moment,0.5,0.4713422314783592,104286.425,64.49,True,86008.92536960467,-21.250701077651833
llama3.1_8b,72,shape_empirical_moment,0.55,0.5315679094615733,273880.49,137.4975,True,184378.6654349491,-48.5423974373153
llama3.1_8b,72,shape_empirical_moment,0.6,0.5770065299108716,691541.1575,320.975,True,391137.2769970832,-76.80267214857072
llama3.1_8b,73,rank_jensen_bound,0.3,0.3054685860552758,10276.91,5.2025,True,10612.4689610468,3.1619311423050855
llama3.1_8b,73,rank_jensen_bound,0.35,0.33772494985575313,17166.0175,8.38,True,15457.322099930872,-11.054278283278896
llama3.1_8b,73,rank_jensen_bound,0.4,0.3879943085872376,38300.4125,18.66,True,28965.293417232206,-32.228636348679586
llama3.1_8b,73,rank_jensen_bound,0.45,0.46445296294997995,97934.595,47.59,True,75879.53722296703,-29.065883351694175
llama3.1_8b,73,rank_jensen_bound,0.5,0.5341297511244503,266520.805,134.325,True,192446.83779880163,-38.490612809466285
llama3.1_8b,73,rank_jensen_bound,0.55,0.5872542131523335,737792.685,349.64,True,439289.0689972633,-67.95152373905218
llama3.1_8b,73,rank_jensen_bound,0.6,0.6115869712674649,1277019.64,571.9925,True,621604.9194133248,-105.43911415714989
llama3.1_8b,73,rank_empirical_bound,0.3,0.3054685860552758,10276.91,5.2025,True,10612.4689610468,3.1619311423050855
llama3.1_8b,73,rank_empirical_bound,0.35,0.33772494985575313,17166.0175,8.38,True,15457.322099930872,-11.054278283278896
llama3.1_8b,73,rank_empirical_bound,0.4,0.3879943085872376,38300.4125,18.66,True,28965.293417232206,-32.228636348679586
llama3.1_8b,73,rank_empirical_bound,0.45,0.46445296294997995,97934.595,47.59,True,75879.53722296703,-29.065883351694175
llama3.1_8b,73,rank_empirical_bound,0.5,0.5341297511244503,266520.805,134.325,True,192446.83779880163,-38.490612809466285
llama3.1_8b,73,rank_empirical_bound,0.55,0.5872542131523335,737792.685,349.64,True,439289.0689972633,-67.95152373905218
llama3.1_8b,73,rank_empirical_bound,0.6,0.6115869712674649,1277019.64,571.9925,True,621604.9194133248,-105.43911415714989
llama3.1_8b,73,shape_jensen_bound,0.3,0.3054685860552758,10276.91,5.2025,True,10612.4689610468,3.1619311423050855
llama3.1_8b,73,shape_jensen_bound,0.35,0.33772494985575313,17166.0175,8.38,True,15457.322099930872,-11.054278283278896
llama3.1_8b,73,shape_jensen_bound,0.4,0.3879943085872376,38300.4125,18.66,True,28965.293417232206,-32.228636348679586
llama3.1_8b,73,shape_jensen_bound,0.45,0.46445296294997995,97934.595,47.59,True,75879.53722296703,-29.065883351694175
llama3.1_8b,73,shape_jensen_bound,0.5,0.5341297511244503,266520.805,134.325,True,192446.83779880163,-38.490612809466285
llama3.1_8b,73,shape_jensen_bound,0.55,0.5872542131523335,737792.685,349.64,True,439289.0689972633,-67.95152373905218
llama3.1_8b,73,shape_jensen_bound,0.6,0.6115869712674649,1277019.64,571.9925,True,621604.9194133248,-105.43911415714989
llama3.1_8b,73,shape_empirical_bound,0.3,0.3054685860552758,10276.91,5.2025,True,10612.4689610468,3.1619311423050855
llama3.1_8b,73,shape_empirical_bound,0.35,0.33772494985575313,17166.0175,8.38,True,15457.322099930872,-11.054278283278896
llama3.1_8b,73,shape_empirical_bound,0.4,0.3879943085872376,38300.4125,18.66,True,28965.293417232206,-32.228636348679586
llama3.1_8b,73,shape_empirical_bound,0.45,0.46445296294997995,97934.595,47.59,True,75879.53722296703,-29.065883351694175
llama3.1_8b,73,shape_empirical_bound,0.5,0.5341297511244503,266520.805,134.325,True,192446.83779880163,-38.490612809466285
llama3.1_8b,73,shape_empirical_bound,0.55,0.5872542131523335,737792.685,349.64,True,439289.0689972633,-67.95152373905218
llama3.1_8b,73,shape_empirical_bound,0.6,0.6115869712674649,1277019.64,571.9925,True,621604.9194133248,-105.43911415714989
llama3.1_8b,73,rank_jensen_moment,0.3,0.28861102682036416,8553.4775,4.335,True,8811.656651443613,2.9299728944989556
llama3.1_8b,73,rank_jensen_moment,0.35,0.3090196267791987,10871.74,5.4625,True,11145.829475704322,2.459121380797924
llama3.1_8b,73,rank_jensen_moment,0.4,0.3441577745646627,18862.0375,9.26,True,16720.000805304484,-12.811223633529645
llama3.1_8b,73,rank_jensen_moment,0.45,0.40457001159452716,45096.12,21.48,True,34866.255609092485,-29.340301137010407
llama3.1_8b,73,rank_jensen_moment,0.5,0.4829959180894706,111662.565,54.61,True,96788.1548770537,-15.36800669652263
llama3.1_8b,73,rank_jensen_moment,0.55,0.5414358007144433,298082.16,148.2775,True,216193.72689064662,-37.87734005379977
llama3.1_8b,73,rank_jensen_moment,0.6,0.5916301544395847,800483.5875,378.4075,True,467857.58308704325,-71.09556763368157
llama3.1_8b,73,rank_empirical_moment,0.3,0.28861102682036416,8553.4775,4.335,True,8811.656651443613,2.9299728944989556
llama3.1_8b,73,rank_empirical_moment,0.35,0.3090196267791987,10871.74,5.4625,True,11145.829475704322,2.459121380797924
llama3.1_8b,73,rank_empirical_moment,0.4,0.3441577745646627,18862.0375,9.26,True,16720.000805304484,-12.811223633529645
llama3.1_8b,73,rank_empirical_moment,0.45,0.40457001159452716,45096.12,21.48,True,34866.255609092485,-29.340301137010407
llama3.1_8b,73,rank_empirical_moment,0.5,0.4829959180894706,111662.565,54.61,True,96788.1548770537,-15.36800669652263
llama3.1_8b,73,rank_empirical_moment,0.55,0.5414358007144433,298082.16,148.2775,True,216193.72689064662,-37.87734005379977
llama3.1_8b,73,rank_empirical_moment,0.6,0.5916301544395847,800483.5875,378.4075,True,467857.58308704325,-71.09556763368157
llama3.1_8b,73,shape_jensen_moment,0.3,0.28861102682036416,8553.4775,4.335,True,8811.656651443613,2.9299728944989556
llama3.1_8b,73,shape_jensen_moment,0.35,0.3090196267791987,10871.74,5.4625,True,11145.829475704322,2.459121380797924
llama3.1_8b,73,shape_jensen_moment,0.4,0.3441577745646627,18862.0375,9.26,True,16720.000805304484,-12.811223633529645
llama3.1_8b,73,shape_jensen_moment,0.45,0.40457001159452716,45096.12,21.48,True,34866.255609092485,-29.340301137010407
llama3.1_8b,73,shape_jensen_moment,0.5,0.4829959180894706,111662.565,54.61,True,96788.1548770537,-15.36800669652263
llama3.1_8b,73,shape_jensen_moment,0.55,0.5414358007144433,298082.16,148.2775,True,216193.72689064662,-37.87734005379977
llama3.1_8b,73,shape_jensen_moment,0.6,0.5916301544395847,800483.5875,378.4075,True,467857.58308704325,-71.09556763368157
llama3.1_8b,73,shape_empirical_moment,0.3,0.28861102682036416,8553.4775,4.335,True,8811.656651443613,2.9299728944989556
