variant,generator,split,divisor,adaptive_score,adaptive_chars,fixed_chars
local_rayleigh_open5_conf10,llama3.2_3b,23,100000.0,0.5581386350730473,10789.955,10789.955
local_rayleigh_open5_conf10,llama3.2_3b,23,500000.0,0.5856346208504999,33408.92,33408.92
local_rayleigh_open5_conf10,llama3.2_3b,23,1000000.0,0.5387023536763175,69789.605,69789.605
local_rayleigh_open5_conf10,llama3.2_3b,23,5000000.0,0.6325,222838.29,222838.29
local_rayleigh_open5_conf10,llama3.2_3b,23,10000000.0,0.615,382249.39,382249.39
local_rayleigh_open5_conf10,llama3.2_3b,23,50000000.0,0.51,1777523.115,1777523.115
local_rayleigh_open5_conf12,llama3.2_3b,23,100000.0,0.5697960611222962,11193.965,11193.965
local_rayleigh_open5_conf12,llama3.2_3b,23,500000.0,0.6213929397733099,34043.415,34043.41499999999
local_rayleigh_open5_conf12,llama3.2_3b,23,1000000.0,0.5734214002050853,72077.795,72077.79499999998
local_rayleigh_open5_conf12,llama3.2_3b,23,5000000.0,0.6205724141761424,248917.57,248917.57
local_rayleigh_open5_conf12,llama3.2_3b,23,10000000.0,0.6252178026716586,402384.48,402384.48
local_rayleigh_open5_conf12,llama3.2_3b,23,50000000.0,0.51,1777523.115,1777523.115
local_rayleigh_open5_conf14,llama3.2_3b,23,100000.0,0.5603786501631065,12348.13,12348.129999999997
local_rayleigh_open5_conf14,llama3.2_3b,23,500000.0,0.5787748013419989,46889.585,46889.585
local_rayleigh_open5_conf14,llama3.2_3b,23,1000000.0,0.5585393326493471,85466.04,85466.04
local_rayleigh_open5_conf14,llama3.2_3b,23,5000000.0,0.647028477170273,265668.41,265668.41
local_rayleigh_open5_conf14,llama3.2_3b,23,10000000.0,0.62,425590.86,425590.86
local_rayleigh_open5_conf14,llama3.2_3b,23,50000000.0,0.51,1777523.115,1777523.115
reference_train_scale,llama3.2_3b,24,100000.0,0.5986494746318972,10001.595,10001.595
reference_train_scale,llama3.2_3b,24,500000.0,0.5473937524069854,34296.695,34296.69499999999
reference_train_scale,llama3.2_3b,24,1000000.0,0.569792100065448,61253.54,61253.54
reference_train_scale,llama3.2_3b,24,5000000.0,0.61,241372.09,241372.09
reference_train_scale,llama3.2_3b,24,10000000.0,0.5775,438664.08,438664.08
reference_train_scale,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_exp_open5_conf06,llama3.2_3b,24,100000.0,0.5725789418427721,10233.045,10233.044999999998
local_exp_open5_conf06,llama3.2_3b,24,500000.0,0.5745201942266938,30948.975,30948.975
local_exp_open5_conf06,llama3.2_3b,24,1000000.0,0.6015860249700203,56661.97,56661.97
local_exp_open5_conf06,llama3.2_3b,24,5000000.0,0.63,242705.34,242705.34
local_exp_open5_conf06,llama3.2_3b,24,10000000.0,0.5812822427368992,434920.745,434920.745
local_exp_open5_conf06,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_rayleigh_open5_conf06,llama3.2_3b,24,100000.0,0.5607082545928361,9360.055,9360.055
local_rayleigh_open5_conf06,llama3.2_3b,24,500000.0,0.5495359021829559,21427.045,21427.045
local_rayleigh_open5_conf06,llama3.2_3b,24,1000000.0,0.5365547663958418,40013.955,40013.955
local_rayleigh_open5_conf06,llama3.2_3b,24,5000000.0,0.5975,188096.8,188096.8
local_rayleigh_open5_conf06,llama3.2_3b,24,10000000.0,0.59,332628.135,332628.135
local_rayleigh_open5_conf06,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_rayleigh_open5_conf08,llama3.2_3b,24,100000.0,0.5596215206767512,9868.485,9868.484999999999
local_rayleigh_open5_conf08,llama3.2_3b,24,500000.0,0.5368928058299883,26609.895,26609.895
local_rayleigh_open5_conf08,llama3.2_3b,24,1000000.0,0.5578498856634241,52704.85,52704.85
local_rayleigh_open5_conf08,llama3.2_3b,24,5000000.0,0.5949978921105944,202887.455,202887.455
local_rayleigh_open5_conf08,llama3.2_3b,24,10000000.0,0.585,345296.435,345296.435
local_rayleigh_open5_conf08,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_rayleigh_open5_conf10,llama3.2_3b,24,100000.0,0.5647145701065318,10699.02,10699.02
local_rayleigh_open5_conf10,llama3.2_3b,24,500000.0,0.5418765506490962,32786.205,32786.205
local_rayleigh_open5_conf10,llama3.2_3b,24,1000000.0,0.5725,62863.125,62863.125
local_rayleigh_open5_conf10,llama3.2_3b,24,5000000.0,0.5989781365713912,220419.72,220419.72
local_rayleigh_open5_conf10,llama3.2_3b,24,10000000.0,0.585,361225.17,361225.17
local_rayleigh_open5_conf10,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_rayleigh_open5_conf12,llama3.2_3b,24,100000.0,0.555078341366167,11331.86,11331.86
local_rayleigh_open5_conf12,llama3.2_3b,24,500000.0,0.549672104374581,40191.115,40191.115
local_rayleigh_open5_conf12,llama3.2_3b,24,1000000.0,0.559224531871334,69412.8,69412.8
local_rayleigh_open5_conf12,llama3.2_3b,24,5000000.0,0.6325,241284.71,241284.71
local_rayleigh_open5_conf12,llama3.2_3b,24,10000000.0,0.5925,372854.895,372854.895
local_rayleigh_open5_conf12,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
local_rayleigh_open5_conf14,llama3.2_3b,24,100000.0,0.5707579882059491,12533.705,12533.704999999998
local_rayleigh_open5_conf14,llama3.2_3b,24,500000.0,0.5787140606481904,48950.77,48950.77
local_rayleigh_open5_conf14,llama3.2_3b,24,1000000.0,0.5587049265469655,80030.335,80030.335
local_rayleigh_open5_conf14,llama3.2_3b,24,5000000.0,0.627526766352491,263193.185,263193.185
local_rayleigh_open5_conf14,llama3.2_3b,24,10000000.0,0.59,396861.105,396861.105
local_rayleigh_open5_conf14,llama3.2_3b,24,50000000.0,0.52,1565201.59,1565201.59
reference_train_scale,gemma2_9b,22,100000.0,0.6200225392650198,7870.525,7870.525
reference_train_scale,gemma2_9b,22,500000.0,0.5958997689704646,26263.63,26263.630000000005
reference_train_scale,gemma2_9b,22,1000000.0,0.5675,53810.5,53810.5
reference_train_scale,gemma2_9b,22,5000000.0,0.5870748979638223,230290.235,230290.235
reference_train_scale,gemma2_9b,22,10000000.0,0.61,434140.115,434140.115
reference_train_scale,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_exp_open5_conf06,gemma2_9b,22,100000.0,0.5356987013317069,9308.21,9308.209999999997
local_exp_open5_conf06,gemma2_9b,22,500000.0,0.562732353953117,29061.615,29061.615
local_exp_open5_conf06,gemma2_9b,22,1000000.0,0.569561005351941,56796.515,56796.515
