variant,utility_divisor,reservation_divisor,splits,adaptive_utility_mean,adaptive_utility_ci_low,adaptive_utility_ci_high,adaptive_utility_std,fixed_utility_mean,fixed_utility_ci_low,fixed_utility_ci_high,fixed_utility_std,utility_gap_mean,utility_gap_ci_low,utility_gap_ci_high,utility_gap_std,relative_utility_gain_pct_mean,relative_utility_gain_pct_ci_low,relative_utility_gain_pct_ci_high,relative_utility_gain_pct_std,utility_delta_vs_reference_mean,utility_delta_vs_reference_ci_low,utility_delta_vs_reference_ci_high,utility_delta_vs_reference_std,adaptive_accuracy_mean,adaptive_accuracy_ci_low,adaptive_accuracy_ci_high,adaptive_accuracy_std,adaptive_chars_mean,adaptive_chars_ci_low,adaptive_chars_ci_high,adaptive_chars_std,adaptive_opens_mean,adaptive_opens_ci_low,adaptive_opens_ci_high,adaptive_opens_std,fixed_accuracy_mean,fixed_accuracy_ci_low,fixed_accuracy_ci_high,fixed_accuracy_std,fixed_chars_mean,fixed_chars_ci_low,fixed_chars_ci_high,fixed_chars_std,fixed_n_mean,fixed_n_ci_low,fixed_n_ci_high,fixed_n_std,positive_gap_splits
global_exp_07x_running_cost,100000.0,70000.0,5,0.22591905952380956,0.17640207017279802,0.2754360488748211,0.03987954021590752,0.21238874702380955,0.1780357161868369,0.24674177786078222,0.02766692993166349,0.013530312500000002,-0.005724884794632866,0.03278550979463287,0.015507574772634248,5.872235943455427,-3.494380283223805,15.23885217013466,7.543599750197572,-0.008869327380952382,-0.014953952032641606,-0.0027847027292631586,0.004900379378391788,0.2833333333333333,0.24482721592891113,0.32183945073775555,0.03101170482523979,5741.42738095238,3905.991408173164,7576.863353731596,1478.2066448205182,12.003869047619048,7.6904391977427435,16.317298897495352,3.4739107005729952,0.2520833333333333,0.22359016517913693,0.2805765014875297,0.02294756729309671,3969.458630952381,2643.536294260036,5295.380967644726,1067.859210390631,7.8,5.578843915841766,10.021156084158234,1.7888543819998317,4
global_exp_07x_running_cost,200000.0,140000.0,5,0.2512254761904762,0.19916191182247017,0.3032890405584822,0.041930477523164915,0.2378012425595238,0.1971606892526892,0.2784417958663584,0.0327307173000318,0.013424233630952399,-0.0030195448324843825,0.02986801209438918,0.013243339975407956,5.330127795608449,-1.4224410651419,12.082696656358799,5.438322179364835,-0.005041302083333333,-0.015423689882382123,0.005341085715715455,0.00836167257331156,0.29285714285714287,0.24689768744267188,0.33881659827161387,0.03701440605587147,8326.333333333334,5295.800964421023,11356.865702245645,2440.7024551701493,17.433630952380952,10.728721520644022,24.13854038411788,5.399938664112428,0.2708333333333333,0.24010900597144913,0.3015576606952175,0.02474447789927959,6606.4181547619055,4330.137983102839,8882.698326420972,1833.249715665442,13.0,8.789312518007705,17.210687481992295,3.391164991562634,4
global_exp_07x_running_cost,300000.0,210000.0,5,0.2664354255952381,0.21407504546129924,0.31879580572917693,0.0421695242913423,0.2542827599206349,0.21900490961885583,0.289560610222414,0.028411752577841752,0.012152665674603153,-0.01029467294680808,0.03460000429601438,0.01807843237291599,4.403955725843901,-4.78970418874563,13.597615640433432,7.404305776675018,-0.0028786934523809525,-0.00720640051678831,0.0014490136120264047,0.0034854091530945367,0.3008928571428572,0.25266786832503135,0.349117845960683,0.03883900063752338,10337.229464285716,6386.660050192424,14287.798878379008,3181.6734799497517,21.74196428571429,12.979915580641014,30.504012990787565,7.056698686398874,0.2824404761904762,0.2565263245409588,0.30835462783999357,0.020870502557057097,8447.314880952381,5202.083835511867,11692.545926392895,2613.61451256957,16.6,10.60647874890363,22.593521251096373,4.827007354458868,4
global_exp_07x_running_cost,400000.0,280000.0,5,0.27445368526785713,0.22305877944498315,0.3258485910907311,0.041391959416737296,0.2641687477678571,0.22629687729752912,0.30204061823818507,0.030500900827530476,0.010284937500000018,-0.005842767465267688,0.026412642465267724,0.012988783590889825,3.5611577265187853,-2.484870922472709,9.60718637551028,4.869295282570725,-0.0016390468750000012,-0.007405558435491485,0.004127464685491483,0.004644180365085505,0.30476190476190473,0.2558689966888235,0.35365481283498595,0.03937692334142848,12123.287797619047,7427.48311078364,16819.092484454453,3781.864251221367,25.511309523809523,14.888821756749332,36.133797290869715,8.555042090635684,0.28988095238095235,0.2609183625238596,0.3188435422380451,0.02332562585288057,10284.881845238095,6157.256907736434,14412.506782739754,3324.268838810525,20.2,12.626867436721096,27.773132563278903,6.099180272790763,4
global_exp_07x_running_cost,500000.0,350000.0,5,0.2820585345238095,0.2334918879267097,0.3306251811209094,0.03911416185647494,0.2711304154761905,0.23250973344010328,0.3097510975122777,0.031103971840978926,0.010928119047619051,-9.38657927078302e-05,0.02195010388794593,0.008876785391435752,3.797332934259488,0.02693059838671852,7.567735270132257,3.0365721655191495,-0.0009418589285714287,-0.005897660340460566,0.004013942483317709,0.0039912580368428,0.3095238095238095,0.2624705399824371,0.3565770790651819,0.03789533207811561,13732.6375,8320.709762942322,19144.56523705768,4358.608886854066,28.98184523809524,16.52348055943089,41.440209916759585,10.03360385473612,0.2955357142857143,0.26449081501616595,0.32658061355526263,0.025002657171713936,12202.649404761905,7457.855681210405,16947.443128313404,3821.3185937705284,24.0,15.264119421629541,32.735880578370455,7.035623639735144,4
global_exp_07x_running_cost,600000.0,420000.0,5,0.28674521924603175,0.23749476971967906,0.3359956687723844,0.03966487680854093,0.2742469072420635,0.23618091854058282,0.3123128959435442,0.030657237993972877,0.012498312003968259,0.0005362254838129025,0.024460398524123614,0.009633915888243633,4.30428180444121,0.2377833160929459,8.370780292789474,3.2750393779887372,-0.0011221721230158732,-0.004749807724545462,0.002505463478513715,0.002921591998139156,0.31220238095238095,0.2636774496789691,0.3607273122257928,0.03908056555043052,15274.297023809524,9155.615675228277,21392.97837239077,4927.807649599854,32.23065476190476,17.95725536865364,46.50405415515588,11.495379920735024,0.2976190476190476,0.26634406124722365,0.3288940339908716,0.025187962618766005,14023.284226190477,8369.074902194687,19677.493550186267,4553.735416485758,27.6,17.11547272213759,38.08452727786241,8.44393273303382,4
global_exp_07x_running_cost,700000.0,489999.99999999994,5,0.2922942755102041,0.24160763899055415,0.34298091202985403,0.04082153996006573,0.27777145025510197,0.23430226217617486,0.3212406383340291,0.035008817314354936,0.014522825255102035,0.005685534015471477,0.023360116494732592,0.007117296831038752,5.087739948969991,2.3069497386730764,7.868530159266905,2.2395673985230347,0.0007896743197278921,-0.003586205650036804,0.005165554289492589,0.0035242062072307827,0.3160714285714286,0.26552707011181237,0.36661578703104486,0.04070695335673382,16644.007142857143,9892.062768536067,23395.95151717822,5437.8192361932715,35.266666666666666,19.279214734230678,51.254118599102654,12.875827885453722,0.3008928571428572,0.26342478317173335,0.338360931113981,0.030175694894372797,16184.98482142857,9655.801244155995,22714.168398701146,5258.414181870398,31.8,19.58995327015908,44.01004672984092,9.833615815151617,5
global_exp_07x_running_cost,800000.0,560000.0,5,0.29454961309523814,0.24261782280030547,0.3464814033901708,0.04182435052482721,0.2812633236607143,0.23519334585663335,0.32733330146479533,0.03710341756765717,0.013286289434523818,0.0037111651924426874,0.02286141367660495,0.007711526029532023,4.623531360701272,1.3904073973255917,7.856655324076953,2.6038638214950534,-0.0012907224702380954,-0.00575831665753124,0.0031768717170550494,0.003598070165323411,0.3169642857142857,0.265145864198041,0.3687827072305304,0.04173304661422667,17931.738095238095,10499.153886273558,25364.322304202633,5985.986724038694,38.202380952380956,20.557489476130094,55.84727242863182,14.21068139349824,0.3038690476190476,0.26227700321199543,0.34546109202609976,0.0334970205041144,18084.579166666666,10583.064380408381,25586.09395292495,6041.501402239452,35.6,21.37224257634527,49.82775742365473,11.458621208504974,5
global_exp_07x_running_cost,900000.0,630000.0,5,0.2971735922619048,0.2475478351575113,0.3467993493662983,0.039967138594808195,0.28493682208994714,0.24081573052027344,0.32905791365962084,0.035533841388250664,0.012236770171957683,0.0037832639973904344,0.020690276346524934,0.006808207523771646,4.198924675545529,1.3186294754192023,7.079219875671855,2.3197058175908016,-0.0020389811507936497,-0.007681677999519065,0.0036037156979317657,0.004544463604395669,0.31845238095238093,0.26883858589762555,0.3680661760071363,0.03995750470862367,19150.90982142857,11195.85378716623,27105.96585569091,6406.770306435887,40.877678571428575,21.92627010649875,59.8290870363584,15.262912102102996,0.3074404761904762,0.2666942913715953,0.34818666100935713,0.03281578984155601,20253.28869047619,11895.621458007727,28610.955922944653,6731.021632711399,40.0,23.906195186186082,56.09380481381392,12.96148139681572,5
global_exp_07x_running_cost,1000000.0,700000.0,5,0.2985059226190477,0.24966882940531987,0.3473430158327755,0.03933197168024306,0.2863584101190476,0.24254069208255458,0.33017612815554065,0.0352895131854361,0.012147512500000018,0.00297321344757151,0.021321811552428526,0.007388713102498243,4.170924497456346,1.0008793703819667,7.340969624530725,2.5530619649601505,-0.0034044410714285703,-0.007927134916871649,0.0011182527740145084,0.0036424458243017204,0.31875,0.2697350468928724,0.36776495310712753,0.03947521485525419,20244.077380952378,11898.2004411336,28589.954320771154,6721.526074600073,43.26696428571429,23.41905325640669,63.114875315021884,15.984929141877592,0.30892857142857144,0.2675587479050087,0.35029839495213416,0.033318050280438015,22570.16130952381,13227.452931242053,31912.869687805567,7524.345065812696,44.6,26.465753419839533,62.73424658016047,14.604793733565703,5
global_exp_085x_running_cost,100000.0,85000.0,5,0.22245530952380954,0.17091365405959583,0.2739969649880233,0.041510147301343794,0.21238874702380955,0.1780357161868369,0.24674177786078222,0.02766692993166349,0.010066562500000004,-0.011675592996484543,0.03180871799648455,0.017510498434308745,4.145101618472969,-6.846915397183134,15.137118634129072,8.852650178758143,-0.012333077380952382,-0.020332636990541372,-0.004333517771363392,0.006442612189095796,0.28601190476190474,0.24643888553776713,0.32558492398604233,0.031870956459545706,6355.659523809523,4280.248103221882,8431.070944397165,1671.4758772018893,13.307440476190475,8.429740630096752,18.185140322284198,3.928357311760652,0.2520833333333333,0.22359016517913693,0.2805765014875297,0.02294756729309671,3969.458630952381,2643.536294260036,5295.380967644726,1067.859210390631,7.8,5.578843915841766,10.021156084158234,1.7888543819998317,4
global_exp_085x_running_cost,200000.0,170000.0,5,0.25102857589285715,0.19501698905803044,0.30704016272768386,0.045110099766003595,0.2378012425595238,0.1971606892526892,0.2784417958663584,0.0327307173000318,0.013227333333333346,-0.005767075144428127,0.03222174181109482,0.01529754305934574,5.0728383020068755,-2.9566617303601834,13.102338334373934,6.466725333087553,-0.005238202380952381,-0.01798297023748023,0.0075065654755754685,0.010264264627922601,0.2970238095238095,0.24719372661611883,0.3468538924315002,0.040131696642390115,9199.046726190476,5781.7242619722,12616.369190408752,2752.211926223115,19.347916666666666,11.734482731085293,26.96135060224804,6.131637823594177,0.2708333333333333,0.24010900597144913,0.3015576606952175,0.02474447789927959,6606.4181547619055,4330.137983102839,8882.698326420972,1833.249715665442,13.0,8.789312518007705,17.210687481992295,3.391164991562634,4
global_exp_085x_running_cost,300000.0,255000.0,5,0.2662031865079365,0.21376912081682084,0.31863725219905215,0.042228868491772875,0.2542827599206349,0.21900490961885583,0.289560610222414,0.028411752577841752,0.01192042658730158,-0.010947284203810928,0.03478813737841409,0.018416987868049458,4.315699691681868,-5.0614650065947195,13.692864389958455,7.55209518182208,-0.0031109325396825403,-0.006932451994656909,0.0007105869152918285,0.003077740403605739,0.30446428571428574,0.25634205792845544,0.35258651350011605,0.038756239896981515,11478.329761904763,7007.979097846052,15948.680425963474,3600.2901513820816,24.20952380952381,14.28818352079282,34.1308640982548,7.990358344192597,0.2824404761904762,0.2565263245409588,0.30835462783999357,0.020870502557057097,8447.314880952381,5202.083835511867,11692.545926392895,2613.61451256957,16.6,10.60647874890363,22.593521251096373,4.827007354458868,4
global_exp_085x_running_cost,400000.0,340000.0,5,0.2748592961309524,0.22579843557128604,0.32392015669061874,0.03951218737970947,0.2641687477678571,0.22629687729752912,0.30204061823818507,0.030500900827530476,0.01069054836309528,-0.003309261010139177,0.024690357736329736,0.011275038491481662,3.7830571389925467,-1.4467301897163045,9.012844467701399,4.21191830984425,-0.001233436011904762,-0.006960749311740462,0.004493877287930938,0.004612611228255823,0.3086309523809524,0.2619491905868519,0.3553127141750529,0.037596130564816276,13508.662499999997,8207.848435987147,18809.476564012846,4269.121172620933,28.50267857142857,16.312885268867788,40.692471873989355,9.817304295038738,0.28988095238095235,0.2609183625238596,0.3188435422380451,0.02332562585288057,10284.881845238095,6157.256907736434,14412.506782739754,3324.268838810525,20.2,12.626867436721096,27.773132563278903,6.099180272790763,4
global_exp_085x_running_cost,500000.0,425000.0,5,0.28147276071428573,0.23180931568809193,0.33113620574047953,0.03999749134873743,0.2711304154761905,0.23250973344010328,0.3097510975122777,0.031103971840978926,0.01034234523809524,-0.0012505309658960816,0.021935221442086563,0.009336564659007585,3.5443105847688097,-0.4478054927524857,7.536426662290105,3.215133951935817,-0.0015276327380952385,-0.0052968808648812035,0.002241615388690726,0.003035642599156209,0.31220238095238095,0.2636774496789691,0.3607273122257928,0.03908056555043052,15364.81011904762,9208.013612577677,21521.606625517565,4958.504487024337,32.43779761904762,18.047039218529946,46.8285560195653,11.589897445150914,0.2955357142857143,0.26449081501616595,0.32658061355526263,0.025002657171713936,12202.649404761905,7457.855681210405,16947.443128313404,3821.3185937705284,24.0,15.264119421629541,32.735880578370455,7.035623639735144,4
global_exp_085x_running_cost,600000.0,510000.0,5,0.2880174538690476,0.23665771983927664,0.33937718789881854,0.04136363307953665,0.2742469072420635,0.23618091854058282,0.3123128959435442,0.030657237993972877,0.013770546626984115,-0.00014762755691754073,0.02768872081088577,0.011209291888978169,4.718352539207687,0.0983148155352147,9.338390262880159,3.7208437470652167,0.00015006250000000013,-0.0031523447885371124,0.0034524697885371125,0.0026596625925487845,0.3163690476190476,0.2654880820935023,0.36725001314459293,0.040978046878343534,17010.95625,10058.507576010568,23963.40492398943,5599.29955611751,36.112500000000004,19.652828202409918,52.57217179759009,13.256140003576846,0.2976190476190476,0.26634406124722365,0.3288940339908716,0.025187962618766005,14023.284226190477,8369.074902194687,19677.493550186267,4553.735416485758,27.6,17.11547272213759,38.08452727786241,8.44393273303382,4
global_exp_085x_running_cost,700000.0,595000.0,5,0.29069713520408164,0.24021969930119574,0.34117457110696753,0.04065305587977777,0.27777145025510197,0.23430226217617486,0.3212406383340291,0.035008817314354936,0.012925684948979627,0.0037552266425882313,0.02209614325537102,0.007385619877565679,4.51421977328008,1.5830052691922143,7.445434277367945,2.3607147411282488,-0.0008074659863945581,-0.0040130798831201405,0.002398147910331024,0.002581708015504145,0.3172619047619048,0.2670088316352085,0.3675149778886011,0.040472360638139,18595.338690476194,10849.381751552548,26341.29562939984,6238.367988545393,39.6375,21.153128172860665,58.121871827139344,14.886774404250664,0.3008928571428572,0.26342478317173335,0.338360931113981,0.030175694894372797,16184.98482142857,9655.801244155995,22714.168398701146,5258.414181870398,31.8,19.58995327015908,44.01004672984092,9.833615815151617,5
global_exp_085x_running_cost,800000.0,680000.0,5,0.29351590029761904,0.2428784028567094,0.3441533977385287,0.04078196477804275,0.2812633236607143,0.23519334585663335,0.32733330146479533,0.03710341756765717,0.012252576636904756,0.0038804352776446067,0.020624717996164905,0.006742678672629302,4.286210815808548,1.3398027812706013,7.232618850346496,2.372951167788006,-0.002324435267857143,-0.007421844528879021,0.0027729739931647347,0.004105304871846146,0.31845238095238093,0.2678675113787596,0.3690372505260023,0.04073957982739232,19949.184523809523,11718.242200075596,28180.126847543448,6628.961084191137,42.622321428571425,23.021354533552607,62.22328832359024,15.786047532484055,0.3038690476190476,0.26227700321199543,0.34546109202609976,0.0334970205041144,18084.579166666666,10583.064380408381,25586.09395292495,6041.501402239452,35.6,21.37224257634527,49.82775742365473,11.458621208504974,5
global_exp_085x_running_cost,900000.0,765000.0,5,0.296921875,0.24820887805616537,0.34563487194383463,0.03923202816084272,0.28493682208994714,0.24081573052027344,0.32905791365962084,0.035533841388250664,0.011985052910052913,0.005650436212104511,0.018319669608001313,0.005101715687265063,4.133042210969633,2.2582468070486534,6.007837614890613,1.5099055836628317,-0.002290698412698413,-0.005321095102161902,0.0007396982767650753,0.002440593182895992,0.32053571428571426,0.2713434661844142,0.36972796238701433,0.039618003076889854,21252.455357142855,12532.545947412424,29972.36476687329,7022.7609259388755,45.51547619047619,24.773475214175523,66.25747716677687,16.705003129918236,0.3074404761904762,0.2666942913715953,0.34818666100935713,0.03281578984155601,20253.28869047619,11895.621458007727,28610.955922944653,6731.021632711399,40.0,23.906195186186082,56.09380481381392,12.96148139681572,5
global_exp_085x_running_cost,1000000.0,850000.0,5,0.3007234958333333,0.24895890958847502,0.3524880820781916,0.041689689255501323,0.2863584101190476,0.24254069208255458,0.33017612815554065,0.0352895131854361,0.014365085714285747,0.0031202721712060375,0.025609899257365454,0.009056245135034004,4.878027319526054,1.4666142278257106,8.289440411226398,2.7474526898061122,-0.0011868678571428566,-0.0029160732976592496,0.0005423375833735365,0.0013926516698703707,0.32321428571428573,0.27093017444657713,0.37549839698199433,0.042108099569082055,22490.789880952383,13300.108494492933,31681.471267411835,7401.906956918313,48.28154761904762,26.492827690002457,70.07026754809279,17.548000071328083,0.30892857142857144,0.2675587479050087,0.35029839495213416,0.033318050280438015,22570.16130952381,13227.452931242053,31912.869687805567,7524.345065812696,44.6,26.465753419839533,62.73424658016047,14.604793733565703,5
global_exp_115x_running_cost,100000.0,114999.99999999999,5,0.21632964583333333,0.1590152231611483,0.27364406850551837,0.04615936578260959,0.21238874702380955,0.1780357161868369,0.24674177786078222,0.02766692993166349,0.003940898809523819,-0.023494846043914164,0.0313766436629618,0.022095949381738957,0.9962544872448594,-13.231229772219494,15.223738746709214,11.458401210026501,-0.01845874107142857,-0.032609726547169836,-0.0043077555956873015,0.011396791318917673,0.29107142857142854,0.24681105370210607,0.335331803440751,0.03564601609884084,7474.1782738095235,4824.3845714638555,10123.971976155191,2134.066628475139,15.67827380952381,9.72364888543731,21.63289873361031,4.795681386188756,0.2520833333333333,0.22359016517913693,0.2805765014875297,0.02294756729309671,3969.458630952381,2643.536294260036,5295.380967644726,1067.859210390631,7.8,5.578843915841766,10.021156084158234,1.7888543819998317,3
global_exp_115x_running_cost,200000.0,229999.99999999997,5,0.2480403080357143,0.19214770504335169,0.30393291102807696,0.04501427364667002,0.2378012425595238,0.1971606892526892,0.2784417958663584,0.0327307173000318,0.010239065476190495,-0.010169768806986348,0.03064789975936734,0.01643668038430767,3.824071377697429,-5.065933489416814,12.714076244811672,7.159750850451366,-0.008226470238095236,-0.021028980672736834,0.0045760401965463625,0.010310768817620686,0.30238095238095236,0.25415596356312653,0.3506059411987782,0.038839000637523394,10868.128869047618,6680.758417644603,15055.499320450632,3372.386134623067,22.855654761904763,13.602975364285333,32.10833415952419,7.451838348381437,0.2708333333333333,0.24010900597144913,0.3015576606952175,0.02474447789927959,6606.4181547619055,4330.137983102839,8882.698326420972,1833.249715665442,13.0,8.789312518007705,17.210687481992295,3.391164991562634,4
global_exp_115x_running_cost,300000.0,345000.0,5,0.2641605982142857,0.21337883805862562,0.31494235836994583,0.04089814976444742,0.2542827599206349,0.21900490961885583,0.289560610222414,0.028411752577841752,0.00987783829365077,-0.010814590315486539,0.03057026690278808,0.016665078990026064,3.5386666322418874,-4.94644789732475,12.023781161808525,6.833663971768135,-0.005153520833333334,-0.010872472093398542,0.0005654304267318742,0.00460587668510841,0.3095238095238095,0.2624705399824371,0.3565770790651819,0.03789533207811561,13608.963392857142,8259.303089785291,18958.623695928993,4308.460510098434,28.740178571428565,16.411343502135615,41.069013640721515,9.92928448205657,0.2824404761904762,0.2565263245409588,0.30835462783999357,0.020870502557057097,8447.314880952381,5202.083835511867,11692.545926392895,2613.61451256957,16.6,10.60647874890363,22.593521251096373,4.827007354458868,4
global_exp_115x_running_cost,400000.0,459999.99999999994,5,0.2738408504464286,0.22380041847496734,0.3238812824178898,0.040301105648429474,0.2641687477678571,0.22629687729752912,0.30204061823818507,0.030500900827530476,0.009672102678571432,-0.005012618208456592,0.024356823565599456,0.011826646265230749,3.3637713287980895,-2.066875679153996,8.794418336750175,4.373684842121746,-0.0022518816964285713,-0.00817183743519835,0.0036680740423412077,0.00476775983465237,0.31398809523809523,0.26621476443556336,0.3617614260406271,0.03847524843407112,16058.897916666665,9600.156531906821,22517.63930142651,5201.682092823252,33.966071428571425,18.742702183841523,49.18944067330133,12.260457955415136,0.28988095238095235,0.2609183625238596,0.3188435422380451,0.02332562585288057,10284.881845238095,6157.256907736434,14412.506782739754,3324.268838810525,20.2,12.626867436721096,27.773132563278903,6.099180272790763,4
global_exp_115x_running_cost,500000.0,575000.0,5,0.2807744976190476,0.2285789482176713,0.3329700470204239,0.04203677442277803,0.2711304154761905,0.23250973344010328,0.3097510975122777,0.031103971840978926,0.009644082142857151,-0.004793618772126307,0.02408178305784061,0.011627703578318738,3.219355817464346,-1.7805187275968057,8.219230362525497,4.026753253935164,-0.0022258958333333336,-0.006620795127551147,0.0021690034608844804,0.0035395238168905866,0.3172619047619048,0.26593334646368993,0.36859046306011967,0.04133852505385403,18243.70357142857,10674.387239008069,25813.019903849072,6096.106791668717,38.821726190476184,20.808330675683784,56.835121705268584,14.507463807319231,0.2955357142857143,0.26449081501616595,0.32658061355526263,0.025002657171713936,12202.649404761905,7457.855681210405,16947.443128313404,3821.3185937705284,24.0,15.264119421629541,32.735880578370455,7.035623639735144,4
global_exp_115x_running_cost,600000.0,690000.0,5,0.28493632787698414,0.23485563911071536,0.33501701664325295,0.04033352729781754,0.2742469072420635,0.23618091854058282,0.3123128959435442,0.030657237993972877,0.010689420634920616,-0.002096083028293399,0.02347492429813463,0.010297072059518506,3.6160670226821425,-0.8021504407976465,8.034284486161932,3.5583035908839604,-0.002931063492063491,-0.0072695607055516314,0.0014074337214246497,0.0034940992247213154,0.31845238095238093,0.2689591542290794,0.36794560767568246,0.03986040248803237,20109.631845238095,11822.331906576666,28396.931783899523,6674.349864899148,42.95059523809523,23.236154126410717,62.66503634977975,15.877436359759272,0.2976190476190476,0.26634406124722365,0.3288940339908716,0.025187962618766005,14023.284226190477,8369.074902194687,19677.493550186267,4553.735416485758,27.6,17.11547272213759,38.08452727786241,8.44393273303382,4
global_exp_115x_running_cost,700000.0,804999.9999999999,5,0.2905461598639456,0.23994148409172894,0.3411508356361623,0.04075553116255542,0.27777145025510197,0.23430226217617486,0.3212406383340291,0.035008817314354936,0.012774709608843526,0.00434186249386437,0.021207556723822685,0.00679156931921874,4.454724670220583,2.0128405863054235,6.896608754135742,1.9666222806231612,-0.0009584413265306122,-0.0021418995831890804,0.00022501693012785622,0.000953122791971501,0.32172619047619044,0.27066437977191554,0.37278800118046534,0.041123694315163176,21826.02142857143,12893.69153615287,30758.351320989987,7193.838192409854,46.83928571428571,25.5870677187128,68.09150370985861,17.115917048667864,0.3008928571428572,0.26342478317173335,0.338360931113981,0.030175694894372797,16184.98482142857,9655.801244155995,22714.168398701146,5258.414181870398,31.8,19.58995327015908,44.01004672984092,9.833615815151617,5
