reward_model,generator,split_seed,price_per_million,fixed_n,fixed_quality,adaptive_quality,fixed_cost_dollars,adaptive_cost_dollars,fixed_net_utility,adaptive_net_utility,net_utility_gain,relative_net_utility_gain_percent,fixed_output_tokens,adaptive_output_tokens,adaptive_calls,direct_cost_saving_percent
rm_mistral_7b,gemma3_4b,75,10.0,9,0.37696072331096253,0.36597147804535474,0.076363375,0.0577973,0.3005973483109626,0.3081741780453547,0.00757682973439211,2.5205910088581405,7636.3375,5779.73,11.825,24.312800475358777
fsfairx_llama3_rm,granite42_8b,71,0.1,385,0.6130732533317353,0.6098556409723312,0.044413485,0.03271821325,0.5686597683317353,0.5771374277223312,0.00847765939059597,1.490813991548355,444134.85,327182.1325,439.2325,26.332704470275182
fsfairx_llama3_rm,granite42_8b,71,0.2,210,0.5825465970130924,0.5831164858641432,0.048455661000000004,0.0384440605,0.5340909360130923,0.5446724253641432,0.010581489351050855,1.9812149275627227,242278.305,192220.3025,309.4425,20.66136400450713
fsfairx_llama3_rm,granite42_8b,71,0.5,102,0.5378096915069283,0.5390479423946776,0.058779319999999996,0.04605507875,0.4790303715069282,0.4929928636446777,0.013962492137749527,2.914740477482979,117558.64,92110.1575,176.85,21.64747950469654
fsfairx_llama3_rm,granite42_8b,71,1.0,58,0.5004109787794334,0.4995029874697439,0.0668705275,0.0518188275,0.4335404512794335,0.4476841599697439,0.014143708690310397,3.2623734760091008,66870.5275,51818.8275,107.1175,22.50872030282698
fsfairx_llama3_rm,granite42_8b,71,2.0,22,0.4241603649106747,0.4513509768059174,0.05072336499999999,0.05720789,0.37343699991067475,0.3941430868059175,0.020706086895242726,5.544733623126677,25361.6825,28603.945,59.3225,-12.784098610176997
fsfairx_llama3_rm,granite42_8b,71,5.0,12,0.38431015723941686,0.3903861600293819,0.06903107500000001,0.064367875,0.3152790822394168,0.32601828502938196,0.010739202789965152,3.4062528708485678,13806.215,12873.575,26.9925,6.755218573664101
fsfairx_llama3_rm,granite42_8b,71,10.0,8,0.3491091821806184,0.3493528913250012,0.092170625,0.07355997500000001,0.25693855718061853,0.2757929163250012,0.01885435914438266,7.338080882554628,9217.0625,7355.9975,15.055,20.19151980362507
fsfairx_llama3_rm,granite42_8b,72,0.1,376,0.6035788900875813,0.6026818499524691,0.04371032325,0.0345005865,0.5598685668375812,0.5681812634524689,0.008312696614887649,1.4847585857234196,437103.2325,345005.865,418.065,21.069935121104365
fsfairx_llama3_rm,granite42_8b,72,0.2,174,0.5600485007369013,0.573906057502345,0.04046862600000001,0.039719717,0.5195798747369013,0.5341863405023451,0.014606465765443888,2.8112069915795215,202343.13,198598.585,275.145,1.850591616330144
fsfairx_llama3_rm,granite42_8b,72,0.5,98,0.5297265573961749,0.5326995083285628,0.0568957675,0.046902271249999995,0.47283078989617494,0.485797237078563,0.012966447182388041,2.742301783104107,113791.535,93804.5425,151.8475,17.564568840731432
fsfairx_llama3_rm,granite42_8b,72,1.0,52,0.4886553400675261,0.4958034507939281,0.060335994999999996,0.0526921825,0.4283193450675261,0.4431112682939281,0.014791923226401993,3.4534800719939445,60335.995,52692.1825,93.2925,12.668743591615584
fsfairx_llama3_rm,granite42_8b,72,2.0,27,0.4402236264024676,0.45256401162739274,0.062685855,0.0580489,0.3775377714024675,0.3945151116273926,0.016977340224925086,4.496858728030868,31342.9275,29024.45,51.575,7.397131298599979
fsfairx_llama3_rm,granite42_8b,72,5.0,12,0.3893203139840669,0.38805592516191856,0.0693857125,0.0660745125,0.31993460148406694,0.3219814126619187,0.0020468111778517706,0.6397592409065213,13877.1425,13214.9025,23.52,4.77216400998981
fsfairx_llama3_rm,granite42_8b,72,10.0,8,0.35588468488324415,0.3501141671360724,0.09271750000000001,0.07476605,0.2631671848832442,0.2753481171360725,0.012180932252828292,4.628590854985374,9271.75,7476.605,13.075,19.361447407447365
fsfairx_llama3_rm,granite42_8b,73,0.1,342,0.5920448726681502,0.6000624036504391,0.038697062000000004,0.034073556250000005,0.5533478106681502,0.5659888474004391,0.01264103673228889,2.2844649402380814,386970.62,340735.5625,455.9275,11.94795033793522
fsfairx_llama3_rm,granite42_8b,73,0.2,252,0.5791905903440111,0.5748627130296118,0.0570486825,0.039974164000000006,0.5221419078440112,0.5348885490296119,0.01274664118560076,2.4412216284713146,285243.4125,199870.82,325.815,29.929733258958247
fsfairx_llama3_rm,granite42_8b,73,0.5,90,0.5218366094207086,0.535009214453204,0.05091540875,0.0478787925,0.4709212006707086,0.4871304219532043,0.01620922128249569,3.4420241134630887,101830.8175,95757.585,186.5675,5.9640417793955125
fsfairx_llama3_rm,granite42_8b,73,1.0,61,0.4989310200448497,0.5006280000482931,0.069086495,0.053309552499999996,0.4298445250448497,0.4473184475482931,0.017473922503443373,4.065172750919685,69086.495,53309.5525,111.68,22.836507337649703
fsfairx_llama3_rm,granite42_8b,73,2.0,39,0.46560053525151396,0.4574374530665794,0.08843828999999999,0.058752315,0.37716224525151404,0.39868513806657935,0.02152289281506531,5.706534279620849,44219.145,29376.1575,61.6875,33.56688036369766
fsfairx_llama3_rm,granite42_8b,73,5.0,11,0.3807758874580305,0.3963164004523979,0.0622037875,0.0662482375,0.3185720999580305,0.330068162952398,0.011496062994367506,3.6086220343470212,12440.7575,13249.6475,28.07,-6.5019352720282475
fsfairx_llama3_rm,granite42_8b,73,10.0,8,0.3549897070554171,0.35380728917955706,0.090656575,0.07573357500000001,0.26433313205541714,0.2780737141795572,0.013740582124140033,5.198206527231454,9065.6575,7573.3575,15.6775,16.46102337309786
fsfairx_llama3_rm,granite42_8b,74,0.1,512,0.6071004416681551,0.5920268909320952,0.062022507,0.035685209,0.5450779346681552,0.5563416819320953,0.011263747263940083,2.0664471165572826,620225.07,356852.09,426.53,42.46409775083744
fsfairx_llama3_rm,granite42_8b,74,0.2,252,0.5740665426105281,0.5639200098115271,0.06104662450000001,0.041629661500000005,0.5130199181105283,0.522290348311527,0.009270430200998714,1.8070312425962052,305233.1225,208148.3075,296.6775,31.806775819357547
fsfairx_llama3_rm,granite42_8b,74,0.5,117,0.5342160627871274,0.5238968147090187,0.0708139075,0.04889570124999999,0.46340215528712747,0.47500111345901863,0.01159895817189116,2.503000480156239,141627.815,97791.4025,153.2675,30.951838450660276
fsfairx_llama3_rm,granite42_8b,74,1.0,59,0.49855353200485636,0.4840620655915967,0.0714867225,0.053910845,0.4270668095048563,0.4301512205915968,0.0030844110867404573,0.7222315146233305,71486.7225,53910.845,84.025,24.586212495614134
fsfairx_llama3_rm,granite42_8b,74,2.0,38,0.4663848786447662,0.44086695111147267,0.09216749,0.058848609999999996,0.37421738864476617,0.38201834111147265,0.007800952466706479,2.0846044848310616,46083.745,29424.305,45.7725,36.15036060979854
fsfairx_llama3_rm,granite42_8b,74,5.0,12,0.38796305669629555,0.3852527815956621,0.072764825,0.0657535875,0.3151982316962955,0.3194991940956622,0.00430096239936667,1.3645261828469892,14552.965,13150.7175,20.425,9.63547634451124
fsfairx_llama3_rm,granite42_8b,74,10.0,8,0.3573421374509037,0.342036985977103,0.097397325,0.074838525,0.2599448124509038,0.2671984609771031,0.007253648526199308,2.7904571196508554,9739.7325,7483.8525,11.255,23.161621738584714
fsfairx_llama3_rm,granite42_8b,75,0.1,441,0.6159462820840482,0.6082716439034723,0.053241396,0.03527699025000001,0.5627048860840483,0.5729946536534725,0.010289767569424124,1.828625950101879,532413.96,352769.9025,402.02,33.741425093361556
fsfairx_llama3_rm,granite42_8b,75,0.2,211,0.5804987897646329,0.5791320396611646,0.050970733000000004,0.040199826,0.529528056764633,0.5389322136611644,0.009404156896531402,1.775950636872751,254853.665,200999.13,247.9675,21.131552100692762
fsfairx_llama3_rm,granite42_8b,75,0.5,90,0.527744240571443,0.5372021526087667,0.05426798124999999,0.047364675,0.473476259321443,0.48983747760876667,0.016361218287323676,3.455551987077782,108535.9625,94729.35,130.64,12.720772158813254
fsfairx_llama3_rm,granite42_8b,75,1.0,63,0.5044374906749867,0.49827862800700407,0.0759569575,0.053189087499999996,0.4284805331749868,0.44508954050700406,0.016609007332017256,3.8762571566429407,75956.9575,53189.0875,81.4525,29.97469981601093
fsfairx_llama3_rm,granite42_8b,75,2.0,36,0.46339253915182677,0.45209972470321824,0.086957505,0.0588454,0.37643503415182666,0.39325432470321814,0.016819290551391475,4.468046017366118,43478.7525,29422.7,45.325,32.32855519486214
fsfairx_llama3_rm,granite42_8b,75,5.0,14,0.3966207055199268,0.3821980631924028,0.08426727500000002,0.0665700875,0.31235343051992676,0.31562797569240275,0.0032745451724759955,1.0483461529541596,16853.455,13314.0175,20.735,21.001257605636358
fsfairx_llama3_rm,granite42_8b,75,10.0,8,0.35318312647276306,0.33916869138666106,0.09667005,0.076131025,0.25651307647276306,0.26303766638666104,0.006524589913897982,2.543570099277482,9667.005,7613.1025,11.64,21.246523613052847
rm_mistral_7b,granite42_8b,71,0.1,365,0.6064862959223514,0.5950195915078978,0.042106462500000004,0.031997028500000003,0.5643798334223513,0.5630225630078979,-0.0013572704144534375,-0.24048882225700113,421064.625,319970.285,443.9925,24.009221862321017
