generator,split_seed,price,selected_length_budget,fixed_n,profit,fixed_profit,delta_profit,relative_percent,quality,fixed_quality,cost,fixed_cost,samples,ci_low,ci_high
mistral_7b,45,1e-07,555798.1977492545,232,0.5618974447432165,0.5506039783101251,0.011293466433091086,2.0511051278184,0.6119465897432163,0.5912245790601252,0.05004914500000001,0.040620600749999985,341.255,0.005244555443766976,0.01821198959929306
mistral_7b,45,2e-07,236687.44771751988,170,0.5194758955261524,0.5120943984513703,0.007381497074782297,1.4414328875896232,0.5661429965261524,0.5716804514513703,0.046667101000000016,0.059586053000000014,187.485,0.0006018561334677217,0.014458902022204326
mistral_7b,45,1e-06,65775.22843563423,34,0.4045838774922613,0.39426919876350597,0.010314678728755307,2.6161512898050017,0.4713299474922614,0.4537782387635061,0.06674607,0.059509040000000006,56.6325,0.003444535632787587,0.017297773647808972
mistral_7b,45,2e-06,37230.69070042181,18,0.3571521931462218,0.34072718865801355,0.016425004488208276,4.820573477831259,0.43379258814622174,0.4039179736580134,0.076640395,0.06319078499999999,32.3125,0.00743439819609159,0.026513418910789063
mistral_7b,45,1e-05,6751.764378588197,4,0.2156445088280691,0.19641215041907614,0.01923235840899295,9.791837403112636,0.2937377088280691,0.26632345041907607,0.0780932,0.06991130000000002,6.4,0.0072522564175733824,0.033007349750136764
qwen2.5_7b,41,2e-08,2000000.0,509,0.6029122729966336,0.604644936214529,-0.0017326632178951563,-0.2865587908075037,0.6212918233966338,0.6245518662645287,0.018379550400000003,0.019906930049999997,501.385,-0.005183666149128254,5.476533654594409e-05
qwen2.5_7b,41,1e-07,482088.54943280923,284,0.5476807363108993,0.5436634804819152,0.00401725582898404,0.7389232444715723,0.5870851535608991,0.5992046144819151,0.03940441725,0.05554113399999999,327.1825,-0.013650680153934268,0.016923549065281634
qwen2.5_7b,41,2e-07,314597.931233393,181,0.5172251858191198,0.5003884824617226,0.0168367033573973,3.364726397091929,0.57241417881912,0.5711718964617225,0.055188993,0.07078341400000002,264.535,0.007253208750705875,0.026587837826339607
qwen2.5_7b,41,1e-06,75832.03016143471,34,0.41914135079554987,0.3825332407624982,0.036608110033051984,9.569916057512165,0.49454166829555013,0.4490574107624981,0.07540031750000001,0.06652417,109.3625,0.013495784989771624,0.06431999978221253
qwen2.5_7b,41,2e-06,37230.69070042181,17,0.37521075378470414,0.3405512445463851,0.034659509238318925,10.177472493012163,0.4518670037847039,0.40717325954638517,0.07665625,0.066622015,62.0125,0.01364631102245046,0.06266879115206664
qwen2.5_7b,41,1e-05,7784.085470733542,4,0.2501843594622446,0.214630265423691,0.03555409403855352,16.56527515742849,0.3391619094622446,0.29389909042369106,0.08897755,0.079268825,13.41,0.019994367298169283,0.05470174644987125
qwen2.5_7b,42,2e-08,inf,509,0.589575645035252,0.5897108238352521,-0.00013517880000001313,-0.022922896195267755,0.612610314635252,0.612610314635252,0.023034669600000005,0.02289949079999999,512.0,-0.00015950111000001798,-0.00011050416625003075
qwen2.5_7b,42,1e-07,738750.4697919039,287,0.53370049035097,0.5235265328403369,0.010173957510633347,1.9433508852809493,0.5931550896009701,0.5880955300903371,0.05945459924999999,0.06456899725000001,347.1375,0.004850432261426601,0.015569230102024328
qwen2.5_7b,42,2e-07,314597.931233393,212,0.5018378334378513,0.47890301765976107,0.022934815778090253,4.789031376366144,0.5591700459378512,0.574308446659761,0.057332212500000014,0.09540542899999999,225.2125,0.005094213099220703,0.03609105435616136
qwen2.5_7b,42,1e-06,65775.22843563423,42,0.39904820811141073,0.3720647262909743,0.026983481820436476,7.252362267562543,0.46544274561141086,0.4666807812909744,0.0663945375,0.09461605499999998,81.19,0.010601593472642433,0.048729860111379725
qwen2.5_7b,42,2e-06,32293.177176233417,15,0.3482942577780759,0.3189556349870217,0.029338622791054276,9.198339697697477,0.41528106277807597,0.3865228899870216,0.06698680500000001,0.06756725499999996,42.9375,0.012733385667816581,0.05348601019141626
qwen2.5_7b,42,1e-05,6751.764378588197,4,0.22681249610399365,0.20259634690077394,0.024216149203219715,11.952905160269307,0.30612239610399367,0.292316496900774,0.07930990000000002,0.08972015000000003,9.4325,0.013661391684631301,0.03513240571637662
qwen2.5_7b,43,2e-08,inf,509,0.5962885894092673,0.5964208011092673,-0.00013221170000000894,-0.022167519937955196,0.6189956425092672,0.6189956425092672,0.0227070531,0.022574841400000004,512.0,-0.00016133625875001692,-0.00010614408000001587
qwen2.5_7b,43,1e-07,738750.4697919039,286,0.540585386664355,0.5285964740591784,0.011988912605176719,2.2680651864950794,0.5970196391643549,0.5920224743091782,0.05643425250000001,0.06342600024999999,352.8,0.005970346127149975,0.01837536090653329
qwen2.5_7b,43,2e-07,314597.931233393,205,0.5079552465040943,0.48321906290782557,0.024736183596269026,5.119041340673986,0.5646835955040943,0.5741304209078255,0.05672834899999999,0.090911358,242.49,0.0055005888089129885,0.03875839394416361
qwen2.5_7b,43,1e-06,87426.48159758205,40,0.4011195767297817,0.37329750486235874,0.027822071867422863,7.45305594198422,0.4886456717297817,0.4620602398623588,0.08752609499999998,0.08876273499999998,101.4725,0.013985937864102176,0.046003399210652836
qwen2.5_7b,43,2e-06,37230.69070042181,18,0.35570375685328465,0.3243207677258094,0.03138298912747519,9.676527762171345,0.43260202685328475,0.40443130772580943,0.07689826999999999,0.08011054000000001,48.2625,0.017589002336977046,0.047036512841580266
qwen2.5_7b,43,1e-05,6751.764378588197,4,0.23847137787856362,0.19815117380265473,0.04032020407590884,20.348203496419888,0.31772352787856356,0.2871284738026547,0.07925215000000002,0.0889773,9.32,0.024726603050804607,0.05798999430184801
qwen2.5_7b,44,2e-08,inf,495,0.6286744175340981,0.6280011418103846,0.0006732757237137177,0.10720931522079988,0.649227930134098,0.6478726414103844,0.020553512600000004,0.0198714996,512.0,-8.81724228503109e-05,0.0015419537568478595
qwen2.5_7b,44,1e-07,555798.1977492545,284,0.5712361681207824,0.5634998112120146,0.007736356908767821,1.3729120675529465,0.6151789313707822,0.6204993659620146,0.04394276325000001,0.05699955474999999,324.7675,-0.0022801356544329835,0.016943322551354292
qwen2.5_7b,44,2e-07,272876.1283088787,142,0.5342803862849966,0.5118023251287545,0.022478061156242114,4.391941976931678,0.5828421047849968,0.5688706326287545,0.04856171849999999,0.0570683075,235.3775,0.003189790332800221,0.0415209682219494
qwen2.5_7b,44,1e-06,65775.22843563423,39,0.42957321139692245,0.37467494117891964,0.054898270218002775,14.652239630775584,0.4960406288969225,0.45298827867891966,0.0664674175,0.07831333749999998,94.795,0.024711360743526766,0.09172203909397345
qwen2.5_7b,44,2e-06,28010.473953516794,15,0.37275986354513546,0.3166086384896915,0.056151225055443836,17.73521572983615,0.4309859785451355,0.3768846234896916,0.05822611499999999,0.06027598499999997,42.59,0.02764919885663445,0.09080869642837341
qwen2.5_7b,44,1e-05,6751.764378588197,4,0.23016099743735474,0.19250593110447103,0.03765506633288367,19.560470743339668,0.3076401474373548,0.2727180561044711,0.07747915000000001,0.08021212500000001,10.77,0.02235889364619746,0.055027289999870124
qwen2.5_7b,45,2e-08,inf,509,0.6236904726696197,0.6238161276696197,-0.00012565499999998896,-0.02014295469875016,0.6451683431196197,0.6451683431196197,0.02147787045,0.021352215450000003,512.0,-0.0001477423899999917,-0.00010295919999998732
qwen2.5_7b,45,1e-07,555798.1977492545,212,0.5601218472395664,0.5484224174183836,0.011699429821182468,2.1332880366662947,0.6061154822395663,0.5929034094183837,0.045993635,0.044480992,310.9725,0.0020828842797678895,0.021883128507051475
qwen2.5_7b,45,2e-07,272876.1283088787,162,0.5241246906577913,0.5069234656869915,0.01720122497079963,3.3932587727988146,0.5730808336577912,0.5750181686869916,0.048956143,0.068094703,212.3025,0.0008468714816562664,0.031582982046824644
qwen2.5_7b,45,1e-06,65775.22843563423,30,0.4137036411685264,0.37660000023981816,0.03710364092870817,9.852267898322,0.4797086236685264,0.4398296927398183,0.06600498249999999,0.0632296925,91.575,0.011693842569223534,0.06775249021719956
qwen2.5_7b,45,2e-06,37230.69070042181,15,0.3611545062641006,0.3254806160132749,0.035673890250825624,10.960373212938324,0.43781301126410066,0.38865968101327497,0.076658505,0.063179065,57.43,0.011823431149944144,0.0642148417997344
qwen2.5_7b,45,1e-05,6751.764378588197,4,0.2349927130820139,0.20088411163000966,0.03410860145200421,16.97924299499891,0.31269541308201393,0.2853003866300097,0.07770270000000001,0.08441627500000001,10.9525,0.01832195482295906,0.05208133534920752
