variant,description,uses_training_scale,model,confidence_scale,ei_bonus_scale,min_open,mean_relative_utility_gain_pct,mean_utility_delta_vs_reference,positive_utility_cells,utility_cells,mean_h2h_score,minimum_h2h_cell_mean,h2h_cells_above_half,mean_target_abs_error_pp,mean_target_character_saving_pct,positive_target_saving_cells,target_cells
local_exp_open3,remove the training tail-scale prior and otherwise change nothing,False,exp_tail_exponentiated,0.4,0.002,3,3.5650878091419966,-0.004396676430946533,28,30,0.5615752001393219,0.49708712736202987,29,3.9937895572516826,-19.36325459343298,12,35
local_exp_open5,training-free local tail with five initial responses,False,exp_tail_exponentiated,0.4,0.002,5,4.444801843541041,-0.001429209923918873,30,30,0.5657327025549359,0.5100000000000001,30,3.442388231054645,-9.764417259927407,12,35
local_exp_open5_no_bonus,remove the training prior and additive EI bonus,False,exp_tail_exponentiated,0.4,0.0,5,-4.818664309619595,-0.050068924705671494,8,30,0.5474940530455842,0.4873150851826493,29,2.773814938132958,3.0797580857447593,17,35
local_exp_open5_plugin,plain local shifted-exponential plug-in rule without UCB inflation,False,exp_tail_exponentiated,0.0,0.0,5,-11.514197908681467,-0.07957921361817306,5,30,0.527037614872982,0.4765327951175642,26,3.4918826325675543,5.8223328295006676,15,35
local_exp_open8,training-free local tail with eight initial responses,False,exp_tail_exponentiated,0.4,0.002,8,3.39244836584904,-0.002885142062823663,28,30,0.5653757251360648,0.5031607410807457,30,3.671926056943495,-16.01721380491314,10,35
local_gaussian_open5,training-free Gaussian UCB fit in raw-reward space,False,gaussian_raw,0.4,0.002,5,-46.49148810436609,-0.15618352533912067,7,30,0.5193715970241796,0.39202330855113815,18,4.0302930529980765,-105.43793830674464,0,35
local_raw_tail_open5,fit the shifted-exponential tail directly in raw-reward space,False,exp_tail_raw,0.4,0.002,5,-50.82987687691847,-0.19379417776181918,5,30,0.5178120996846945,0.36816513107374044,20,5.251334699771636,-163.74346727678738,0,35
reference_train_scale,retained exponentiated-tail UCB with five training pseudo-observations,True,exp_tail_exponentiated,0.4,0.002,3,5.150212726939562,0.0,29,30,0.5752379783705095,0.4987936472198624,29,3.3982856561707986,-8.678377898536999,13,35
