id,partition,price,method,quality,cost,samples,profit
1,train,1e-07,fixed_4,0.28135337664391663,0.0006613,4.0,0.28069207664391665
1,train,1e-07,fixed_8,0.3871398917506721,0.001331475,8.0,0.3858084167506721
1,train,1e-07,fixed_16,0.432420596930518,0.0026904625,16.0,0.429730134430518
1,train,1e-07,fixed_32,0.4822342021952076,0.005323887500000001,32.0,0.4769103146952076
1,train,1e-07,fixed_64,0.49969213509472477,0.01067695,64.0,0.4890151850947248
1,train,1e-07,fixed_128,0.5776531876563463,0.021537525,128.0,0.5561156626563463
1,train,1e-07,fixed_256,0.6409625370000035,0.0431084625,256.0,0.5978540745000035
1,train,1e-07,fixed_512,0.6744879056091201,0.08617869999999998,512.0,0.58830920560912
1,train,1e-07,dmrl_doubling,0.6744879056091201,0.08617869999999998,512.0,0.58830920560912
1,train,1e-07,dmrl_sequential,0.6494408157940689,0.07475054999999999,444.125,0.5746902657940688
1,train,2e-07,fixed_1,0.1009982928745916,0.00031604999999999996,1.0,0.10068224287459161
1,train,2e-07,fixed_2,0.17561998656684297,0.0006638499999999999,2.0,0.17495613656684295
1,train,2e-07,fixed_4,0.28135337664391663,0.0013226,4.0,0.2800307766439167
1,train,2e-07,fixed_8,0.3871398917506721,0.00266295,8.0,0.38447694175067215
1,train,2e-07,fixed_16,0.432420596930518,0.005380925,16.0,0.427039671930518
1,train,2e-07,fixed_32,0.4822342021952076,0.010647775000000002,32.0,0.4715864271952076
1,train,2e-07,fixed_64,0.49969213509472477,0.0213539,64.0,0.4783382350947248
1,train,2e-07,fixed_128,0.5776531876563463,0.04307505,128.0,0.5345781376563463
1,train,2e-07,fixed_256,0.6409625370000035,0.086216925,256.0,0.5547456120000035
1,train,2e-07,fixed_512,0.6744879056091201,0.17235739999999997,512.0,0.5021305056091201
1,train,2e-07,dmrl_doubling,0.6515335924421521,0.15626709999999996,464.0,0.4952664924421522
1,train,2e-07,dmrl_sequential,0.6264865026271009,0.1297824,385.25,0.496704102627101
1,train,1e-06,fixed_1,0.1009982928745916,0.0015802499999999998,1.0,0.0994180428745916
1,train,1e-06,fixed_2,0.17561998656684297,0.0033192499999999997,2.0,0.17230073656684294
1,train,1e-06,fixed_4,0.28135337664391663,0.006612999999999999,4.0,0.2747403766439166
1,train,1e-06,fixed_8,0.3871398917506721,0.013314749999999998,8.0,0.37382514175067216
1,train,1e-06,fixed_16,0.432420596930518,0.026904625,16.0,0.4055159719305181
1,train,1e-06,fixed_32,0.4822342021952076,0.05323887499999999,32.0,0.42899532719520767
1,train,1e-06,fixed_64,0.49969213509472477,0.10676949999999999,64.0,0.3929226350947248
1,train,1e-06,fixed_128,0.5776531876563463,0.21537525,128.0,0.3622779376563463
1,train,1e-06,fixed_256,0.6409625370000035,0.43108462499999994,256.0,0.2098779120000036
1,train,1e-06,fixed_512,0.6744879056091201,0.861787,512.0,-0.18729909439087986
1,train,1e-06,dmrl_doubling,0.5669897839732193,0.40435575,240.0,0.16263403397321932
1,train,1e-06,dmrl_sequential,0.537210078754914,0.23297099999999998,138.625,0.304239078754914
1,train,2e-06,fixed_1,0.1009982928745916,0.0031604999999999997,1.0,0.0978377928745916
1,train,2e-06,fixed_2,0.17561998656684297,0.0066384999999999994,2.0,0.16898148656684292
1,train,2e-06,fixed_4,0.28135337664391663,0.013225999999999998,4.0,0.26812737664391667
1,train,2e-06,fixed_8,0.3871398917506721,0.026629499999999997,8.0,0.36051039175067207
1,train,2e-06,fixed_16,0.432420596930518,0.05380925,16.0,0.37861134693051807
1,train,2e-06,fixed_32,0.4822342021952076,0.10647774999999998,32.0,0.37575645219520765
1,train,2e-06,fixed_64,0.49969213509472477,0.21353899999999998,64.0,0.2861531350947248
1,train,2e-06,fixed_128,0.5776531876563463,0.4307505,128.0,0.1469026876563463
1,train,2e-06,fixed_256,0.6409625370000035,0.8621692499999999,256.0,-0.22120671299999642
1,train,2e-06,fixed_512,0.6744879056091201,1.723574,512.0,-1.04908609439088
1,train,2e-06,dmrl_doubling,0.5074303735366087,0.2949755,88.0,0.21245487353660866
1,train,2e-06,dmrl_sequential,0.5016446245601017,0.2254625,67.125,0.2761821245601017
1,train,1e-05,fixed_1,0.1009982928745916,0.0158025,1.0,0.08519579287459161
1,train,1e-05,fixed_2,0.17561998656684297,0.0331925,2.0,0.14242748656684295
1,train,1e-05,fixed_4,0.28135337664391663,0.06613,4.0,0.21522337664391666
1,train,1e-05,fixed_8,0.3871398917506721,0.1331475,8.0,0.25399239175067206
1,train,1e-05,fixed_16,0.432420596930518,0.26904625000000004,16.0,0.163374346930518
1,train,1e-05,fixed_32,0.4822342021952076,0.53238875,32.0,-0.05015454780479239
1,train,1e-05,fixed_64,0.49969213509472477,1.067695,64.0,-0.5680028649052753
1,train,1e-05,fixed_128,0.5776531876563463,2.1537525,128.0,-1.5760993123436535
1,train,1e-05,fixed_256,0.6409625370000035,4.31084625,256.0,-3.6698837129999973
1,train,1e-05,fixed_512,0.6744879056091201,8.617870000000002,512.0,-7.943382094390881
1,train,1e-05,dmrl_doubling,0.432420596930518,0.46816375,28.0,-0.03574315306948202
1,train,1e-05,dmrl_sequential,0.432420596930518,0.35298000000000007,21.125,0.079440596930518
2,test,2e-08,fixed_1,0.01410950632744026,5.805000000000001e-06,1.0,0.01410370132744026
2,test,2e-08,fixed_2,0.03404694602185853,1.4292499999999999e-05,2.0,0.034032653521858525
2,test,2e-08,fixed_4,0.1294349385487723,3.03675e-05,4.0,0.12940457104877232
2,test,2e-08,fixed_8,0.27350652611053017,5.9845e-05,8.0,0.27344668111053017
