reward_model,generator,price_per_million,fixed_n,fixed_utility,adaptive_utility,relative_utility_improvement_percent,fixed_output_tokens,adaptive_output_tokens,fixed_cost_dollars,adaptive_cost_dollars,fixed_profit,adaptive_profit,profit_gain,direct_cost_saving_percent,matched_utility_cost_saving_percent
fsfairx_llama3_rm,qwen35_9b,0.1,482.0,0.591692767052828,0.5958082661532031,0.7052839081418576,397962.48749999993,330774.8705,0.039796248750000006,0.03307748705000001,0.551896518302828,0.562730779103203,0.010834260800375018,15.121635061686566,21.635897850290117
fsfairx_llama3_rm,qwen35_9b,0.2,231.4,0.5602699390637225,0.5755134384923235,2.726215821123546,190498.07799999998,191811.88050000003,0.038099615600000004,0.0383623761,0.5221703234637226,0.5371510623923236,0.01498073892860099,-2.4189100649738737,28.24085806912884
fsfairx_llama3_rm,qwen35_9b,0.5,103.4,0.5257674717972306,0.5437999608080252,3.4331930856317614,84773.543,88813.2125,0.042386771499999996,0.044406606249999994,0.4833807002972306,0.4993933545580253,0.01601265426079459,-5.236562916212961,27.712866380638967
fsfairx_llama3_rm,qwen35_9b,1.0,66.4,0.5033446324374339,0.5134695518457729,2.023309031765829,54639.113,48584.4715,0.054639113,0.04858447149999999,0.44870551943743386,0.464885080345773,0.016179560908339073,9.982965857852786,24.277834456847177
fsfairx_llama3_rm,qwen35_9b,2.0,32.6,0.4655117233738265,0.47692212781342586,2.453370937690365,26738.141000000003,26333.259000000002,0.053476282,0.052666517999999996,0.41203544137382647,0.42425560981342586,0.012220168439599355,1.3623351385578153,19.38390122139995
fsfairx_llama3_rm,qwen35_9b,5.0,18.6,0.4275319752754788,0.419110603305895,-1.9629672864845873,15284.244,11588.3105,0.07642122,0.05794155250000001,0.35111075527547875,0.361169050805895,0.010058295530416206,23.73254278857217,15.855760458552414
fsfairx_llama3_rm,qwen35_9b,10.0,10.2,0.380101531998572,0.3837727830761342,0.9711192708189392,8397.560500000001,6462.852500000001,0.083975605,0.06462852500000002,0.2961259269985721,0.31914425807613417,0.023018331077562116,22.702106462190315,26.0709235978484
