generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
gemma2_9b,73,odds_mean_costse0,0.6,266496.92371082405,438377.8011719626,True,39.20838988690368
gemma2_9b,73,odds_mean_costse1,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_mean_costse1,0.35,7184.448900142843,8556.489332967361,True,16.035086113392016
gemma2_9b,73,odds_mean_costse1,0.4,13207.121060133693,17095.967624920213,True,22.747156815610015
gemma2_9b,73,odds_mean_costse1,0.45,25108.433845348733,38024.21072235378,True,33.967245162072714
gemma2_9b,73,odds_mean_costse1,0.5,46897.02724348112,84281.25042380251,True,44.356512263804085
gemma2_9b,73,odds_mean_costse1,0.55,109086.18281396653,179644.6267358333,True,39.276679299527665
gemma2_9b,73,odds_mean_costse1,0.6,268123.9251887611,438377.8011719626,True,38.83724849388894
gemma2_9b,73,odds_mean_costse2,0.3,,4385.239240290586,False,
gemma2_9b,73,odds_mean_costse2,0.35,7121.885802530872,8556.489332967361,True,16.76626329573152
gemma2_9b,73,odds_mean_costse2,0.4,13286.498597386619,17095.967624920213,True,22.28285120276351
gemma2_9b,73,odds_mean_costse2,0.45,25132.879709005872,38024.21072235378,True,33.902954902807004
gemma2_9b,73,odds_mean_costse2,0.5,46717.08163970597,84281.25042380251,True,44.57001835545591
gemma2_9b,73,odds_mean_costse2,0.55,109122.00962657045,179644.6267358333,True,39.25673614105145
gemma2_9b,73,odds_mean_costse2,0.6,269188.4619422226,438377.8011719626,True,38.59441303310247
gemma2_9b,74,odds_current_costse0,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_current_costse0,0.35,7130.051854325282,8194.884110163082,True,12.99386594762485
gemma2_9b,74,odds_current_costse0,0.4,13946.549822819023,16999.06115182459,True,17.95694069068
gemma2_9b,74,odds_current_costse0,0.45,26417.841514647298,36657.1690204448,True,27.932673960956244
gemma2_9b,74,odds_current_costse0,0.5,51705.985553062084,79883.84417082716,True,35.273538611271995
gemma2_9b,74,odds_current_costse0,0.55,114061.07799253424,178788.82742543577,True,36.20346436910123
gemma2_9b,74,odds_current_costse0,0.6,274985.89511917694,435828.82338769635,True,36.90506906319039
gemma2_9b,74,odds_current_costse1,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_current_costse1,0.35,7105.297517161546,8194.884110163082,True,13.295936566696032
gemma2_9b,74,odds_current_costse1,0.4,14071.817648620288,16999.06115182459,True,17.220030430269418
gemma2_9b,74,odds_current_costse1,0.45,26329.5125546898,36657.1690204448,True,28.173633539444786
gemma2_9b,74,odds_current_costse1,0.5,51711.269100296995,79883.84417082716,True,35.266924573991055
gemma2_9b,74,odds_current_costse1,0.55,113563.98144018181,178788.82742543577,True,36.481499948567034
gemma2_9b,74,odds_current_costse1,0.6,276772.2770979376,435828.82338769635,True,36.495187503527795
gemma2_9b,74,odds_current_costse2,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_current_costse2,0.35,7116.335272475799,8194.884110163082,True,13.161245762459227
gemma2_9b,74,odds_current_costse2,0.4,13864.21018508995,16999.06115182459,True,18.44131825126213
gemma2_9b,74,odds_current_costse2,0.45,26174.78333479711,36657.1690204448,True,28.595731655658817
gemma2_9b,74,odds_current_costse2,0.5,52220.62545697032,79883.84417082716,True,34.62930333535349
gemma2_9b,74,odds_current_costse2,0.55,114046.54969361788,178788.82742543577,True,36.2115903236844
gemma2_9b,74,odds_current_costse2,0.6,276657.61509942706,435828.82338769635,True,36.52149645611593
gemma2_9b,74,odds_mean_costse0,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_mean_costse0,0.35,7184.61048429983,8194.884110163082,True,12.3281014384369
gemma2_9b,74,odds_mean_costse0,0.4,13914.148456375626,16999.06115182459,True,18.14754749039682
gemma2_9b,74,odds_mean_costse0,0.45,26036.879777347312,36657.1690204448,True,28.97192971223238
gemma2_9b,74,odds_mean_costse0,0.5,51095.71406327191,79883.84417082716,True,36.03748718701297
gemma2_9b,74,odds_mean_costse0,0.55,112313.24137024717,178788.82742543577,True,37.181062716523705
gemma2_9b,74,odds_mean_costse0,0.6,277421.6427552175,435828.82338769635,True,36.34619192947823
gemma2_9b,74,odds_mean_costse1,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_mean_costse1,0.35,7199.772627245092,8194.884110163082,True,12.143081824474844
gemma2_9b,74,odds_mean_costse1,0.4,13812.8073915678,16999.06115182459,True,18.74370432460497
gemma2_9b,74,odds_mean_costse1,0.45,26163.390177145142,36657.1690204448,True,28.626811954428245
gemma2_9b,74,odds_mean_costse1,0.5,51478.34110418623,79883.84417082716,True,35.55850793296494
gemma2_9b,74,odds_mean_costse1,0.55,113058.58831906121,178788.82742543577,True,36.7641759571288
gemma2_9b,74,odds_mean_costse1,0.6,278625.06541976926,435828.82338769635,True,36.07006914916335
gemma2_9b,74,odds_mean_costse2,0.3,,4403.894213003489,False,
gemma2_9b,74,odds_mean_costse2,0.35,7185.719458983265,8194.884110163082,True,12.31456891413849
gemma2_9b,74,odds_mean_costse2,0.4,13838.559978054203,16999.06115182459,True,18.59221015527175
gemma2_9b,74,odds_mean_costse2,0.45,26257.91792476831,36657.1690204448,True,28.368942211212545
gemma2_9b,74,odds_mean_costse2,0.5,51209.52421844325,79883.84417082716,True,35.895017634686525
gemma2_9b,74,odds_mean_costse2,0.55,112672.58216842107,178788.82742543577,True,36.98007655684671
gemma2_9b,74,odds_mean_costse2,0.6,278383.566892963,435828.82338769635,True,36.125480474400874
gemma2_9b,75,odds_current_costse0,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_current_costse0,0.35,8098.761531401942,9512.824120905878,True,14.864803254338721
gemma2_9b,75,odds_current_costse0,0.4,16013.80339259827,18561.38501860796,True,13.725169880672784
gemma2_9b,75,odds_current_costse0,0.45,29028.303366049193,38287.609546390166,True,24.18355778811989
gemma2_9b,75,odds_current_costse0,0.5,56981.19394300114,82108.33999914007,True,30.60242851871331
gemma2_9b,75,odds_current_costse0,0.55,125982.69674427956,194707.97625987945,True,35.296591765645644
gemma2_9b,75,odds_current_costse0,0.6,339839.909269379,486112.4976461583,True,30.090275210996786
gemma2_9b,75,odds_current_costse1,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_current_costse1,0.35,8023.765493690374,9512.824120905878,True,15.65317100673681
gemma2_9b,75,odds_current_costse1,0.4,16118.535705791994,18561.38501860796,True,13.160921506487732
gemma2_9b,75,odds_current_costse1,0.45,29071.8306447689,38287.609546390166,True,24.06987276250614
gemma2_9b,75,odds_current_costse1,0.5,57161.12309224921,82108.33999914007,True,30.383292254053774
gemma2_9b,75,odds_current_costse1,0.55,126069.19324112474,194707.97625987945,True,35.25216806071754
gemma2_9b,75,odds_current_costse1,0.6,338653.74972342467,486112.4976461583,True,30.334284478748163
gemma2_9b,75,odds_current_costse2,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_current_costse2,0.35,7971.339897067401,9512.824120905878,True,16.204275452237482
gemma2_9b,75,odds_current_costse2,0.4,16078.269033716873,18561.38501860796,True,13.377859369878598
gemma2_9b,75,odds_current_costse2,0.45,29418.869046035827,38287.609546390166,True,23.16347404663319
gemma2_9b,75,odds_current_costse2,0.5,57119.320319211234,82108.33999914007,True,30.43420397999831
gemma2_9b,75,odds_current_costse2,0.55,127124.54749598277,194707.97625987945,True,34.71014904581625
gemma2_9b,75,odds_current_costse2,0.6,339957.08414683014,486112.4976461583,True,30.066170733531482
gemma2_9b,75,odds_mean_costse0,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_mean_costse0,0.35,8172.585795858422,9512.824120905878,True,14.088753329330228
gemma2_9b,75,odds_mean_costse0,0.4,16048.769910265186,18561.38501860796,True,13.536786752841213
gemma2_9b,75,odds_mean_costse0,0.45,29204.720359124276,38287.609546390166,True,23.722789943991796
gemma2_9b,75,odds_mean_costse0,0.5,58546.846002584236,82108.33999914007,True,28.695616056545038
