generator,split_seed,method,price,profit,fixed_profit,fixed_n,relative_percent,relative_vs_test_oracle,quality,mean_length,samples,matched_length,matched_saving_percent
gemma2_9b,71,odds_current_costse0,2e-08,0.6122529243478917,0.6135448098375619,951,-0.2105609026359814,-0.3520437414341042,0.6307645953978916,925583.5525,728.24,1069372.7982448358,13.4461289814775
gemma2_9b,71,odds_current_costse0,1e-07,0.5565963348398452,0.5443691531680899,356,2.2461194945738954,1.8025942050623156,0.5860003125898452,294039.7775,337.1025,418545.63443298335,29.747259722743312
gemma2_9b,71,odds_current_costse0,2e-07,0.523044347558271,0.5043549212672537,235,3.705609978793872,2.7041745148412564,0.556284595558271,166201.24,199.3025,237360.7908133361,29.979488427512436
gemma2_9b,71,odds_current_costse0,1e-06,0.4328901372101205,0.4075245939842592,49,6.224297527142869,5.93384533625053,0.4757027972101205,42812.66,58.1225,67160.34972251413,36.25307167564088
gemma2_9b,71,odds_current_costse0,2e-06,0.38147646580119127,0.35894930903654637,28,6.275860183464316,5.460137285369046,0.42883500080119125,23679.2675,33.275,34082.570994133304,30.52382255999421
gemma2_9b,71,odds_current_costse0,1e-05,0.26334845594140927,0.24384346329543255,7,7.9989811424,4.254826379067226,0.3372957059414093,7394.725,8.4225,8522.587857456927,13.233807340221093
gemma2_9b,71,odds_current_costse1,2e-08,0.6126927667610325,0.6135448098375619,951,-0.138872183884173,-0.2804566639334197,0.6312642184110324,928572.5825,729.8475,1079292.1306989584,13.964666646957868
gemma2_9b,71,odds_current_costse1,1e-07,0.55647294167065,0.5443691531680899,356,2.2234523084416415,1.7800253451094945,0.58610732992065,296343.8825,339.7025,419318.0960805924,29.327189723039503
gemma2_9b,71,odds_current_costse1,2e-07,0.523340099020269,0.5043549212672537,235,3.764249529936725,2.7622478118912333,0.556958217520269,168090.5925,201.7325,239836.45835782407,29.91449521439431
gemma2_9b,71,odds_current_costse1,1e-06,0.4333588726029008,0.4075245939842592,49,6.339317675546088,6.048550981711595,0.4772940176029008,43935.145,59.475,68968.6069829672,36.296893728982496
gemma2_9b,71,odds_current_costse1,2e-06,0.3823104580887677,0.35894930903654637,28,6.508202819758819,5.690696570220408,0.43125390308876765,24471.7225,34.3775,35424.985930755414,30.919598534677085
gemma2_9b,71,odds_current_costse1,1e-05,0.2640670834600948,0.24384346329543255,7,8.293689685730868,4.539317840860518,0.33979310846009475,7572.6025,8.855,8787.191762652188,13.822268768669677
gemma2_9b,71,odds_current_costse2,2e-08,0.6126211418110324,0.6135448098375619,951,-0.15054613969825256,-0.2921140682524361,0.6312642184110324,932153.83,731.82,1079292.1306989584,13.632852173551058
