split,target_accuracy,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,selection_accuracy,train_chars,profile_accuracy,profile_chars,eligible
96,0.35,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40396341463414637,0.3730406748051247,0.3648809523809524,51478.14786585366,0.3648809523809524,57704.114467536565,True
96,0.35,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.40853658536585363,0.3755599943881989,0.37083333333333335,58308.954268292684,0.37083333333333335,64030.96806554271,True
96,0.35,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.4192073170731707,0.3840439592038045,0.3726190476190476,69733.0,0.3726190476190476,75796.65015322973,True
97,0.25,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3048780487804878,0.2867987914703093,0.2619047619047619,3533.699695121951,0.2619047619047619,2892.9258127298463,True
97,0.25,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3048780487804878,0.2981865435795417,0.2702380952380953,4172.030487804878,0.2702380952380953,3488.261204502811,True
97,0.25,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31859756097560976,0.3085505961130355,0.28154761904761905,4988.336890243902,0.28154761904761905,4198.70066547771,True
97,0.25,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.34146341463414637,0.31800885411708707,0.28809523809523807,6043.003048780488,0.28809523809523807,5076.893788641759,True
97,0.25,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.34146341463414637,0.32839212442189486,0.2988095238095238,7277.442073170731,0.2988095238095238,6175.559636136172,True
97,0.25,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3353658536585366,0.3367490105626789,0.30773809523809526,8786.083841463415,0.30773809523809526,7434.221686361343,True
97,0.25,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3445121951219512,0.3438096304355901,0.3095238095238095,10772.332317073171,0.3095238095238095,8989.34939618774,True
97,0.25,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35060975609756095,0.3516079579232255,0.3119047619047619,13260.574695121952,0.3119047619047619,10824.830909938366,True
97,0.25,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35060975609756095,0.35960771856060314,0.31309523809523815,16434.315548780487,0.31309523809523815,13207.564554625482,True
97,0.25,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3597560975609756,0.36769191375040183,0.31845238095238093,20369.634146341465,0.31845238095238093,15931.09138621613,True
97,0.25,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.36128048780487804,0.3725659518722084,0.325,23467.509146341465,0.325,18237.34934232897,True
97,0.25,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3643292682926829,0.37863922383819915,0.33392857142857146,29585.86737804878,0.33392857142857146,22513.844782963257,True
97,0.25,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35823170731707316,0.3867514776124407,0.34226190476190477,35887.40091463415,0.34226190476190477,27287.322738159797,True
97,0.25,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3643292682926829,0.39125939202639715,0.34821428571428575,44432.8993902439,0.34821428571428575,33279.738064009434,True
97,0.25,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3704268292682927,0.39723183450384236,0.3511904761904762,54750.45579268293,0.3511904761904762,40188.76546613821,True
97,0.25,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.37347560975609756,0.39960727325381384,0.35833333333333334,66701.97256097561,0.35833333333333334,48822.3707817683,True
