split,fold,mixture,problem_id,n,predicted,correct,brier
0,1,0.0,abc308_c,128,0.7705813183096699,4.7954392322320256e-08,0.5982416078540068
0,1,0.0,abc308_c,256,0.8115435724249359,1.5479838024863962e-17,0.6632678544287725
0,1,0.0,abc308_c,512,0.8796992481203008,0.0,0.7738707671434225
0,1,0.0,abc310_c,10,0.7999807923687156,0.0038696768297829445,0.6543866979835624
0,1,0.0,abc310_c,16,0.846582116347728,0.0017463373190390722,0.7232115255831739
0,1,0.0,abc310_c,32,0.8837618479429943,0.0001357023289786822,0.7823025412853043
0,1,0.0,abc310_c,64,0.8974807432816029,2.991300997302448e-07,0.8057265798433437
0,1,0.0,abc310_c,128,0.906162567593251,1.1970069489536245e-13,0.8212480348525594
0,1,0.0,abc310_c,256,0.9113164731265808,8.803835054048711e-32,0.8305092458918997
0,1,0.0,abc310_c,512,0.9120370370370371,0.0,0.8318115569272978
0,2,0.0,2810,10,0.40437895580865985,0.03675392690952292,0.17802649224213074
0,2,0.0,2810,16,0.4409309877034432,0.052113873366624514,0.20250030426668786
0,2,0.0,2810,32,0.46347274249565784,0.0830927459693657,0.2206464003296954
0,2,0.0,2810,64,0.4669252966012286,0.10599971288534893,0.2250109821152706
0,2,0.0,2810,128,0.46705242238105626,0.0779505942978858,0.22327451965701212
0,2,0.0,2810,256,0.4670525378450569,0.011473691712835054,0.2188941311544806
0,2,0.0,2810,512,0.4670525378450578,0.0,0.21813807310750913
0,2,0.0,2811,10,0.46649876673861923,0.9904618671361125,0.28252369950705525
0,2,0.0,2811,16,0.468172377657194,0.9988473178601919,0.28274767577367993
0,2,0.0,2811,32,0.4694255605837316,0.9999833328748502,0.28159258573171403
0,2,0.0,2811,64,0.4717986607148479,0.99999999673723,0.2791543343836923
0,2,0.0,2811,128,0.4765447835846542,1.0,0.2742756717799792
0,2,0.0,2811,256,0.4860370293242505,1.0,0.2645183461425648
0,2,0.0,2811,512,0.5050215208034433,1.0,0.2450036948677361
0,2,0.0,2837,10,0.5722403759156165,0.23696161350221046,0.26550973337015227
0,2,0.0,2837,16,0.6061424905900468,0.2921551428871413,0.26784430544562876
0,2,0.0,2837,32,0.6558276827886317,0.44102245792198175,0.2552022715151881
0,2,0.0,2837,64,0.6972901257525171,0.6244942903658177,0.216398000019565
0,2,0.0,2837,128,0.7307584812301371,0.8095838498608092,0.14842126505183512
0,2,0.0,2837,256,0.7776298069245596,0.9708147305405241,0.06877795854584681
0,2,0.0,2837,512,0.8698752228163993,1.0,0.016932457637081733
0,2,0.0,2850,10,0.4786773572057328,0.255965696186684,0.23188537014894978
0,2,0.0,2850,16,0.4940672721302801,0.2958930327876449,0.23935283056035367
0,2,0.0,2850,32,0.5184506850106545,0.3423478440722527,0.24450920975537294
0,2,0.0,2850,64,0.5562018432765226,0.3785644550565604,0.24890621341830163
0,2,0.0,2850,128,0.6079510434223301,0.3936526153640106,0.2575550653042251
0,2,0.0,2850,256,0.6629570426782216,0.3799417112222987,0.3037327760251826
0,2,0.0,2850,512,0.6853856562922871,0.0,0.4697534978512091
0,2,0.0,2855,10,0.6415186488284488,0.8468877885658164,0.13730431176596758
0,2,0.0,2855,16,0.6962415831323779,0.9456338161460689,0.10538381540306929
0,2,0.0,2855,32,0.7661915673843411,0.9949913440242615,0.06270830111671158
0,2,0.0,2855,64,0.8151664106141313,0.9998707196475802,0.03798988667788214
0,2,0.0,2855,128,0.8491056262710677,0.9999999337918427,0.024257008102276233
0,2,0.0,2855,256,0.8672953079798484,1.0,0.017821229160022573
0,2,0.0,2855,512,0.8698752228163993,1.0,0.016932457637081733
0,2,0.0,2872,10,0.4866420321170608,0.9092146461969106,0.27911868109080035
0,2,0.0,2872,16,0.4976779109782062,0.8800826840598173,0.2782783972271946
0,2,0.0,2872,32,0.52430568465945,0.814681896837019,0.2783238860189415
0,2,0.0,2872,64,0.5676337696431164,0.6978818075967913,0.2843853459074656
0,2,0.0,2872,128,0.6251606038111757,0.5025901144624729,0.31141121118012116
0,2,0.0,2872,256,0.6741228178718148,0.23403954900308716,0.38654187012128544
0,2,0.0,2872,512,0.6853856562922871,0.0,0.4697534978512091
0,2,0.0,2873,10,0.480680686037846,0.9355631288132751,0.26727770353669533
0,2,0.0,2873,16,0.4885612180334576,0.9407240779694794,0.26044213836113084
0,2,0.0,2873,32,0.5070877825603414,0.9434524447239219,0.24392665626765014
0,2,0.0,2873,64,0.5374705567110754,0.9584779838923203,0.21815038971336065
0,2,0.0,2873,128,0.5819214689600842,0.9899024702916869,0.18253383229391507
0,2,0.0,2873,256,0.6403489604591993,0.9999202898578907,0.13544572057577253
0,2,0.0,2873,512,0.6853856562922871,1.0,0.09898218526663491
0,2,0.0,2888,10,0.47729493734276207,0.7805411132909773,0.26244061699553495
0,2,0.0,2888,16,0.48435301350330523,0.7837753433428595,0.2578380905513044
0,2,0.0,2888,32,0.4974181933533383,0.8013284944125229,0.2485916621713946
0,2,0.0,2888,64,0.5151908489435055,0.852142860866029,0.23497941335477712
0,2,0.0,2888,128,0.5353628613893326,0.9424507857193911,0.21750270503316194
0,2,0.0,2888,256,0.5584896632532225,0.9970464508615657,0.19591168917946214
0,2,0.0,2888,512,0.576271186440678,1.0,0.17954610744039068
0,2,0.0,2891,10,0.49223947029833526,0.9990782409515407,0.2588495328130683
0,2,0.0,2891,16,0.5009219333719496,0.9999502605475709,0.2504436139608903
0,2,0.0,2891,32,0.5139111227270454,0.999999986340796,0.23832632822919642
0,2,0.0,2891,64,0.527444495139391,0.9999999999999997,0.22687689512244213
0,2,0.0,2891,128,0.5501123985847762,1.0,0.2084984777206071
0,2,0.0,2891,256,0.5952035885478624,1.0,0.17199294006718835
0,2,0.0,2891,512,0.6853856562922871,1.0,0.09898218526663491
