split,group,map,problem_id,n,predicted,correct,brier
0,calibration,original,2837,64,0.7618194162168348,0.6244942903658177,0.2336013242206833
0,calibration,original,2837,128,0.7884739494215902,0.8095838498608092,0.14418510055834738
0,calibration,original,2837,256,0.824495962424624,0.9708147305405241,0.05061482345040237
0,calibration,original,2837,512,0.8952095808383234,1.0,0.010981031948079886
0,calibration,original,2850,10,0.5666241061918131,0.255965696186684,0.27188363162107626
0,calibration,original,2850,16,0.595979569318692,0.2958930327876449,0.28363565702585325
0,calibration,original,2850,32,0.63509990256758,0.3423478440722527,0.29484051830554003
0,calibration,original,2850,64,0.6766528894130068,0.3785644550565604,0.3089255188338479
0,calibration,original,2850,128,0.7119685125508918,0.3936526153640106,0.3229388485326155
0,calibration,original,2850,256,0.7417243917694148,0.3799417112222987,0.3591528202950798
0,calibration,original,2850,512,0.7537834691501746,0.0,0.5681895183640722
0,calibration,original,2854,10,0.3748414621038764,0.01953125,0.1662512091895079
0,calibration,original,2854,16,0.4448874983788631,0.03125,0.21334371465245874
0,calibration,original,2854,32,0.5325927344459901,0.0625,0.27503538410911055
0,calibration,original,2854,64,0.585526204503855,0.125,0.3079037259753839
0,calibration,original,2854,128,0.6214037971944067,0.25,0.31050421039651405
0,calibration,original,2854,256,0.6500925716622037,0.5,0.26654536223380104
0,calibration,original,2854,512,0.6567528035104827,1.0,0.11781863789791329
0,calibration,original,2855,10,0.7229667812796752,0.8468877885658164,0.10202634540960483
0,calibration,original,2855,16,0.7736995794461536,0.9456338161460689,0.06729179341025335
0,calibration,original,2855,32,0.8290002231131268,0.9949913440242615,0.033975639857636644
0,calibration,original,2855,64,0.8610040834328844,0.9998707196475802,0.020532822491012386
0,calibration,original,2855,128,0.8786994283720474,0.9999999337918427,0.015021533981671442
0,calibration,original,2855,256,0.8884093562928433,1.0,0.0125243254872576
0,calibration,original,2855,512,0.8952095808383234,1.0,0.010981031948079886
0,calibration,original,2856,10,0.9018318565185026,0.9703879788806993,0.028954053192475494
0,calibration,original,2856,16,0.9167887972138504,0.9934641050298716,0.012211576475754451
0,calibration,original,2856,32,0.9329153031660156,0.9998604762774016,0.005709721856486796
0,calibration,original,2856,64,0.949674332613615,0.9999999361639869,0.0038001916731678397
0,calibration,original,2856,128,0.9693702812579781,0.9999999999999982,0.0020252499621940486
0,calibration,original,2856,256,0.987353582105409,1.0,0.0004516014058441928
0,calibration,original,2856,512,0.9917355371900827,1.0,6.830134553650662e-05
0,calibration,original,2872,10,0.6078261698198213,0.9092146461969106,0.1892579038326972
0,calibration,original,2872,16,0.6322647068306553,0.8800826840598173,0.18509150346487413
0,calibration,original,2872,32,0.6680683125970913,0.814681896837019,0.19267302085013388
0,calibration,original,2872,64,0.6961422999950252,0.6978818075967913,0.23468748645188148
0,calibration,original,2872,128,0.7231997067405831,0.5025901144624729,0.3195631471196557
0,calibration,original,2872,256,0.7477901890565792,0.23403954900308716,0.44992923783220823
0,calibration,original,2872,512,0.7537834691501746,0.0,0.5681895183640722
0,calibration,original,2873,10,0.5830371145676732,0.9355631288132751,0.18816007716588973
0,calibration,original,2873,16,0.6022852920427041,0.9407240779694794,0.17467843025765586
0,calibration,original,2873,32,0.6361016230570253,0.9434524447239219,0.15077995526544385
0,calibration,original,2873,64,0.6698297052140105,0.9584779838923203,0.12304594022147414
0,calibration,original,2873,128,0.6983881988005305,0.9899024702916869,0.09617486543943966
0,calibration,original,2873,256,0.7295705239982735,0.9999202898578907,0.07491802926764352
0,calibration,original,2873,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,2877,10,0.6151365543372692,0.20813551183471357,0.3253399775008281
