generator,reward_model,split_seed,price_per_million,policy,gain_factor,cost_beta,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent,mean_cost_discount
gemma3_4b,rm_mistral_7b,73,0.5,top2_factor4_beta0,4.0,0.0,122,0.47881129637170416,0.5755118095031724,335113.025,523.4025,0.40795529700317235,-14.798314055131621,1.0
gemma3_4b,rm_mistral_7b,73,0.5,top2_factor4_beta2,4.0,2.0,122,0.47881129637170416,0.5758240779829087,337428.625,526.495,0.40710976548290867,-14.974903773601273,0.9902648344139279
gemma3_4b,rm_mistral_7b,73,0.5,top2_factor1_beta2,1.0,2.0,122,0.47881129637170416,0.527985265912349,106702.37,213.455,0.47463408091234893,-0.8724137235292866,0.9834947517288021
gemma3_4b,rm_mistral_7b,73,0.5,top2_factor0p25_beta2,0.25,2.0,122,0.47881129637170416,0.4711308892176088,33301.24,75.715,0.4544802692176088,-5.08154827141067,0.9710963356320166
gemma3_4b,rm_mistral_7b,73,1.0,current_beta0,1.0,0.0,68,0.4463375442315002,0.4954367023979638,43413.0975,107.8725,0.4520236048979638,1.2739373462866104,1.0
gemma3_4b,rm_mistral_7b,73,1.0,current_beta1,1.0,1.0,68,0.4463375442315002,0.4955236018559528,43885.3675,108.9275,0.4516382343559528,1.187596739946959,0.9875474302465487
gemma3_4b,rm_mistral_7b,73,1.0,current_beta2,1.0,2.0,68,0.4463375442315002,0.4964663093575814,44384.5325,110.025,0.4520817768575814,1.2869705227176371,0.9756173979634555
gemma3_4b,rm_mistral_7b,73,1.0,top2_factor4_beta0,4.0,0.0,68,0.4463375442315002,0.5535977057488018,190558.595,333.12,0.36303911074880185,-18.662654432559734,1.0
gemma3_4b,rm_mistral_7b,73,1.0,top2_factor4_beta2,4.0,2.0,68,0.4463375442315002,0.5543716980939637,192699.36,336.2275,0.3616723380939637,-18.96887394568437,0.9874966241436276
gemma3_4b,rm_mistral_7b,73,1.0,top2_factor1_beta2,1.0,2.0,68,0.4463375442315002,0.5012253662900779,59845.825,133.805,0.44137954129007784,-1.110819155928052,0.9781573268708453
gemma3_4b,rm_mistral_7b,73,1.0,top2_factor0p25_beta2,0.25,2.0,68,0.4463375442315002,0.4404468028778921,19183.15,43.1125,0.42126365287789214,-5.617697116826692,0.9628195148454999
gemma3_4b,rm_mistral_7b,73,2.0,current_beta0,1.0,0.0,38,0.4072321448986069,0.4604388845839884,23042.2875,58.4175,0.4143543095839884,1.7489200630649626,1.0
gemma3_4b,rm_mistral_7b,73,2.0,current_beta1,1.0,1.0,38,0.4072321448986069,0.46213310969946775,23403.4575,59.28,0.41532619469946774,1.9875763498178995,0.9829595414889453
gemma3_4b,rm_mistral_7b,73,2.0,current_beta2,1.0,2.0,38,0.4072321448986069,0.46312486962339655,23760.5125,60.14,0.41560384462339656,2.055756115930897,0.9670223718175819
gemma3_4b,rm_mistral_7b,73,2.0,top2_factor4_beta0,4.0,0.0,38,0.4072321448986069,0.5276971318369351,105358.155,211.1275,0.3169808218369351,-22.162131401523485,1.0
gemma3_4b,rm_mistral_7b,73,2.0,top2_factor4_beta2,4.0,2.0,38,0.4072321448986069,0.527985265912349,106702.37,213.455,0.314580525912349,-22.751548507872926,0.9834947517288021
gemma3_4b,rm_mistral_7b,73,2.0,top2_factor1_beta2,1.0,2.0,38,0.4072321448986069,0.4711308892176088,33301.24,75.715,0.4045284092176088,-0.6639298284449661,0.9710963356320166
gemma3_4b,rm_mistral_7b,73,2.0,top2_factor0p25_beta2,0.25,2.0,38,0.4072321448986069,0.4101023452629064,11161.3075,24.5975,0.3877797302629064,-4.776738496550598,0.9523777974977579
gemma3_4b,rm_mistral_7b,73,5.0,current_beta0,1.0,0.0,17,0.3555180458635609,0.409215670126943,9865.2375,25.3775,0.359889482626943,1.229596307203977,1.0
gemma3_4b,rm_mistral_7b,73,5.0,current_beta1,1.0,1.0,17,0.3555180458635609,0.40984662728065907,10087.925,25.9325,0.3594070022806591,1.0938843927463178,0.974865611392227
gemma3_4b,rm_mistral_7b,73,5.0,current_beta2,1.0,2.0,17,0.3555180458635609,0.4115836669471707,10340.145,26.52,0.3598829419471707,1.2277565469306537,0.9519607250704054
gemma3_4b,rm_mistral_7b,73,5.0,top2_factor4_beta0,4.0,0.0,17,0.3555180458635609,0.4886486773190024,48547.915,108.2975,0.2459091023190024,-30.83076789486622,1.0
gemma3_4b,rm_mistral_7b,73,5.0,top2_factor4_beta2,4.0,2.0,17,0.3555180458635609,0.48981331950189977,49572.14,112.0275,0.24195261950189975,-31.94364609138428,0.975991517569213
gemma3_4b,rm_mistral_7b,73,5.0,top2_factor1_beta2,1.0,2.0,17,0.3555180458635609,0.42743150229063204,16025.0325,35.32,0.347306339790632,-2.3097860062159326,0.9595817589778425
gemma3_4b,rm_mistral_7b,73,5.0,top2_factor0p25_beta2,0.25,2.0,17,0.3555180458635609,0.3753184838171675,5833.005,12.555,0.34615345881716747,-2.6340679904578805,0.9387566351350911
gemma3_4b,rm_mistral_7b,73,10.0,current_beta0,1.0,0.0,8,0.3167030179652927,0.37747204570307813,5407.885,13.5575,0.3233931957030781,2.1124452115320795,1.0
gemma3_4b,rm_mistral_7b,73,10.0,current_beta1,1.0,1.0,8,0.3167030179652927,0.3796594656586629,5554.5275,13.95,0.32411419065866287,2.3401016955835723,0.9682922477557065
gemma3_4b,rm_mistral_7b,73,10.0,current_beta2,1.0,2.0,8,0.3167030179652927,0.3816527753110923,5693.32,14.32,0.3247195753110923,2.531253853311281,0.9399970736094713
gemma3_4b,rm_mistral_7b,73,10.0,top2_factor4_beta0,4.0,0.0,8,0.3167030179652927,0.45855148831254494,27027.0175,61.36,0.18828131331254488,-40.54956769209616,1.0
gemma3_4b,rm_mistral_7b,73,10.0,top2_factor4_beta2,4.0,2.0,8,0.3167030179652927,0.4593055093391961,27667.4275,62.8925,0.1826312343391961,-42.33359836210637,0.9684138074987177
gemma3_4b,rm_mistral_7b,73,10.0,top2_factor1_beta2,1.0,2.0,8,0.3167030179652927,0.401379948704448,9456.7325,20.8625,0.30681262370444795,-3.122923906563038,0.949104206575963
gemma3_4b,rm_mistral_7b,73,10.0,top2_factor0p25_beta2,0.25,2.0,8,0.3167030179652927,0.3591184923000776,4073.0175,8.115,0.3183883173000776,0.5321387038280723,0.9294660684928651
gemma3_4b,rm_mistral_7b,74,0.1,current_beta0,1.0,0.0,395,0.5501443194809642,0.5857344845238441,317763.2225,504.0,0.5539581622738441,0.6932440557557823,1.0
gemma3_4b,rm_mistral_7b,74,0.1,current_beta1,1.0,1.0,395,0.5501443194809642,0.5858932051955886,319013.6625,505.655,0.5539918389455887,0.6993654807259354,0.9949726279720014
gemma3_4b,rm_mistral_7b,74,0.1,current_beta2,1.0,2.0,395,0.5501443194809642,0.5858932051955886,320240.8,507.295,0.5538691251955886,0.6770597428214101,0.990030279824449
gemma3_4b,rm_mistral_7b,74,0.1,top2_factor4_beta0,4.0,0.0,395,0.5501443194809642,0.613128542519566,754980.34,932.34,0.5376305085195661,-2.274641492836706,1.0
gemma3_4b,rm_mistral_7b,74,0.1,top2_factor4_beta2,4.0,2.0,395,0.5501443194809642,0.613128542519566,755466.6175,932.765,0.537581880769566,-2.283480582558819,0.9927524308037932
gemma3_4b,rm_mistral_7b,74,0.1,top2_factor1_beta2,1.0,2.0,395,0.5501443194809642,0.5889593640956171,408129.205,600.3075,0.5481464435956171,-0.3631548694771509,0.9908897389383852
gemma3_4b,rm_mistral_7b,74,0.1,top2_factor0p25_beta2,0.25,2.0,395,0.5501443194809642,0.5406554467532896,137782.7925,240.2575,0.5268771675032896,-4.229281509191275,0.9846410751961924
gemma3_4b,rm_mistral_7b,74,0.2,current_beta0,1.0,0.0,261,0.5236100882032058,0.565154854532894,180922.995,320.0525,0.528970255532894,1.023694434169886,1.0
gemma3_4b,rm_mistral_7b,74,0.2,current_beta1,1.0,1.0,261,0.5236100882032058,0.5655040211078524,181899.685,321.59,0.5291240841078524,1.0530728931461544,0.9934424158735525
gemma3_4b,rm_mistral_7b,74,0.2,current_beta2,1.0,2.0,261,0.5236100882032058,0.5655040211078524,182869.025,323.1,0.5289302161078524,1.016047632486022,0.9870492348262961
gemma3_4b,rm_mistral_7b,74,0.2,top2_factor4_beta0,4.0,0.0,261,0.5236100882032058,0.6045032361328684,613178.125,806.4975,0.48186761113286836,-7.972053635096834,1.0
gemma3_4b,rm_mistral_7b,74,0.2,top2_factor4_beta2,4.0,2.0,261,0.5236100882032058,0.6045761338086797,614801.15,807.9675,0.4816159038086797,-8.020125154316874,0.9922290538783061
gemma3_4b,rm_mistral_7b,74,0.2,top2_factor1_beta2,1.0,2.0,261,0.5236100882032058,0.5666352857241606,242851.925,396.31,0.5180649007241606,-1.059029916339807,0.9884031818041308
gemma3_4b,rm_mistral_7b,74,0.2,top2_factor0p25_beta2,0.25,2.0,261,0.5236100882032058,0.5136098935694169,77913.995,142.2325,0.4980270945694169,-4.885886313149194,0.9798584678767207
gemma3_4b,rm_mistral_7b,74,0.5,current_beta0,1.0,0.0,102,0.479601287626045,0.5297733386106891,81273.1125,154.9725,0.4891367823606891,1.988212913656546,1.0
gemma3_4b,rm_mistral_7b,74,0.5,current_beta1,1.0,1.0,102,0.479601287626045,0.5305064887315045,81974.975,156.15,0.4895190012315045,2.0679080438984467,0.9902925748053713
gemma3_4b,rm_mistral_7b,74,0.5,current_beta2,1.0,2.0,102,0.479601287626045,0.530691117019384,82655.65,157.3025,0.489363292019384,2.035441656476672,0.9809502337706618
gemma3_4b,rm_mistral_7b,74,0.5,top2_factor4_beta0,4.0,0.0,102,0.479601287626045,0.5812107712560587,344744.565,527.785,0.40883848875605866,-14.754505606157075,1.0
gemma3_4b,rm_mistral_7b,74,0.5,top2_factor4_beta2,4.0,2.0,102,0.479601287626045,0.5819396962967109,347925.51,531.5725,0.4079769412967109,-14.934143876857362,0.9902279671199226
gemma3_4b,rm_mistral_7b,74,0.5,top2_factor1_beta2,1.0,2.0,102,0.479601287626045,0.5311762094946526,114698.56,203.3075,0.4738269294946526,-1.203991373746011,0.9832378624998752
gemma3_4b,rm_mistral_7b,74,0.5,top2_factor0p25_beta2,0.25,2.0,102,0.479601287626045,0.47227936808842685,35995.6475,68.11,0.4542815443384269,-5.279331799325866,0.9705964222457613
gemma3_4b,rm_mistral_7b,74,1.0,current_beta0,1.0,0.0,62,0.4445758020279771,0.49655525232197684,43914.42,90.23,0.4526408323219768,1.8140956519023972,1.0
gemma3_4b,rm_mistral_7b,74,1.0,current_beta1,1.0,1.0,62,0.4445758020279771,0.4967384485667129,44470.3725,91.22,0.45226807606671293,1.7302502753516427,0.9869117794644017
gemma3_4b,rm_mistral_7b,74,1.0,current_beta2,1.0,2.0,62,0.4445758020279771,0.4976058607625589,44976.565,92.165,0.4526292957625589,1.8115006929853106,0.9743761611073412
gemma3_4b,rm_mistral_7b,74,1.0,top2_factor4_beta0,4.0,0.0,62,0.4445758020279771,0.5593682737505049,200769.7325,334.6525,0.35859854125050494,-19.339167895616058,1.0
gemma3_4b,rm_mistral_7b,74,1.0,top2_factor4_beta2,4.0,2.0,62,0.4445758020279771,0.5599426719250752,203016.885,337.9375,0.35692578692507515,-19.71542641391583,0.9873064777861744
gemma3_4b,rm_mistral_7b,74,1.0,top2_factor1_beta2,1.0,2.0,62,0.4445758020279771,0.504143394363736,64568.42,119.1825,0.439574974363736,-1.12485376879023,0.9779774323295175
gemma3_4b,rm_mistral_7b,74,1.0,top2_factor0p25_beta2,0.25,2.0,62,0.4445758020279771,0.4365801331538303,20073.89,37.1975,0.41650624315383034,-6.313784678811722,0.9615422490261668
gemma3_4b,rm_mistral_7b,74,2.0,current_beta0,1.0,0.0,34,0.40577597106325314,0.46126090162501177,23313.93,48.3325,0.41463304162501174,2.1827489041676027,1.0
gemma3_4b,rm_mistral_7b,74,2.0,current_beta1,1.0,1.0,34,0.40577597106325314,0.46225930007243227,23687.2125,49.0325,0.41488487507243227,2.244811092512725,0.982022502554932
gemma3_4b,rm_mistral_7b,74,2.0,current_beta2,1.0,2.0,34,0.40577597106325314,0.46316852423377114,24086.685,49.7425,0.41499515423377115,2.271988443860049,0.965336606278875
gemma3_4b,rm_mistral_7b,74,2.0,top2_factor4_beta0,4.0,0.0,34,0.40577597106325314,0.5308151907347097,113194.885,200.87,0.30442542073470974,-24.97697191457024,1.0
gemma3_4b,rm_mistral_7b,74,2.0,top2_factor4_beta2,4.0,2.0,34,0.40577597106325314,0.5311762094946526,114698.56,203.3075,0.3017790894946526,-25.629137500699695,0.9832378624998752
gemma3_4b,rm_mistral_7b,74,2.0,top2_factor1_beta2,1.0,2.0,34,0.40577597106325314,0.47227936808842685,35995.6475,68.11,0.40028807308842684,-1.3524452816775665,0.9705964222457613
gemma3_4b,rm_mistral_7b,74,2.0,top2_factor0p25_beta2,0.25,2.0,34,0.40577597106325314,0.40000230655658214,11429.545,20.7175,0.3771432165565821,-7.056296219720633,0.950339878094445
gemma3_4b,rm_mistral_7b,74,5.0,current_beta0,1.0,0.0,16,0.35132979798052494,0.40097450109150656,9941.6875,21.0875,0.3512660635915066,-0.018140900482881327,1.0
gemma3_4b,rm_mistral_7b,74,5.0,current_beta1,1.0,1.0,16,0.35132979798052494,0.40243863798335916,10203.7525,21.5575,0.3514198754833592,0.025639015919518914,0.9736335308904597
gemma3_4b,rm_mistral_7b,74,5.0,current_beta2,1.0,2.0,16,0.35132979798052494,0.4041788196075848,10440.255,22.0025,0.3519775446075848,0.18436996542370118,0.949626685412385
gemma3_4b,rm_mistral_7b,74,5.0,top2_factor4_beta0,4.0,0.0,16,0.35132979798052494,0.49400374331606295,52670.505,98.895,0.23065121831606294,-34.349087483650194,1.0
gemma3_4b,rm_mistral_7b,74,5.0,top2_factor4_beta2,4.0,2.0,16,0.35132979798052494,0.49487436348525976,53772.0325,100.8775,0.2260142009852597,-35.66893491972229,0.9758121291498862
gemma3_4b,rm_mistral_7b,74,5.0,top2_factor1_beta2,1.0,2.0,16,0.35132979798052494,0.42287979461442354,16683.335,31.065,0.33946311961442355,-3.377646426324245,0.9582503978357301
gemma3_4b,rm_mistral_7b,74,5.0,top2_factor0p25_beta2,0.25,2.0,16,0.35132979798052494,0.35924833811693374,5920.755,10.5325,0.32964456311693374,-6.172330097885196,0.9365752142438805
gemma3_4b,rm_mistral_7b,74,10.0,current_beta0,1.0,0.0,8,0.3004838188365674,0.3630591391157519,5517.5175,11.45,0.30788396411575186,2.462743354313333,1.0
gemma3_4b,rm_mistral_7b,74,10.0,current_beta1,1.0,1.0,8,0.3004838188365674,0.36502917131041746,5674.4,11.77,0.30828517131041744,2.5962637535877415,0.9668243586340054
gemma3_4b,rm_mistral_7b,74,10.0,current_beta2,1.0,2.0,8,0.3004838188365674,0.3662172457849228,5799.76,12.0325,0.3082196457849228,2.5744570800209705,0.9372534520755024
gemma3_4b,rm_mistral_7b,74,10.0,top2_factor4_beta0,4.0,0.0,8,0.3004838188365674,0.4599576967808831,28971.9525,54.5125,0.17023817178088307,-43.34531142474753,1.0
gemma3_4b,rm_mistral_7b,74,10.0,top2_factor4_beta2,4.0,2.0,8,0.3004838188365674,0.46066853877640895,29754.4875,55.8375,0.1631236637764089,-45.71299565880066,0.9678081274010312
gemma3_4b,rm_mistral_7b,74,10.0,top2_factor1_beta2,1.0,2.0,8,0.3004838188365674,0.38735090029513536,9570.2725,17.3625,0.29164817529513537,-2.940472327475878,0.946579131397933
gemma3_4b,rm_mistral_7b,74,10.0,top2_factor0p25_beta2,0.25,2.0,8,0.3004838188365674,0.34243935079465254,4145.51,6.88,0.3009842507946525,0.16654206540063932,0.9279764151676777
gemma3_4b,rm_mistral_7b,75,0.1,current_beta0,1.0,0.0,540,0.5515161673737853,0.5863383672972146,316167.1,489.165,0.5547216572972146,0.5812141353340945,1.0
gemma3_4b,rm_mistral_7b,75,0.1,current_beta1,1.0,1.0,540,0.5515161673737853,0.5864280608246067,317586.735,490.9625,0.5546693873246067,0.5717366302852803,0.9941929343859087
gemma3_4b,rm_mistral_7b,75,0.1,current_beta2,1.0,2.0,540,0.5515161673737853,0.5865402383480341,318954.8,492.6975,0.5546447583480342,0.567270944956454,0.9885391937504973
gemma3_4b,rm_mistral_7b,75,0.1,top2_factor4_beta0,4.0,0.0,540,0.5515161673737853,0.6143588609221272,780806.93,930.08,0.5362781679221272,-2.762928877356124,1.0
gemma3_4b,rm_mistral_7b,75,0.1,top2_factor4_beta2,4.0,2.0,540,0.5515161673737853,0.6143588609221272,781338.6075,930.55,0.5362250001721272,-2.7725691659179725,0.9918755475014852
gemma3_4b,rm_mistral_7b,75,0.1,top2_factor1_beta2,1.0,2.0,540,0.5515161673737853,0.5900093361063157,424380.4325,592.8825,0.5475712928563157,-0.7152781279748062,0.9899220670004031
gemma3_4b,rm_mistral_7b,75,0.1,top2_factor0p25_beta2,0.25,2.0,540,0.5515161673737853,0.5424273968464489,140985.39,238.88,0.5283288578464489,-4.2042846427784575,0.983292964405002
gemma3_4b,rm_mistral_7b,75,0.2,current_beta0,1.0,0.0,238,0.5253630113909636,0.5664474522632016,177755.305,304.4675,0.5308963912632015,1.0532488493218413,1.0
gemma3_4b,rm_mistral_7b,75,0.2,current_beta1,1.0,1.0,238,0.5253630113909636,0.5664474522632016,178845.86,306.145,0.5306782802632016,1.0117326033603233,0.9924387509479052
gemma3_4b,rm_mistral_7b,75,0.2,current_beta2,1.0,2.0,238,0.5253630113909636,0.5666050837236946,179983.9325,307.865,0.5306082972236945,0.9984117113314332,0.9851539413224693
gemma3_4b,rm_mistral_7b,75,0.2,top2_factor4_beta0,4.0,0.0,238,0.5253630113909636,0.6056195213460756,640509.64,805.33,0.4775175933460756,-9.107115843235976,1.0
gemma3_4b,rm_mistral_7b,75,0.2,top2_factor4_beta2,4.0,2.0,238,0.5253630113909636,0.6057069116040249,642078.3175,806.745,0.4772912481040249,-9.150199432514823,0.9913588910701903
gemma3_4b,rm_mistral_7b,75,0.2,top2_factor1_beta2,1.0,2.0,238,0.5253630113909636,0.5656267256852644,244910.3625,381.3625,0.5166446531852644,-1.6594922018998415,0.9871762355942836
gemma3_4b,rm_mistral_7b,75,0.2,top2_factor0p25_beta2,0.25,2.0,238,0.5253630113909636,0.5156784135061464,79101.86,144.95,0.4998580415061464,-4.854732695644046,0.9780444581982825
gemma3_4b,rm_mistral_7b,75,0.5,current_beta0,1.0,0.0,124,0.4839742336718066,0.530758939714114,80317.8875,151.645,0.490599995964114,1.369032033387238,1.0
gemma3_4b,rm_mistral_7b,75,0.5,current_beta1,1.0,1.0,124,0.4839742336718066,0.5311751097510357,81114.5875,152.875,0.49061781600103566,1.3727140552143995,0.9890539890141966
gemma3_4b,rm_mistral_7b,75,0.5,current_beta2,1.0,2.0,124,0.4839742336718066,0.5314273325027198,81871.085,154.075,0.4904917900027198,1.346674239549066,0.9786592900233825
gemma3_4b,rm_mistral_7b,75,0.5,top2_factor4_beta0,4.0,0.0,124,0.4839742336718066,0.5822321825990349,353053.5875,513.72,0.40570538884903484,-16.17210987224736,1.0
gemma3_4b,rm_mistral_7b,75,0.5,top2_factor4_beta2,4.0,2.0,124,0.4839742336718066,0.5832445820813532,356706.32,517.7975,0.4048914220813532,-16.340293777722298,0.9891943939926858
gemma3_4b,rm_mistral_7b,75,0.5,top2_factor1_beta2,1.0,2.0,124,0.4839742336718066,0.5341691612589015,117275.6825,203.91,0.47553132000890147,-1.7444965197528344,0.9817831839778777
gemma3_4b,rm_mistral_7b,75,0.5,top2_factor0p25_beta2,0.25,2.0,124,0.4839742336718066,0.4749220160087625,36394.8025,66.9925,0.45672461475876247,-5.630386292738607,0.9680325548346308
gemma3_4b,rm_mistral_7b,75,1.0,current_beta0,1.0,0.0,65,0.4485811989699497,0.4979616826362215,43379.8025,89.9825,0.4545818801362215,1.3377023335018918,1.0
gemma3_4b,rm_mistral_7b,75,1.0,current_beta1,1.0,1.0,65,0.4485811989699497,0.4982217811005103,43974.4375,90.96,0.4542473436005103,1.2631257492671157,0.985318722443658
gemma3_4b,rm_mistral_7b,75,1.0,current_beta2,1.0,2.0,65,0.4485811989699497,0.4994642178845823,44549.2625,91.9275,0.45491495538458226,1.4119531601360917,0.9715285532669174
gemma3_4b,rm_mistral_7b,75,1.0,top2_factor4_beta0,4.0,0.0,65,0.4485811989699497,0.557799407252153,203034.795,324.415,0.35476461225215306,-20.914070169062384,1.0
gemma3_4b,rm_mistral_7b,75,1.0,top2_factor4_beta2,4.0,2.0,65,0.4485811989699497,0.5588602418057618,205597.2775,327.8275,0.35326296430576176,-21.248825158758663,0.9860396279018735
gemma3_4b,rm_mistral_7b,75,1.0,top2_factor1_beta2,1.0,2.0,65,0.4485811989699497,0.5040265689340437,64869.0675,120.21,0.43915750143404375,-2.100778534085917,0.9758776044900165
gemma3_4b,rm_mistral_7b,75,1.0,top2_factor0p25_beta2,0.25,2.0,65,0.4485811989699497,0.4416511453461585,20332.9475,36.795,0.42131819784615854,-6.077606726807445,0.9582529499150994
gemma3_4b,rm_mistral_7b,75,2.0,current_beta0,1.0,0.0,31,0.406430250562853,0.462328428016307,23019.375,48.2925,0.416289678016307,2.425859649915331,1.0
gemma3_4b,rm_mistral_7b,75,2.0,current_beta1,1.0,1.0,31,0.406430250562853,0.4631735958234402,23476.925,49.0925,0.4162197458234402,2.4086532060618087,0.9800096376661113
gemma3_4b,rm_mistral_7b,75,2.0,current_beta2,1.0,2.0,31,0.406430250562853,0.46447265166912105,23911.055,49.845,0.4166505416691211,2.514648231059161,0.961835505954571
gemma3_4b,rm_mistral_7b,75,2.0,top2_factor4_beta0,4.0,0.0,31,0.406430250562853,0.5339393392245126,115420.7575,201.18,0.30309782422451265,-25.424393532528242,1.0
gemma3_4b,rm_mistral_7b,75,2.0,top2_factor4_beta2,4.0,2.0,31,0.406430250562853,0.5341691612589015,117275.6825,203.91,0.2996177962589015,-26.280635891651798,0.9817831839778777
gemma3_4b,rm_mistral_7b,75,2.0,top2_factor1_beta2,1.0,2.0,31,0.406430250562853,0.4749220160087625,36394.8025,66.9925,0.4021324110087625,-1.0574605478156505,0.9680325548346308
gemma3_4b,rm_mistral_7b,75,2.0,top2_factor0p25_beta2,0.25,2.0,31,0.406430250562853,0.40326281590178165,11501.4375,20.5325,0.38025994090178167,-6.439065405399534,0.946289053689879
gemma3_4b,rm_mistral_7b,75,5.0,current_beta0,1.0,0.0,16,0.35196257828839494,0.40304302529247793,9827.35,20.7775,0.3539062752924779,0.5522453590194837,1.0
gemma3_4b,rm_mistral_7b,75,5.0,current_beta1,1.0,1.0,16,0.35196257828839494,0.40438904566917067,10129.1575,21.3025,0.3537432581691707,0.5059287522654367,0.9708793056747961
gemma3_4b,rm_mistral_7b,75,5.0,current_beta2,1.0,2.0,16,0.35196257828839494,0.40598461324538,10407.95,21.8025,0.35394486324538,0.56320901120368,0.9452864400533251
gemma3_4b,rm_mistral_7b,75,5.0,top2_factor4_beta0,4.0,0.0,16,0.35196257828839494,0.49238610181506376,52543.8875,97.47,0.22966666431506377,-34.74685137495584,1.0
gemma3_4b,rm_mistral_7b,75,5.0,top2_factor4_beta2,4.0,2.0,16,0.35196257828839494,0.4930771589505661,53742.355,99.51,0.22436538395056604,-36.25305706030967,0.9735411290672537
gemma3_4b,rm_mistral_7b,75,5.0,top2_factor1_beta2,1.0,2.0,16,0.35196257828839494,0.42851355268790586,16880.2825,30.1875,0.34411214018790587,-2.2304752222994852,0.9546555714420366
gemma3_4b,rm_mistral_7b,75,5.0,top2_factor0p25_beta2,0.25,2.0,16,0.35196257828839494,0.3585489768555498,5994.4475,10.4125,0.3285767393555498,-6.644410620745875,0.9313079352405775
gemma3_4b,rm_mistral_7b,75,10.0,current_beta0,1.0,0.0,9,0.3005973483109626,0.3609707942427098,5440.89,11.1525,0.30656189424270974,1.9842310536874568,1.0
gemma3_4b,rm_mistral_7b,75,10.0,current_beta1,1.0,1.0,9,0.3005973483109626,0.3634020129577108,5622.1775,11.5025,0.30718023795771077,2.1899360336134137,0.9628741732906221
gemma3_4b,rm_mistral_7b,75,10.0,current_beta2,1.0,2.0,9,0.3005973483109626,0.36597147804535474,5779.73,11.825,0.30817417804535474,2.5205910088581587,0.9309970330829378
gemma3_4b,rm_mistral_7b,75,10.0,top2_factor4_beta0,4.0,0.0,9,0.3005973483109626,0.46452326004422473,29273.545,53.8575,0.17178781004422472,-42.85118913739941,1.0
gemma3_4b,rm_mistral_7b,75,10.0,top2_factor4_beta2,4.0,2.0,9,0.3005973483109626,0.4653021319309402,30208.525,55.5025,0.1632168819309402,-45.70248778039943,0.965097512224078
gemma3_4b,rm_mistral_7b,75,10.0,top2_factor1_beta2,1.0,2.0,9,0.3005973483109626,0.39099795420587286,9664.8875,17.14,0.29434907920587283,-2.078617506175078,0.942270162301979
gemma3_4b,rm_mistral_7b,75,10.0,top2_factor0p25_beta2,0.25,2.0,9,0.3005973483109626,0.3448606692825106,4253.7025,6.9375,0.3023236442825106,0.5742884896516702,0.9215558172029407
granite42_8b,fsfairx_llama3_rm,71,0.1,current_beta0,1.0,0.0,385,0.5686597683317353,0.6094296041227858,322017.85,433.8425,0.5772278191227858,1.506709506843855,1.0
granite42_8b,fsfairx_llama3_rm,71,0.1,current_beta1,1.0,1.0,385,0.5686597683317353,0.6094296041227858,324582.795,436.5225,0.5769713246227858,1.4616044168965823,0.9890252433760771
granite42_8b,fsfairx_llama3_rm,71,0.1,current_beta2,1.0,2.0,385,0.5686597683317353,0.6098556409723312,327182.1325,439.2325,0.5771374277223312,1.490813991548355,0.9784864372028115
granite42_8b,fsfairx_llama3_rm,71,0.1,top2_factor4_beta0,4.0,0.0,385,0.5686597683317353,0.6479527007504313,1053572.5125,928.23,0.5425954495004313,-4.583464539397314,1.0
granite42_8b,fsfairx_llama3_rm,71,0.1,top2_factor4_beta2,4.0,2.0,385,0.5686597683317353,0.6479527007504313,1055255.5525,929.2275,0.5424271455004313,-4.613061146959997,0.9848612087285217
granite42_8b,fsfairx_llama3_rm,71,0.1,top2_factor1_beta2,1.0,2.0,385,0.5686597683317353,0.6246223460385137,529200.2375,600.2325,0.5717023222885137,0.5350394253675289,0.9812902839897333
granite42_8b,fsfairx_llama3_rm,71,0.1,top2_factor0p25_beta2,0.25,2.0,385,0.5686597683317353,0.5669855999690635,186932.4125,300.0225,0.5482923587190635,-3.5816512345199363,0.9714904603768896
granite42_8b,fsfairx_llama3_rm,71,0.2,current_beta0,1.0,0.0,210,0.5340909360130923,0.5824179349520107,188258.3775,304.965,0.5447662594520106,1.998783862277831,1.0
granite42_8b,fsfairx_llama3_rm,71,0.2,current_beta1,1.0,1.0,210,0.5340909360130923,0.58265471937247,190257.24,307.23,0.54460327137247,1.9682669467957394,0.9861170260417877
granite42_8b,fsfairx_llama3_rm,71,0.2,current_beta2,1.0,2.0,210,0.5340909360130923,0.5831164858641431,192220.3025,309.4425,0.5446724253641431,1.9812149275627018,0.9729441649262691
granite42_8b,fsfairx_llama3_rm,71,0.2,top2_factor4_beta0,4.0,0.0,210,0.5340909360130923,0.6393119236222732,812432.695,784.915,0.4768253846222732,-10.722060145468442,1.0
granite42_8b,fsfairx_llama3_rm,71,0.2,top2_factor4_beta2,4.0,2.0,210,0.5340909360130923,0.6394458386011237,816793.275,788.08,0.4760871836011237,-10.86027649990802,0.9837999859526784
granite42_8b,fsfairx_llama3_rm,71,0.2,top2_factor1_beta2,1.0,2.0,210,0.5340909360130923,0.5985367685345289,319332.375,439.4975,0.5346702935345289,0.10847544535418988,0.9772864700627514
