reward_model,price_per_million,most_selected_model,model_selection_counts,fixed_n,adaptive_utility,fixed_utility,adaptive_output_tokens,fixed_output_tokens,adaptive_cost_dollars,fixed_cost_dollars,adaptive_profit,fixed_profit,profit_improvement_percent,direct_cost_saving_percent,matched_quality_cost_saving_percent
rm_mistral_7b,0.02,granite42_8b,"{""gemma3_4b"": 0, ""granite42_8b"": 3, ""ministral3_8b"": 2, ""qwen35_9b"": 0}",956.0,0.6487507536922189,0.6524435227469191,911968.15,1054666.392,0.018239363,0.02109332784,0.6305113906922191,0.6313501949069191,-0.13288882382922124,13.322356392873166,4.440799070857517
rm_mistral_7b,0.1,ministral3_8b,"{""gemma3_4b"": 0, ""granite42_8b"": 0, ""ministral3_8b"": 4, ""qwen35_9b"": 1}",549.0,0.6082546298125375,0.6213652694279101,328994.728,530217.114,0.03289947280000001,0.053021711400000004,0.5753551570125376,0.56834355802791,1.237462612717493,37.45530957064996,18.215214480523645
rm_mistral_7b,0.2,ministral3_8b,"{""gemma3_4b"": 0, ""granite42_8b"": 0, ""ministral3_8b"": 3, ""qwen35_9b"": 2}",267.2,0.579111752597146,0.5807956340957728,189750.5155,247759.06949999998,0.03795010310000001,0.049551813900000005,0.541161649497146,0.5312438201957728,1.867563519528262,22.564393393392482,18.347981302114825
rm_mistral_7b,1.0,qwen35_9b,"{""gemma3_4b"": 1, ""granite42_8b"": 0, ""ministral3_8b"": 0, ""qwen35_9b"": 4}",72.8,0.5067877114709246,0.5095959643484511,47154.116,60124.88350000001,0.04715411599999999,0.060124883500000004,0.4596335954709246,0.449471080848451,2.2583056443840053,21.447564044124785,15.719392450251814
rm_mistral_7b,2.0,qwen35_9b,"{""gemma3_4b"": 2, ""granite42_8b"": 0, ""ministral3_8b"": 0, ""qwen35_9b"": 3}",36.0,0.4666960964773418,0.46764642615477436,25113.057,29351.545499999997,0.050226114,0.058703091,0.4164699824773418,0.4089433351547743,1.8397948760003018,14.030878644595685,11.066643035350781
rm_mistral_7b,10.0,gemma3_4b,"{""gemma3_4b"": 5, ""granite42_8b"": 0, ""ministral3_8b"": 0, ""qwen35_9b"": 0}",8.0,0.374281633126131,0.37315326365027335,5715.7275,6507.3605,0.05715727500000001,0.065073605,0.3171243581261309,0.3080796586502734,2.932166227125257,11.107493410160627,12.021694363508173
