generator,split_seed,method,target,attained_quality,fixed_attained_quality,mean_length,fixed_mean_length,samples,train_feasible,fixed_train_feasible,matched_feasible,matched_length,matched_saving_percent,unmatched_train_baseline_saving,adaptive_low,adaptive_high,adaptive_high_weight,fixed_low,fixed_high,fixed_high_weight
gemma2_9b,72,moment_envelope,0.55,0.5438457944416838,0.5424862225967397,129391.14476270504,172969.96809297413,171.448413097391,True,True,True,176224.53786393267,26.57597725544263,25.194444914763913,1349,1348,0.19513833398349975,132,137,0.14586325500724062
gemma2_9b,72,moment_envelope,0.6,0.5928520690103732,0.5821403291795061,399359.1929085387,393915.93442422425,450.2282148131013,True,True,True,486695.20417700754,17.944703485655346,-1.3818325202484383,1345,1344,0.8119940837343845,272,320,0.6314187319166742
gemma2_9b,72,all_train_selected,0.3,0.32302606673001094,0.3114041636926145,5259.4375,4763.629294295971,4.01,True,True,True,5259.105,-0.006322368539901646,-10.408202970321723,1273,1273,0.0,3,5,0.31397694798443676
gemma2_9b,72,all_train_selected,0.35,0.3583807688400609,0.3591953034477548,7796.816794555916,8840.28982170609,8.68285386576069,True,True,True,8574.01165133231,9.064541644932634,11.803606535478872,1164,1067,0.2953846466305804,6,7,0.7363991241607317
gemma2_9b,72,all_train_selected,0.4,0.40733322737170136,0.4035225783613322,13979.06441966259,16594.90853772944,17.098533819966928,True,True,True,17797.72431476409,21.455888559492596,15.762931818030712,817,380,0.762993708842881,12,13,0.6746374367926431
gemma2_9b,72,all_train_selected,0.45,0.4487415183383748,0.4470195150877291,26342.71002990407,34891.98428943084,31.512672222425262,True,True,True,35510.352671003355,25.81681665072647,24.502115410261826,1357,1356,0.7650040331080328,24,28,0.6945344229181347
gemma2_9b,72,all_train_selected,0.5,0.4974595886252648,0.5018759445499742,53152.318474724976,80656.7038326229,70.643965961142,True,True,True,73676.47702411587,27.85713891107049,34.1005571154686,1108,1352,0.08013223231091376,51,68,0.6406450134863044
gemma2_9b,72,all_train_selected,0.55,0.5425215174536957,0.5424862225967397,130730.3906371784,172969.96809297413,179.00936994314964,True,True,True,171499.13881210535,23.771984196138284,24.420179943081955,1349,468,0.3600966775204239,132,137,0.14586325500724062
gemma2_9b,72,all_train_selected,0.6,0.5897521496012884,0.5821403291795061,361356.3814171238,393915.93442422425,434.2575842879112,True,True,True,452811.385878374,20.197152128549877,8.265609527751616,1101,464,0.7195940570842241,272,320,0.6314187319166742
gemma2_9b,73,spacing,0.3,0.3144699884270339,0.30241188577087436,5474.6975,4599.613726266451,4.205,True,True,True,5511.269502583504,0.6635858138739126,-19.025157889592247,293,293,0.0,3,4,0.3588253945779295
gemma2_9b,73,spacing,0.35,0.34814328346023293,0.34961467276851466,7590.212777219884,8525.33614397569,12.158230628268473,True,True,True,8332.533837393014,8.90870741912737,10.968756550632886,431,333,0.14358347859868947,6,8,0.13543959804952685
gemma2_9b,73,spacing,0.4,0.403159562574706,0.39512036342799534,14222.035429988911,16219.670368266365,18.305471573792218,True,True,True,17811.783867669154,20.153783946346504,12.316125376911524,333,136,0.8978712928633289,10,12,0.9636668982290426
gemma2_9b,73,spacing,0.45,0.46175250075079577,0.44460613189724685,32258.420233511082,35936.7465328773,61.29657817187709,True,True,True,45165.5697369187,28.577408806286364,10.235557345184398,377,375,0.3904840947959423,26,31,0.07713927722010187
gemma2_9b,73,spacing,0.5,0.512385134050985,0.49518422427584186,71141.71925216034,79642.31789729823,142.3106322472046,True,True,True,100380.4388287007,29.12790571321994,10.67346966985533,226,470,0.09627231197359279,49,64,0.6333738882249479
gemma2_9b,73,spacing,0.55,0.5669488844749815,0.5545300647837522,176732.99611044046,203634.42139408123,286.04605736356433,True,True,True,248115.78985673358,28.76995204034003,13.21064734511661,223,467,0.5589871094729079,100,161,0.8157598581946647
