generator,split_seed,method,target,attained_quality,mean_length,samples,train_feasible,matched_feasible,matched_length,matched_saving_percent,adaptive_low,adaptive_high,adaptive_high_weight
gemma2_9b,73,all_train_selected,0.4,0.40258315512017423,12284.698895224321,23.170290540296666,True,True,17634.751482093132,30.33812295172642,526,525,0.6235973813806727
gemma2_9b,73,all_train_selected,0.45,0.45320441669084893,23940.939597375913,43.81266828001903,True,True,39942.575138792265,40.06160215212451,523,522,0.23837405211610532
gemma2_9b,73,all_train_selected,0.5,0.5164470229012297,57914.83346043955,97.30468870998475,True,True,107505.34121012308,46.128412962065845,520,519,0.8056065585430457
gemma2_9b,73,all_train_selected,0.55,0.566917988645232,132395.56540609326,197.2512597342197,True,True,247979.47692588807,46.61027313737684,516,515,0.38205772615189953
gemma2_9b,73,all_train_selected,0.6,0.6202177568655631,370386.8308860255,438.67692065252913,True,True,649454.9260643616,42.96958633749437,511,510,0.8685808172324373
gemma2_9b,73,oracle_gain,0.3,0.31702600209273996,5478.06,4.3825,True,True,5710.174204749132,4.064923353057825,636,636,0.0
gemma2_9b,73,oracle_gain,0.35,0.37102167915439294,6660.013167772728,10.092020567943424,True,True,11394.359219076292,41.549910444962826,629,628,0.32379905916573415
gemma2_9b,73,oracle_gain,0.4,0.418054441031815,9835.095121282424,24.360557167081474,True,True,23503.841446920793,58.15537156556634,626,625,0.9022384413066867
gemma2_9b,73,oracle_gain,0.45,0.46796577395936717,17902.034371214315,39.63872902738968,True,True,49982.10204394866,64.18311027520758,623,622,0.9321136356163569
gemma2_9b,73,oracle_gain,0.5,0.5176021899267172,36677.762787953085,70.8682968033169,True,True,109551.48273650132,66.5200672124427,619,618,0.14332327754990107
gemma2_9b,73,oracle_gain,0.55,0.5729206872426171,88461.48942900622,133.38226562382977,True,True,274721.55972790736,67.79958241478347,616,614,0.4225147811231853
gemma2_9b,73,oracle_gain,0.6,0.6245649895906942,235584.60741092035,248.06914989050333,True,True,701674.8767851075,66.42538942105097,612,610,0.8592130167372688
gemma2_9b,74,spacing,0.3,0.3195494738948696,5559.9725,4.1175,True,True,5639.51217660162,1.4103999443716209,440,440,0.0
gemma2_9b,74,spacing,0.35,0.3538890807848937,7943.416314883088,12.833375835786262,True,True,8651.40389446739,8.183499328208033,431,332,0.18238420134634742
gemma2_9b,74,spacing,0.4,0.4070218810072707,14431.36117018505,20.80213626777239,True,True,19016.8094172365,24.11260557144398,332,380,0.8211088836613765
gemma2_9b,74,spacing,0.45,0.4496742400714803,28095.119694898334,51.06574607791938,True,True,36500.302374162384,23.027706984734074,377,375,0.16277411165145125
gemma2_9b,74,spacing,0.5,0.5059927302555863,64794.48012733519,121.30903814481181,True,True,88845.95492155523,27.070984622153937,373,470,0.02194288087180197
gemma2_9b,74,spacing,0.55,0.5585785107979054,161106.4574428994,251.73604556814516,True,True,210719.06084366032,23.544430770584256,223,467,0.289257354483655
gemma2_9b,74,spacing,0.6,0.6181925799505811,489494.57339428394,539.7702762995063,True,True,614871.556317238,20.390759929422863,464,218,0.7711520449122518
gemma2_9b,74,direct_gain,0.3,0.32101009558790605,5564.625,4.305,True,True,5762.08581185016,3.426898145877444,538,538,0.0
gemma2_9b,74,direct_gain,0.35,0.349616408244659,6609.009004061552,10.735833201623445,True,True,8162.693546290404,19.03396879250643,533,530,0.936822744159437
gemma2_9b,74,direct_gain,0.4,0.3931572632606042,12279.432630938762,28.450989350921365,True,True,15291.34534361472,19.696845797375552,526,525,0.37981027395526934
