split,method,divisor,adaptive_accuracy,fixed_accuracy,accuracy_gap_pp,adaptive_chars,fixed_chars,cost_mismatch,fixed_n_low,fixed_n_high,fixed_high_weight
79,shifted_exponential_calibrated_probability,1000000.0,0.32787698412698413,0.30853174603174605,1.9345238095238082,36676.69543650794,36676.69543650794,0.0,61,62,0.8579212045543699
79,selected_ucb,1000000.0,0.32837301587301587,0.3197023825167395,0.867063335627638,50576.733134920636,50576.733134920636,0.0,85,86,0.17333438458229358
80,gaussian_calibrated_probability,100000.0,0.21577380952380953,0.20460395537190926,1.1169854151900278,5553.543650793651,5553.543650793651,0.0,10,11,0.5601967537211308
80,shifted_exponential_calibrated_probability,100000.0,0.21329365079365079,0.20068176230622706,1.2611888487423728,5050.3224206349205,5050.3224206349205,0.0,9,10,0.5718041011692222
80,selected_ucb,100000.0,0.21329365079365079,0.20068176230622706,1.2611888487423728,5050.3224206349205,5050.3224206349205,0.0,9,10,0.5718041011692222
80,gaussian_calibrated_probability,200000.0,0.21279761904761904,0.20641044587518678,0.6387173172432259,6392.095734126984,6392.095734126984,0.0,12,13,0.1234588843765705
80,shifted_exponential_calibrated_probability,200000.0,0.22073412698412698,0.2068500808596801,1.388404612444688,6866.328373015873,6866.328373015873,0.0,13,14,0.0048815065575029334
80,selected_ucb,200000.0,0.22073412698412698,0.2068500808596801,1.388404612444688,6866.328373015873,6866.328373015873,0.0,13,14,0.0048815065575029334
80,gaussian_calibrated_probability,300000.0,0.22271825396825398,0.2171991156101195,0.5519138358134473,10277.177083333334,10277.177083333336,-1.8189894035458565e-12,19,20,0.43670853500046963
80,shifted_exponential_calibrated_probability,300000.0,0.20982142857142858,0.20761812477994854,0.2203303791480038,7281.856646825397,7281.856646825397,0.0,13,14,0.7790697781881131
80,selected_ucb,300000.0,0.20982142857142858,0.20761812477994854,0.2203303791480038,7281.856646825397,7281.856646825397,0.0,13,14,0.7790697781881131
80,gaussian_calibrated_probability,400000.0,0.22172619047619047,0.21428571428571427,0.7440476190476192,9224.009424603175,9224.009424603175,0.0,17,18,0.4380490084152513
80,shifted_exponential_calibrated_probability,400000.0,0.2222222222222222,0.2135463160756372,0.8675906146585005,8865.308531746032,8865.308531746032,0.0,16,17,0.751562201414102
80,selected_ucb,400000.0,0.2222222222222222,0.2135463160756372,0.8675906146585005,8865.308531746032,8865.308531746032,0.0,16,17,0.751562201414102
80,gaussian_calibrated_probability,500000.0,0.23214285714285715,0.22724954883710638,0.4893308305750771,12439.085813492064,12439.085813492064,0.0,23,24,0.5675452278032371
80,shifted_exponential_calibrated_probability,500000.0,0.2261904761904762,0.22687013023260993,-0.06796540421337427,12242.163194444445,12242.163194444445,0.0,23,24,0.18509127447079798
80,selected_ucb,500000.0,0.2261904761904762,0.22687013023260993,-0.06796540421337427,12242.163194444445,12242.163194444445,0.0,23,24,0.18509127447079798
80,gaussian_calibrated_probability,600000.0,0.23412698412698413,0.23772525139214704,-0.3598267265162908,19645.052579365078,19645.052579365074,3.637978807091713e-12,37,38,0.1270534032842375
80,shifted_exponential_calibrated_probability,600000.0,0.2361111111111111,0.23071050761220144,0.5400603498909667,15860.22767857143,15860.22767857143,0.0,29,30,0.887616653801892
80,selected_ucb,600000.0,0.2361111111111111,0.23071050761220144,0.5400603498909667,15860.22767857143,15860.22767857143,0.0,29,30,0.887616653801892
80,gaussian_calibrated_probability,700000.0,0.23561507936507936,0.2432657452589841,-0.7650665893904729,23473.67261904762,23473.67261904762,0.0,44,45,0.4237424421119014
80,shifted_exponential_calibrated_probability,700000.0,0.24305555555555555,0.253245647045283,-1.0190091489727466,28714.927083333332,28714.927083333332,0.0,54,55,0.4567755567094911
