generator,reward_model,split_seed,price_per_million,fixed_n,fixed_net_utility,theory_net_utility,incumbent_net_utility,theory_gain_percent,incumbent_gain_percent,theory_minus_incumbent,theory_calls,incumbent_calls
ministral3_8b,fsfairx_llama3_rm,71,0.5,119,0.48010120435292286,0.3998206634572707,0.493116444397503,-16.721587067013033,2.7109367622024627,-0.09329578094023233,574.05,161.685
ministral3_8b,fsfairx_llama3_rm,71,1.0,55,0.43314643702474853,0.3351480161993161,0.45318948092016875,-22.624778238642907,4.627313578542729,-0.11804146472085264,388.53,97.92
ministral3_8b,fsfairx_llama3_rm,71,2.0,35,0.3858970655223114,0.27060715657924256,0.41289818073691387,-29.875819031436283,6.996973448879814,-0.1422910241576713,243.86,54.915
ministral3_8b,fsfairx_llama3_rm,71,5.0,16,0.32266769234630566,0.1839315645520102,0.34439945378284115,-42.99659714471686,6.735028622949864,-0.16046788923083094,122.05,25.755
ministral3_8b,fsfairx_llama3_rm,71,10.0,9,0.27487847308633667,0.10374370876745202,0.2905357116275077,-62.258336346743626,5.696058467355218,-0.18679200286005565,74.585,14.415
ministral3_8b,fsfairx_llama3_rm,72,0.1,380,0.5666455769360195,0.5516468281330613,0.5757656314665813,-2.646936535543041,1.6094812880877063,-0.02411880333352001,926.775,487.3325
ministral3_8b,fsfairx_llama3_rm,72,0.2,231,0.5305275562488173,0.49189398139235097,0.5457973345770174,-7.2821052179893195,2.8782252963762294,-0.053903353184666436,793.7275,316.14
ministral3_8b,fsfairx_llama3_rm,72,0.5,117,0.4783189992710311,0.4101145650865308,0.5020857706102079,-14.259194029182485,4.968811896537217,-0.09197120552367705,561.955,161.7975
ministral3_8b,fsfairx_llama3_rm,72,1.0,60,0.432590599668766,0.34825286586594034,0.4548037960901546,-19.495970062087096,5.134923513917591,-0.10655093022421425,391.495,99.4175
ministral3_8b,fsfairx_llama3_rm,72,2.0,30,0.38492679485803677,0.282967322670096,0.414454591216251,-26.48801630594306,7.6710160873846815,-0.131487268546155,259.555,56.1875
ministral3_8b,fsfairx_llama3_rm,72,5.0,15,0.32355096785091014,0.18930449508128114,0.3431191936767312,-41.491599812332744,6.047957747058252,-0.15381469859545008,132.825,26.4525
ministral3_8b,fsfairx_llama3_rm,72,10.0,8,0.269959093647673,0.10390383153048496,0.2919000234517155,-61.51126819751026,8.127501655001804,-0.18799619192123054,81.5775,15.05
ministral3_8b,fsfairx_llama3_rm,73,0.1,385,0.5679474872609057,0.5519846700272139,0.5799970002427564,-2.8106149937694513,2.1215892757907904,-0.028012330215542502,931.2625,526.53
ministral3_8b,fsfairx_llama3_rm,73,0.2,260,0.5352584242940402,0.4951255136897533,0.5483434929459038,-7.497856882349637,2.444626381942819,-0.05321797925615046,808.6,348.5
ministral3_8b,fsfairx_llama3_rm,73,0.5,117,0.48168942063375175,0.40671787565028306,0.49999386000125073,-15.564291381950994,3.8000501118368133,-0.09327598435096768,588.825,174.7275
ministral3_8b,fsfairx_llama3_rm,73,1.0,65,0.4385594869292273,0.3418799286014099,0.45923781333138,-22.044799214073112,4.715056228048178,-0.11735788472997005,409.7925,105.9
ministral3_8b,fsfairx_llama3_rm,73,2.0,32,0.3916403667980791,0.2782661077493111,0.41643062550025045,-28.948563187109162,6.329852794503337,-0.13816451775093935,260.96,59.2375
ministral3_8b,fsfairx_llama3_rm,73,5.0,13,0.3312918075273781,0.1904673091084009,0.34729678483537474,-42.507691171125444,4.831081525212181,-0.15682947572697384,129.8775,27.5325
ministral3_8b,fsfairx_llama3_rm,73,10.0,9,0.27706607063877375,0.11294921268679023,0.2956671781567831,-59.23383457729535,6.71359992767236,-0.1827179654699929,78.8375,15.44
ministral3_8b,fsfairx_llama3_rm,74,0.1,510,0.5518803569045213,0.533339717932391,0.5638604640838709,-3.359539570519261,2.1707797767156696,-0.030520746151479927,928.635,487.005
ministral3_8b,fsfairx_llama3_rm,74,0.2,260,0.5236384332503082,0.4703598408143281,0.533582132324073,-10.174690980047309,1.8989628037886095,-0.06322229150974495,805.31,305.1225
ministral3_8b,fsfairx_llama3_rm,74,0.5,157,0.4748856090737537,0.3856421975396669,0.4899058244509773,-18.79261233208408,3.162912307770275,-0.10426362691131041,546.99,152.065
ministral3_8b,fsfairx_llama3_rm,74,1.0,66,0.43556871902850713,0.32506911640370467,0.44674283729880626,-25.369040015375962,2.5654088051184876,-0.12167372089510159,351.7275,85.785
ministral3_8b,fsfairx_llama3_rm,74,2.0,33,0.39258286342055215,0.26693400213791685,0.4077826729347144,-32.005691788954806,3.8717455422600837,-0.14084867079679753,209.625,46.985
ministral3_8b,fsfairx_llama3_rm,74,5.0,13,0.3264131042937039,0.17688372962926638,0.3407187059170314,-45.80985649702721,4.382667679437109,-0.16383497628776503,100.4475,21.21
ministral3_8b,fsfairx_llama3_rm,74,10.0,9,0.27252426824483733,0.09675079924169927,0.28689802452819596,-64.49828124856103,5.274303230288895,-0.1901472252864967,56.24,11.655
ministral3_8b,fsfairx_llama3_rm,75,0.1,467,0.5674173268448996,0.5509459961855236,0.5771924769454311,-2.9028600079881506,1.7227443784428897,-0.02624648075990743,934.4425,452.38
ministral3_8b,fsfairx_llama3_rm,75,0.2,265,0.5354391032452103,0.48427090942337564,0.5427832886562363,-9.55630500494126,1.3716191750871514,-0.05851237923286062,803.4325,285.715
ministral3_8b,fsfairx_llama3_rm,75,0.5,149,0.47862512120938583,0.3953732895035858,0.4951012388873718,-17.393953642767435,3.4423846446576487,-0.09972794938378599,551.465,145.705
ministral3_8b,fsfairx_llama3_rm,75,1.0,59,0.4310651487642599,0.3293997010304106,0.45360186538189873,-23.58470593721041,5.228146298128054,-0.12420216435148812,363.94,89.615
ministral3_8b,fsfairx_llama3_rm,75,2.0,36,0.3908430797249218,0.2671996629749088,0.4134419815332979,-31.63505334085335,5.782090813602575,-0.1462423185583891,232.625,50.345
ministral3_8b,fsfairx_llama3_rm,75,5.0,13,0.32266891571243295,0.1715157548325528,0.33835738667149984,-46.84466136012617,4.862095539766426,-0.16684163183894704,120.905,23.6575
ministral3_8b,fsfairx_llama3_rm,75,10.0,9,0.26603444471678417,0.08953538422374283,0.29012772866351483,-66.34443922513091,9.056452810980913,-0.200592344439772,74.07,13.4625
ministral3_8b,rm_mistral_7b,71,0.1,553,0.5770886121261787,0.561993332166617,0.5816935337971768,-2.615764657691978,0.7979574668840074,-0.019700201630559855,945.0,487.4025
ministral3_8b,rm_mistral_7b,71,0.2,234,0.5374316103916371,0.48999672310296083,0.5491740318311712,-8.8262183264787,2.18491454772769,-0.059177308728210365,833.4125,314.72
ministral3_8b,rm_mistral_7b,71,0.5,112,0.48451877247659075,0.3937309918536495,0.4924019466228504,-18.73772199968322,1.6270110868904537,-0.0986709547692009,590.9525,164.8375
ministral3_8b,rm_mistral_7b,71,1.0,63,0.4352607068932467,0.32149133000669944,0.4503516785918037,-26.138214427531743,3.467110965809798,-0.12886034858510426,394.5725,100.6775
ministral3_8b,rm_mistral_7b,71,2.0,33,0.386274254802022,0.2586379458419364,0.4015439023886674,-33.04292413314041,3.953058583847785,-0.142905956546731,238.3125,57.4225
ministral3_8b,rm_mistral_7b,71,5.0,18,0.31878301191577463,0.1686221917969949,0.32519161706461525,-47.10439844845107,2.0103345878838206,-0.15656942526762035,118.47,26.3125
ministral3_8b,rm_mistral_7b,71,10.0,9,0.2631702917595257,0.08767246991509493,0.2756598322497195,-66.68603080958452,4.745801817785051,-0.1879873623346246,69.005,14.72
ministral3_8b,rm_mistral_7b,72,0.1,475,0.5740944978306234,0.5637640449130481,0.5803925482151951,-1.7994342319272854,1.0970407151384847,-0.016628503302147046,947.64,482.535
ministral3_8b,rm_mistral_7b,72,0.2,231,0.5340522584869027,0.48920497996423556,0.5462418943762674,-8.397544961186046,2.2824799812476697,-0.05703691441203179,837.695,315.405
ministral3_8b,rm_mistral_7b,72,0.5,112,0.48211133562559433,0.39467014236233666,0.4942734169909682,-18.137136964388684,2.5226706917380826,-0.09960327462863156,583.0475,165.455
ministral3_8b,rm_mistral_7b,72,1.0,68,0.43818066907084974,0.32590894000874715,0.45292626377406797,-25.622246024721207,3.365186039467663,-0.12701732376532082,402.1425,101.4175
ministral3_8b,rm_mistral_7b,72,2.0,41,0.39017827231212016,0.2627642690088986,0.4070591432149655,-32.6553302284597,4.326450779232941,-0.1442948742060669,254.1975,58.0675
ministral3_8b,rm_mistral_7b,72,5.0,17,0.3280638561549369,0.16538581703048422,0.33687693612987735,-49.58730932176315,2.686391630652007,-0.17149111909939313,127.7675,26.865
ministral3_8b,rm_mistral_7b,72,10.0,7,0.2642724283306561,0.08763891074833768,0.28616170723285805,-66.83766395838903,8.282846243352408,-0.19852279648452037,75.2325,15.135
ministral3_8b,rm_mistral_7b,73,0.1,560,0.5827219328991139,0.5687518389386103,0.5911546566048798,-2.3973859866575964,1.447126533201182,-0.022402817666269503,950.2175,516.3025
ministral3_8b,rm_mistral_7b,73,0.2,289,0.543435788531614,0.4958769556927022,0.5546994172615666,-8.751509164940675,2.0726696635838726,-0.05882246156886439,856.24,338.8475
ministral3_8b,rm_mistral_7b,73,0.5,131,0.4907135776028412,0.3954165564155303,0.4989328097598645,-19.420090565425415,1.6749551127512383,-0.10351625334433417,622.15,175.935
ministral3_8b,rm_mistral_7b,73,1.0,56,0.4383072918515403,0.32253436079279824,0.45793550873618527,-26.41364476727795,4.478186251871266,-0.13540114794338703,421.2225,106.97
ministral3_8b,rm_mistral_7b,73,2.0,33,0.3927400397444408,0.25814555179800036,0.40233988239163126,-34.27063052547996,2.444324916155005,-0.1441943305936309,262.79,60.9875
ministral3_8b,rm_mistral_7b,73,5.0,17,0.32275985177223915,0.16826822872900699,0.3337994500959313,-47.865811746701304,3.4203753233479746,-0.16553122136692433,129.8625,27.9625
ministral3_8b,rm_mistral_7b,73,10.0,9,0.2653623852713211,0.08602914153283825,0.28297726964210734,-67.58050639133451,6.638048701882072,-0.1969481281092691,75.825,15.725
ministral3_8b,rm_mistral_7b,74,0.1,518,0.5605358562013457,0.5484317909173702,0.5705760269319273,-2.159373954416175,1.791173681309543,-0.022144236014557173,942.9225,480.46
ministral3_8b,rm_mistral_7b,74,0.2,303,0.5252318500192702,0.4751778001723441,0.5370460843595081,-9.529896148736913,2.2493370003750575,-0.06186828418716395,818.335,298.8925
ministral3_8b,rm_mistral_7b,74,0.5,131,0.47780746068858165,0.38662922992791593,0.4846034298560242,-19.082630193606906,1.422323786583138,-0.0979741999281083,546.9625,155.13
ministral3_8b,rm_mistral_7b,74,1.0,68,0.4323693876148616,0.3210901087457497,0.4472143083541966,-25.73708547753045,3.4333884785937525,-0.1261241996084469,359.5425,88.6725
ministral3_8b,rm_mistral_7b,74,2.0,30,0.38736562958060916,0.25583411087538743,0.3957270669808876,-33.95539218273638,2.158538796880653,-0.13989295610550018,217.09,48.6375
ministral3_8b,rm_mistral_7b,74,5.0,17,0.31774815183821264,0.16788746118469786,0.32669101294894093,-47.16335556526514,2.814449449664056,-0.15880355176424307,100.585,21.705
ministral3_8b,rm_mistral_7b,74,10.0,9,0.2613748465793654,0.08499104833916288,0.2748887603532465,-67.48308054449467,5.170319160676263,-0.18989771201408362,57.0625,12.0125
ministral3_8b,rm_mistral_7b,75,0.1,587,0.5700321430636088,0.555179673912848,0.5762217777460501,-2.6055494118168565,1.0858395895318098,-0.021042103833202153,946.8175,446.675
ministral3_8b,rm_mistral_7b,75,0.2,224,0.5315460499521258,0.4800213426258071,0.5385242314688458,-9.693366610655723,1.3128084607812274,-0.05850288884303867,835.08,281.96
ministral3_8b,rm_mistral_7b,75,0.5,115,0.47919225344362154,0.37958999457659715,0.49015559604382497,-20.785448460665258,2.2878797646283946,-0.11056560146722783,570.0225,149.36
ministral3_8b,rm_mistral_7b,75,1.0,59,0.4324881100882542,0.3092070805398244,0.4483309942546041,-28.50506792505184,3.6631953102981156,-0.13912391371477972,377.8975,92.3375
ministral3_8b,rm_mistral_7b,75,2.0,41,0.3852136643599238,0.2430024925611746,0.3958482699552816,-36.917478520667025,2.7607031056461575,-0.152845777394107,235.5325,53.1225
ministral3_8b,rm_mistral_7b,75,5.0,17,0.31197682846597896,0.14678087303850557,0.3219341659736438,-52.95135418862942,3.1916913690757363,-0.17515329293513826,118.72,24.555
ministral3_8b,rm_mistral_7b,75,10.0,10,0.24602177045778537,0.0649655666585827,0.27258624190370334,-73.59356997647082,10.797610063730579,-0.20762067524512062,70.055,13.8275
qwen35_9b,fsfairx_llama3_rm,71,0.1,494,0.5533591631928318,0.5412445673231815,0.5616967776376838,-2.189282598981509,1.5067274564940158,-0.020452210314502284,927.5425,546.3275
qwen35_9b,fsfairx_llama3_rm,71,0.2,260,0.5211887043360385,0.48979668715053143,0.5359654585240952,-6.023157624933276,2.835202310625925,-0.04616877137356373,802.5375,377.6625
qwen35_9b,fsfairx_llama3_rm,71,0.5,106,0.485524537973583,0.41680919580607195,0.501262703245108,-14.15280522263734,3.2414768030490966,-0.08445350743903607,573.57,204.9025
qwen35_9b,fsfairx_llama3_rm,71,1.0,73,0.44970106286538586,0.3537758852491836,0.4644225373854033,-21.330876339270887,3.2736134591756962,-0.11064665213621971,411.07,115.0325
qwen35_9b,fsfairx_llama3_rm,71,2.0,34,0.4107181946133117,0.2965405798843821,0.424132467470026,-27.7995024876916,3.266052741915586,-0.12759188758564388,264.3425,63.32
qwen35_9b,fsfairx_llama3_rm,71,5.0,21,0.34841628262955865,0.21255749442794566,0.3583726364947308,-38.99323739300096,2.857602919711382,-0.14581514206678511,130.335,28.6225
qwen35_9b,fsfairx_llama3_rm,71,10.0,10,0.290154469268489,0.1412174289711937,0.3156128236443648,-51.33025890408712,8.774069356939126,-0.17439539467317114,75.55,15.8275
qwen35_9b,fsfairx_llama3_rm,72,0.1,407,0.5539392230664371,0.5499135485608648,0.5686711990352569,-0.7267357749623388,2.6594931998619136,-0.01875765047439204,931.3475,559.5
qwen35_9b,fsfairx_llama3_rm,72,0.2,210,0.5231155966897161,0.5025199847533601,0.5422012999852398,-3.937105310314836,3.6484676458316985,-0.03968131523187968,807.1525,376.055
qwen35_9b,fsfairx_llama3_rm,72,0.5,107,0.4868344030791662,0.43063753421219614,0.5022932784735195,-11.54332325561463,3.175386804337947,-0.07165574426132332,576.585,194.5625
qwen35_9b,fsfairx_llama3_rm,72,1.0,63,0.45150093072826264,0.36611004032499445,0.4682166907731093,-18.912672065932238,3.702264803282784,-0.10210665044811484,412.09,109.67
qwen35_9b,fsfairx_llama3_rm,72,2.0,33,0.4131933179605635,0.3075597787500864,0.4260892255159511,-25.565161540332348,3.1210348751618437,-0.11852944676586469,261.4875,60.3125
qwen35_9b,fsfairx_llama3_rm,72,5.0,18,0.3526057350052104,0.22294483230762585,0.36031626628839364,-36.772204710643344,2.18672883555603,-0.1373714339807678,126.9375,27.17
qwen35_9b,fsfairx_llama3_rm,72,10.0,10,0.2998752621152824,0.15300031477997778,0.3174413690565896,-48.97868076855264,5.857804614291308,-0.16444105427661182,73.6125,14.855
qwen35_9b,fsfairx_llama3_rm,73,0.1,452,0.5487677655493364,0.5398548656340588,0.5602688828823889,-1.624166081685832,2.0958077451104375,-0.02041401724833003,930.8625,580.2625
qwen35_9b,fsfairx_llama3_rm,73,0.2,229,0.5229332364797515,0.4913014117868155,0.5361115938886682,-6.048922211537578,2.5200841120044175,-0.044810182101852725,800.7125,400.745
qwen35_9b,fsfairx_llama3_rm,73,0.5,111,0.48181767878431847,0.42555260179936477,0.5005666782217475,-11.677669679310434,3.8913058326823773,-0.07501407642238272,572.2725,214.99
qwen35_9b,fsfairx_llama3_rm,73,1.0,59,0.4506855774119563,0.3708261421035173,0.46854884250176965,-17.71954535732619,3.963575935221273,-0.09772270039825237,409.93,120.6025
qwen35_9b,fsfairx_llama3_rm,73,2.0,34,0.41932509429830817,0.3133985454770387,0.430594980704701,-25.26119954698281,2.6876250812634193,-0.11719643522766227,271.3975,66.3825
qwen35_9b,fsfairx_llama3_rm,73,5.0,18,0.36212823850189335,0.23341890783911073,0.3747719219449354,-35.5424727978262,3.4914933713394896,-0.14135301410582468,132.7925,29.84
qwen35_9b,fsfairx_llama3_rm,73,10.0,10,0.3084095110085627,0.16414523604821418,0.33552025783891265,-46.77685668271856,8.790502842046681,-0.17137502179069847,76.3,16.5025
qwen35_9b,fsfairx_llama3_rm,74,0.1,562,0.5464908715086385,0.5338246580158789,0.5542944989528942,-2.3177356023886357,1.4279520209940622,-0.020469840937015316,925.9125,528.4125
qwen35_9b,fsfairx_llama3_rm,74,0.2,259,0.5172886760602341,0.47762097279273774,0.5314225741833999,-7.668388098037037,2.7323037942396424,-0.053801601390662146,801.5375,352.4075
qwen35_9b,fsfairx_llama3_rm,74,0.5,105,0.4801332282587423,0.408059092909631,0.4927255368215372,-15.011278350906126,2.622669672012153,-0.0846664439119062,542.325,185.5925
qwen35_9b,fsfairx_llama3_rm,74,1.0,66,0.4454382841845564,0.3513276244245953,0.459411619803932,-21.127654065982494,3.1369857768188893,-0.10808399537933672,372.0625,104.6
qwen35_9b,fsfairx_llama3_rm,74,2.0,32,0.40680247962097144,0.29608493374618394,0.41717994869939495,-27.21653662926193,2.55098471575013,-0.12109501495321101,234.315,57.3575
qwen35_9b,fsfairx_llama3_rm,74,5.0,18,0.3448929507737718,0.21230119454235463,0.3555727820561227,-38.44432190740514,3.0965640957260954,-0.14327158751376806,117.435,25.85
qwen35_9b,fsfairx_llama3_rm,74,10.0,10,0.29040209823586527,0.1389943056221532,0.31455693401106344,-52.13729292366831,8.317720816045743,-0.17556262838891024,67.6925,14.27
qwen35_9b,fsfairx_llama3_rm,75,0.1,495,0.5569255681968962,0.5474009312224368,0.5687225370077915,-1.7102172208211537,2.1182307806569582,-0.02132160578535469,932.2675,535.98
qwen35_9b,fsfairx_llama3_rm,75,0.2,199,0.5263254037528724,0.49278382069402027,0.5400543853802142,-6.372784368698464,2.608458860136654,-0.04727056468619395,802.1975,333.885
qwen35_9b,fsfairx_llama3_rm,75,0.5,88,0.48259365339034305,0.42007941492737805,0.5001185760282136,-12.953804515203752,3.6314034622613773,-0.08003916110083559,545.505,164.9875
qwen35_9b,fsfairx_llama3_rm,75,1.0,71,0.44620174199700835,0.35624453253947097,0.4638257112646504,-20.160658507276857,3.9497759889427324,-0.10758117872517942,375.4825,92.64
qwen35_9b,fsfairx_llama3_rm,75,2.0,30,0.4101381203759776,0.29686740874079964,0.4232814266770565,-27.61769901596603,3.2046048996933787,-0.12641401793625684,239.3975,51.325
qwen35_9b,fsfairx_llama3_rm,75,5.0,18,0.3475105694669595,0.20570724232880963,0.356811647245292,-40.80547171720836,2.67648773750947,-0.1511044049164824,119.735,23.3525
qwen35_9b,fsfairx_llama3_rm,75,10.0,11,0.29178829436466097,0.13056621344490282,0.31258990582974067,-55.25310097541872,7.129008211372245,-0.18202369238483784,68.67,12.9075
qwen35_9b,rm_mistral_7b,71,0.1,508,0.5623099591326409,0.5523788790320153,0.5680768637001844,-1.7661220363132497,1.0255739692817967,-0.015697984668169074,945.08,533.4775
qwen35_9b,rm_mistral_7b,71,0.2,290,0.5315615609841146,0.4931345767197536,0.5410678951072541,-7.2290750657776295,1.788378773201698,-0.04793331838750048,845.2425,366.9975
qwen35_9b,rm_mistral_7b,71,0.5,110,0.48916681334215617,0.40937428455771224,0.5019468868378726,-16.31192603588005,2.6126207148842644,-0.09257260228016034,595.6475,201.44
qwen35_9b,rm_mistral_7b,71,1.0,76,0.4498828319361076,0.3502557223251379,0.4598902080589921,-22.145123694144157,2.224440545956584,-0.1096344857338542,414.4025,113.025
qwen35_9b,rm_mistral_7b,71,2.0,32,0.40757230601226696,0.29094318839863126,0.41416960316949136,-28.615564868660496,1.6186814118390662,-0.1232264147708601,262.8325,62.115
qwen35_9b,rm_mistral_7b,71,5.0,18,0.34602148815737765,0.21152753822370696,0.3537359895058308,-38.868669876507816,2.229486206054471,-0.14220845128212384,123.665,27.8725
qwen35_9b,rm_mistral_7b,71,10.0,8,0.2905297369654655,0.14090955818055,0.3088973128211545,-51.49909277710201,6.322098401194744,-0.1679877546406045,70.98,15.445
qwen35_9b,rm_mistral_7b,72,0.1,448,0.5617890195015035,0.5562324937735419,0.5727624948560739,-0.9890769550626191,1.9533089778628212,-0.016530001082531998,940.58,545.5975
qwen35_9b,rm_mistral_7b,72,0.2,266,0.5303988781079546,0.5024646301130778,0.5427654033248238,-5.266649148000492,2.331551918243724,-0.040300773211745966,837.55,371.035
qwen35_9b,rm_mistral_7b,72,0.5,101,0.48952892702492823,0.42142481729189313,0.5035607359050533,-13.912172697726408,2.8663901366160895,-0.08213591861316022,605.3825,190.1125
qwen35_9b,rm_mistral_7b,72,1.0,77,0.4545404419134124,0.35901687452690756,0.4676156071197329,-21.015416578642217,2.8765680675804886,-0.10859873259282532,421.155,106.785
qwen35_9b,rm_mistral_7b,72,2.0,38,0.41652282050474826,0.29942783372537357,0.4252761200953467,-28.11250212832932,2.1015174102564367,-0.12584828636997314,261.7875,58.815
qwen35_9b,rm_mistral_7b,72,5.0,14,0.3496461595104585,0.21642528299429858,0.3620958678158035,-38.10162728590618,3.5606592455572454,-0.1456705848215049,124.3625,26.415
qwen35_9b,rm_mistral_7b,72,10.0,8,0.29983439060621203,0.14847541521247726,0.3130619118674352,-50.480858812664465,4.411609100103384,-0.16458649665495795,70.865,14.5625
qwen35_9b,rm_mistral_7b,73,0.1,612,0.5599666809177929,0.5467877749833567,0.5678918983723386,-2.3535160900708867,1.4153016107237177,-0.02110412338898182,941.7075,563.3025
qwen35_9b,rm_mistral_7b,73,0.2,288,0.5338273815364508,0.4908265800185479,0.5429281421738547,-8.0551884382811,1.7048133820356346,-0.05210156215530676,845.6825,390.3775
qwen35_9b,rm_mistral_7b,73,0.5,116,0.4883309804390006,0.4150262134608077,0.5043380082356654,-15.011287408448515,3.2779054448429275,-0.08931179477485773,608.68,212.175
qwen35_9b,rm_mistral_7b,73,1.0,71,0.4522933597545773,0.35779830351534636,0.4680145044899475,-20.892426165731393,3.475873433981169,-0.11021620097460116,432.9225,119.135
qwen35_9b,rm_mistral_7b,73,2.0,32,0.4155106093799099,0.29963369339108187,0.4279179593570693,-27.887835682886113,2.986048899130532,-0.1282842659659874,273.095,65.5125
qwen35_9b,rm_mistral_7b,73,5.0,20,0.36136518384395344,0.22232329390839184,0.370498331041869,-38.47683621773684,2.5274009800179043,-0.14817503713347718,129.7325,29.43
qwen35_9b,rm_mistral_7b,73,10.0,8,0.30465821899041534,0.15627743032354505,0.3237314744820893,-48.70401631000751,6.260541913124618,-0.16745404415854423,75.2625,16.2075
qwen35_9b,rm_mistral_7b,74,0.1,573,0.5571228538171787,0.5424952751754364,0.5634952303274867,-2.6255570995733075,1.1438009528144553,-0.02099995515205033,938.51,519.4725
qwen35_9b,rm_mistral_7b,74,0.2,275,0.5278246793613091,0.48300925201364636,0.5354774538939614,-8.490589602951367,1.4498705407091863,-0.052468201880315035,824.7,344.225
qwen35_9b,rm_mistral_7b,74,0.5,111,0.48685110878710897,0.40338860893864525,0.49788017119100914,-17.14333157346476,2.2653871388681535,-0.09449156225236388,560.905,183.3375
qwen35_9b,rm_mistral_7b,74,1.0,74,0.448913924478539,0.34315830792382185,0.4611292668593817,-23.558105638528254,2.7210878778224847,-0.11797095893555987,389.0425,103.155
qwen35_9b,rm_mistral_7b,74,2.0,38,0.41027845654441203,0.2841752068501715,0.41897338814292767,-30.73601542629135,2.119275691867684,-0.13479818129275617,243.21,56.7025
qwen35_9b,rm_mistral_7b,74,5.0,18,0.34710679022531,0.20500911106228273,0.3559979489199155,-40.93774111154392,2.5615052614885947,-0.15098883785763276,115.0825,25.2475
qwen35_9b,rm_mistral_7b,74,10.0,10,0.2925813882018911,0.13603341412248166,0.3110453243206774,-53.505786899673204,6.310700838580179,-0.17501191019819573,66.52,13.93
qwen35_9b,rm_mistral_7b,75,0.1,517,0.561281070729267,0.5485396730842479,0.5693029518873963,-2.270056538422784,1.4292092814935917,-0.020763278803148433,944.7875,519.9775
qwen35_9b,rm_mistral_7b,75,0.2,276,0.5336514638498745,0.4875117332956649,0.5402522011029669,-8.646042160429552,1.236900430380775,-0.052740467807302016,838.2475,328.7075
qwen35_9b,rm_mistral_7b,75,0.5,123,0.48751747822544705,0.4026401217383876,0.49976336805977395,-17.410115591344784,2.511887343793635,-0.09712324632138636,584.965,161.6375
qwen35_9b,rm_mistral_7b,75,1.0,69,0.44768066168269544,0.3401608105748359,0.457451118458935,-24.017086354305576,2.18246120784297,-0.11729030788409911,393.66,90.9175
qwen35_9b,rm_mistral_7b,75,2.0,38,0.4076134332949964,0.2791990206207969,0.4123051902647034,-31.50396973822596,1.1510309981151992,-0.13310616964390654,238.2525,50.465
qwen35_9b,rm_mistral_7b,75,5.0,16,0.3411545045142658,0.19633457692840234,0.35030376398546087,-42.44995322341043,2.6818521667247865,-0.15396918705705853,113.845,22.975
qwen35_9b,rm_mistral_7b,75,10.0,11,0.28580723029780125,0.12246583819456419,0.29722796156352316,-57.15089570443721,3.9959560343599074,-0.17476212336895897,65.6725,12.82
