split,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,train_chars,test_accuracy,test_predicted_accuracy,test_chars,test_opens
98,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2774390243902439,0.31075022629496074,7161.275914634146,0.33283730158730157,0.24610993367346265,7968.557043650793,18.73313492063492
98,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2820121951219512,0.3179341121763893,8652.996951219513,0.34077380952380953,0.2538289836825615,9848.251488095239,23.154761904761905
98,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2896341463414634,0.32440723692071277,10776.967987804877,0.34970238095238093,0.2629272484173966,12318.991567460318,29.07390873015873
98,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2972560975609756,0.3299179036501246,13552.849085365853,0.3601190476190476,0.27162492745361094,15276.170634920634,36.18055555555556
98,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2926829268292683,0.34009395755860583,17010.260670731706,0.36160714285714285,0.2783801215844607,19338.120535714286,45.81299603174603
98,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3003048780487805,0.3468281981058503,20922.39024390244,0.36507936507936506,0.28571330691606617,24138.779265873014,57.66269841269841
98,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3079268292682927,0.3524139117737066,23658.69969512195,0.37103174603174605,0.29069354316849744,27987.343253968254,67.15327380952381
98,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31097560975609756,0.36318945530825697,29164.801829268294,0.37648809523809523,0.29912517170139136,35261.391865079364,85.70734126984127
98,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31859756097560976,0.37251148679608515,35617.498475609755,0.3844246031746032,0.30584046396886866,42279.05803571428,102.64087301587301
98,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31859756097560976,0.38160566275245916,44000.42378048781,0.3888888888888889,0.31291611770911143,50004.987599206346,121.43799603174604
98,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3231707317073171,0.3880452040704554,54343.358231707316,0.3943452380952381,0.3214038264099801,57907.89533730159,140.9345238095238
98,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.32621951219512196,0.3949284242046071,63751.64786585366,0.4027777777777778,0.32993759603836326,68174.35863095238,166.6845238095238
98,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3246951219512195,0.40125849320368046,74940.44512195123,0.40773809523809523,0.3382464718950094,79277.11557539682,190.96626984126985
98,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.32621951219512196,0.40705280187283194,83813.94969512195,0.41617063492063494,0.34336517282733225,87679.71279761905,209.22420634920636
98,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3384146341463415,0.41406462612630685,100857.5868902439,0.42509920634920634,0.3499665118145289,103769.96726190476,242.95882936507937
99,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2926829268292683,0.27355479956633405,2864.120426829268,0.24950396825396826,0.22043232696076262,3319.1364087301586,6.770337301587301
99,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.29115853658536583,0.2805088018414052,3307.309451219512,0.25793650793650796,0.22889433353960514,3953.003968253968,8.120039682539682
99,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.29573170731707316,0.29037978159410793,3871.4054878048782,0.26240079365079366,0.23795400661762162,4785.760416666667,9.921130952380953
99,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3094512195121951,0.2967689845541744,4474.068597560976,0.2638888888888889,0.24502492752904606,5770.144841269841,12.045634920634921
99,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3170731707317073,0.3022253712742048,5393.0838414634145,0.27628968253968256,0.2532374094462646,7140.327380952381,14.928075396825397
99,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31859756097560976,0.30860833495810125,6508.932926829269,0.283234126984127,0.25975500657151773,8745.403273809523,18.321428571428573
99,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3201219512195122,0.3135400607154708,7879.210365853659,0.2906746031746032,0.2663044684430073,10853.282738095239,22.791666666666668
99,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3231707317073171,0.319841541994517,9462.932926829268,0.2976190476190476,0.27139070507425817,13396.000992063493,28.1140873015873
99,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3353658536585366,0.32784933874855204,11250.5,0.3090277777777778,0.27877211440266697,16765.23214285714,35.367559523809526
99,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.33384146341463417,0.33289278686639145,13215.61737804878,0.31646825396825395,0.2851823579747746,20719.478670634922,43.960813492063494
99,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3323170731707317,0.33741960936426896,14833.797256097561,0.3239087301587302,0.2889934228812689,23915.98759920635,50.92113095238095
99,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3353658536585366,0.3441849782541911,17841.826219512193,0.3288690476190476,0.29353732773464375,30123.24255952381,64.66765873015873
99,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3323170731707317,0.3476637296555997,21471.506097560974,0.33978174603174605,0.29906179723503085,37135.29712301587,80.59771825396825
99,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3399390243902439,0.35320164027137885,26282.096036585364,0.34375,0.30586717710948036,45164.74255952381,97.56150793650794
99,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3475609756097561,0.35610302567386803,31917.969512195123,0.3482142857142857,0.3100778627521277,53769.74801587302,114.48214285714286
99,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.34603658536585363,0.3587992083124333,39562.15396341463,0.3531746031746032,0.3135054772099312,63354.92013888889,133.76289682539684
99,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35060975609756095,0.36177755903677017,46224.41006097561,0.35615079365079366,0.3173756429255287,73297.99156746031,154.48809523809524
