split,target_accuracy,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,selection_accuracy,train_chars,profile_accuracy,profile_chars,eligible
95,0.25,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.25,0.25882265413141686,0.26071428571428573,2387.2088414634145,0.2619047619047619,2892.9258127298463,True
95,0.25,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2530487804878049,0.2673743101816448,0.2685191637630662,2700.0213414634145,0.2702380952380953,3488.261204502811,True
95,0.25,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2606707317073171,0.2727106761343255,0.27945993031358884,3173.1341463414633,0.28154761904761905,4198.70066547771,True
95,0.25,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.25914634146341464,0.2782159529142474,0.2852003484320558,3721.112804878049,0.28809523809523807,5076.893788641759,True
95,0.25,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2652439024390244,0.2826428520055838,0.29545296167247387,4462.943597560976,0.2988095238095238,6175.559636136172,True
95,0.25,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.26676829268292684,0.2850446559227764,0.3036411149825784,5327.745426829269,0.30773809523809526,7434.221686361343,True
95,0.25,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.26676829268292684,0.28995589371713715,0.3052482578397212,6434.161585365854,0.3095238095238095,8989.34939618774,True
95,0.25,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2728658536585366,0.29277799745188393,0.3080008710801394,7734.801829268293,0.3119047619047619,10824.830909938366,True
95,0.25,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27134146341463417,0.2946818556740367,0.3089198606271778,9263.364329268292,0.31309523809523815,13207.564554625482,True
95,0.25,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27439024390243905,0.2980037484356892,0.31404616724738676,10946.850609756097,0.31845238095238093,15931.09138621613,True
95,0.25,0,10,700000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27439024390243905,0.29962487306619184,0.31993902439024396,12256.001524390244,0.325,18237.34934232897,True
95,0.25,0,11,1000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2759146341463415,0.30116426635628596,0.3281271777003485,14674.038109756097,0.33392857142857146,22513.844782963257,True
95,0.25,0,12,1400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2804878048780488,0.30351274337602224,0.3360844947735192,17692.17530487805,0.34226190476190477,27287.322738159797,True
95,0.25,0,13,2000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27896341463414637,0.3057974409479811,0.3412891986062718,21494.70731707317,0.34821428571428575,33279.738064009434,True
95,0.25,0,14,2800000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.28353658536585363,0.30953503887233985,0.344425087108014,25502.594512195123,0.3511904761904762,40188.76546613821,True
95,0.25,0,15,4000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.28353658536585363,0.31139151065740445,0.35085365853658534,30615.240853658535,0.35833333333333334,48822.3707817683,True
95,0.25,0,16,5600000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.29115853658536583,0.31676945979458165,0.3575087108013938,36427.483231707316,0.3648809523809524,57704.114467536565,True
95,0.25,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.29115853658536583,0.3181212003651274,0.36286585365853663,41383.80945121951,0.37083333333333335,64030.96806554271,True
95,0.25,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2926829268292683,0.3188881791384717,0.36462543554006965,51131.72103658537,0.3726190476190476,75796.65015322973,True
95,0.3,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.25,0.25882265413141686,0.26071428571428573,2387.2088414634145,0.2619047619047619,2892.9258127298463,False
95,0.3,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2530487804878049,0.2673743101816448,0.2685191637630662,2700.0213414634145,0.2702380952380953,3488.261204502811,False
95,0.3,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2606707317073171,0.2727106761343255,0.27945993031358884,3173.1341463414633,0.28154761904761905,4198.70066547771,False
95,0.3,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.25914634146341464,0.2782159529142474,0.2852003484320558,3721.112804878049,0.28809523809523807,5076.893788641759,False
95,0.3,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2652439024390244,0.2826428520055838,0.29545296167247387,4462.943597560976,0.2988095238095238,6175.559636136172,False
95,0.3,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.26676829268292684,0.2850446559227764,0.3036411149825784,5327.745426829269,0.30773809523809526,7434.221686361343,True
95,0.3,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.26676829268292684,0.28995589371713715,0.3052482578397212,6434.161585365854,0.3095238095238095,8989.34939618774,True
95,0.3,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2728658536585366,0.29277799745188393,0.3080008710801394,7734.801829268293,0.3119047619047619,10824.830909938366,True
95,0.3,0,8,400000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27134146341463417,0.2946818556740367,0.3089198606271778,9263.364329268292,0.31309523809523815,13207.564554625482,True
95,0.3,0,9,560000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.27439024390243905,0.2980037484356892,0.31404616724738676,10946.850609756097,0.31845238095238093,15931.09138621613,True
