generator,split_seed,method,price,profit,fixed_profit,fixed_n,relative_percent,relative_vs_test_oracle,quality,mean_length,samples,matched_length,matched_saving_percent
gemma2_9b,71,fixed2_a1_sequential,2e-08,0.5927306421388898,0.6135448098375619,951,-3.392444588388366,-3.5294161087478066,0.6113804493888898,932490.3625,716.105,719293.5874910613,-29.63974359240178
gemma2_9b,71,fixed2_a1_sequential,1e-07,0.5281593006012906,0.5443691531680899,356,-2.977731650013981,-3.3985968121513217,0.5610432113512905,328839.1075,351.045,261202.77036148307,-25.894188275612006
gemma2_9b,71,fixed2_a1_sequential,2e-07,0.49374661772977546,0.5043549212672537,235,-2.103340939119529,-3.04868214299549,0.5321693787297754,192113.805,223.88,158446.41705712187,-21.24843752745802
gemma2_9b,71,fixed2_a1_sequential,1e-06,0.40655649424705137,0.4075245939842592,49,-0.23755615035230085,-0.5103395065095864,0.45777694924705137,51220.455,70.7275,51621.449427101994,0.7767980782257267
gemma2_9b,71,fixed2_a1_sequential,2e-06,0.3679166309718952,0.35894930903654637,28,2.498214012284342,1.7114865274222726,0.4290236759718952,30553.5225,41.12,34187.279798876516,10.628974636923093
gemma2_9b,71,fixed2_a1_sequential,1e-05,0.24806813773772138,0.24384346329543255,7,1.732535449256786,-1.7943715007821546,0.3515742127377214,10350.6075,12.9575,10493.647216313251,1.363107729511659
gemma2_9b,71,fixed2_a1_doubling,2e-08,0.6054436330205398,0.6135448098375619,951,-1.320388777987848,-1.4602980875648188,0.6291614898205399,1185892.84,844.25,1037545.3268062258,-14.297930833577933
gemma2_9b,71,fixed2_a1_doubling,1e-07,0.5353564274321498,0.5443691531680899,356,-1.6556275614605018,-2.08222777351014,0.5866148651821499,512584.3775,498.25,422981.5356503307,-21.183629614447753
gemma2_9b,71,fixed2_a1_doubling,2e-07,0.501208635519752,0.5043549212672537,235,-0.6238237429301202,-1.5834519365850797,0.562627118519752,307092.415,340.91,270354.3904186189,-13.588839642846406
gemma2_9b,71,fixed2_a1_doubling,1e-06,0.4070514116906293,0.4075245939842592,49,-0.1161113465579433,-0.38922677277975953,0.4926186766906293,85567.265,116.32,89050.42279296077,3.911444419594723
gemma2_9b,71,fixed2_a1_doubling,2e-06,0.3628140720418316,0.35894930903654637,28,1.0766876848596245,0.30087115920808377,0.45695156704183154,47068.7475,68.14,51065.336183684274,7.826421957369223
gemma2_9b,71,fixed2_a1_doubling,1e-05,0.232076656460077,0.24384346329543255,7,-4.825557624687805,-8.125105805584159,0.370461406460077,13838.475,18.78,13853.433319223699,0.1079755384749359
