generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
gemma2_9b,71,theory_doubling,0.3,,4261.349802456792,False,
gemma2_9b,71,theory_doubling,0.35,7616.050748032843,8307.716419895149,True,8.325581145330363
gemma2_9b,71,theory_doubling,0.4,15769.106220602222,17515.368446545388,True,9.969885767875963
gemma2_9b,71,theory_doubling,0.45,34324.70386916463,38977.10940482303,True,11.93625080643541
gemma2_9b,71,theory_doubling,0.5,97580.69229631053,97984.93471211774,True,0.41255568215142757
gemma2_9b,71,theory_doubling,0.55,278020.5338275191,261003.8751344498,True,-6.5196958031000785
gemma2_9b,71,theory_doubling,0.6,884044.7155872122,803705.2836102941,True,-9.996130872255616
gemma2_9b,71,theory_sequential,0.3,,4261.349802456792,False,
gemma2_9b,71,theory_sequential,0.35,7743.603611933789,8307.716419895149,True,6.790227054578246
gemma2_9b,71,theory_sequential,0.4,15217.24213122532,17515.368446545388,True,13.120627877932744
gemma2_9b,71,theory_sequential,0.45,35341.03568863098,38977.10940482303,True,9.328741334887491
gemma2_9b,71,theory_sequential,0.5,99106.70782471591,97984.93471211774,True,-1.1448424351089947
gemma2_9b,71,theory_sequential,0.55,268938.4677280873,261003.8751344498,True,-3.0400286545746225
gemma2_9b,71,theory_sequential,0.6,912143.9569732388,803705.2836102941,True,-13.492342973761652
gemma2_9b,72,theory_doubling,0.3,,3700.45748642555,False,
gemma2_9b,72,theory_doubling,0.35,6631.157912242036,7252.627363184863,True,8.568887105622903
gemma2_9b,72,theory_doubling,0.4,13838.017281479923,14848.794969266159,True,6.807136133796243
gemma2_9b,72,theory_doubling,0.45,32147.590722902045,34027.58669957656,True,5.524917159928688
gemma2_9b,72,theory_doubling,0.5,86244.68373030507,73356.52439854486,True,-17.56920660763457
gemma2_9b,72,theory_doubling,0.55,221780.0010524864,195124.03943455464,True,-13.661034127408112
gemma2_9b,72,theory_doubling,0.6,660688.6097542194,625114.29967993,True,-5.690848872358889
gemma2_9b,72,theory_sequential,0.3,,3700.45748642555,False,
gemma2_9b,72,theory_sequential,0.35,6807.321893567549,7252.627363184863,True,6.139919332926624
gemma2_9b,72,theory_sequential,0.4,13916.90669124194,14848.794969266159,True,6.2758512051181885
gemma2_9b,72,theory_sequential,0.45,35587.33668966758,34027.58669957656,True,-4.583780812497129
gemma2_9b,72,theory_sequential,0.5,91762.21048033582,73356.52439854486,True,-25.090728101829306
gemma2_9b,72,theory_sequential,0.55,229091.8401611382,195124.03943455464,True,-17.408311566846436
gemma2_9b,72,theory_sequential,0.6,707582.322960497,625114.29967993,True,-13.192471092533342
gemma2_9b,73,theory_doubling,0.3,,3816.86452012894,False,
gemma2_9b,73,theory_doubling,0.35,6596.498390792888,7792.062317814458,True,15.34335684518634
gemma2_9b,73,theory_doubling,0.4,13944.701905518676,15792.049566528382,True,11.697960123714424
gemma2_9b,73,theory_doubling,0.45,30402.967756939324,35190.31550066569,True,13.604162610124382
gemma2_9b,73,theory_doubling,0.5,75841.64054280946,81584.84533012749,True,7.039548538798524
gemma2_9b,73,theory_doubling,0.55,202835.99181496268,216877.14824503002,True,6.47424431005682
