generator,split_seed,method,target,attained_quality,fixed_attained_quality,mean_length,fixed_mean_length,samples,train_feasible,fixed_train_feasible,matched_feasible,matched_length,matched_saving_percent,unmatched_train_baseline_saving,adaptive_low,adaptive_high,adaptive_high_weight,fixed_low,fixed_high,fixed_high_weight
gemma2_9b,72,train_selected_spacing,0.45,0.4497372954223702,0.4470195150877291,26558.7076588125,34891.98428943084,39.2138911221647,True,True,True,35987.24412958043,26.19966240487407,23.883068848975096,377,376,0.33038178134679064,24,28,0.6945344229181347
gemma2_9b,72,train_selected_spacing,0.5,0.4935732438227632,0.5018759445499742,57002.831247387585,80656.7038326229,87.12021595770679,True,True,True,68747.14325354109,17.083345504030913,29.326604561378222,374,226,0.5571950089313679,51,68,0.6406450134863044
gemma2_9b,72,train_selected_spacing,0.55,0.5413419018422456,0.5424862225967397,136225.24611727346,172969.96809297413,194.33759389265387,True,True,True,167289.93292660906,18.56937011443709,21.243411431948577,371,468,0.8056241360942996,132,137,0.14586325500724062
gemma2_9b,72,train_selected_spacing,0.6,0.5898840865707492,0.5821403291795061,360872.36656129226,393915.93442422425,440.4875727578599,True,True,True,454253.5292731281,20.557058271238816,8.388482154506093,221,464,0.7487997930367327,272,320,0.6314187319166742
gemma2_9b,73,empirical_spacing,0.3,0.31464540886380266,0.30241188577087436,5490.8075,4599.613726266451,4.2825,True,True,True,5524.9204271452145,0.6174374381504144,-19.375404692013998,195,195,0.0,3,4,0.3588253945779295
gemma2_9b,73,empirical_spacing,0.35,0.34657464964758716,0.34961467276851466,7538.267349790832,8525.33614397569,10.734346895344984,True,True,True,8148.043400560854,7.483711374537472,11.578063052473963,187,89,0.24703134247720832,6,8,0.13543959804952685
gemma2_9b,73,empirical_spacing,0.4,0.4030972782546985,0.39512036342799534,14225.693829253987,16219.670368266365,18.19492095879605,True,True,True,17787.981999343207,20.026376067958417,12.293570052530622,89,136,0.9003296462568406,10,12,0.9636668982290426
gemma2_9b,73,empirical_spacing,0.45,0.46192068732011976,0.44460613189724685,32677.13376186128,35936.7465328773,58.6279547571935,True,True,True,45290.21560266448,27.84946300865292,9.070417011829136,132,130,0.2823080043635515,26,31,0.07713927722010187
gemma2_9b,73,empirical_spacing,0.5,0.5124793170291969,0.49518422427584186,71278.98750770206,79642.31789729823,142.42251866692243,True,True,True,100517.62687948324,29.08807169396984,10.50111374254702,226,225,0.09864230119145077,49,64,0.6333738882249479
gemma2_9b,73,empirical_spacing,0.55,0.5670574987127871,0.5545300647837522,176615.2638447004,203634.42139408123,286.56198762996803,True,True,True,248594.99773711408,28.954618776573803,13.26846284847506,223,222,0.5753076947992911,100,161,0.8157598581946647
gemma2_9b,73,empirical_spacing,0.6,0.6166549887533368,0.6111565072048682,460862.5275214331,558546.6651662359,534.3084648601505,True,True,True,606658.1431421187,24.03258198522703,17.488984132727715,219,218,0.708811721361561,333,451,0.6595601266751573
gemma2_9b,73,corrected_spacing,0.3,0.3144699884270339,0.30241188577087436,5474.6975,4599.613726266451,4.205,True,True,True,5511.269502583504,0.6635858138739126,-19.025157889592247,293,293,0.0,3,4,0.3588253945779295
gemma2_9b,73,corrected_spacing,0.35,0.34814328346023293,0.34961467276851466,7590.212777219884,8525.33614397569,12.158230628268473,True,True,True,8332.533837393014,8.90870741912737,10.968756550632886,431,333,0.14358347859868947,6,8,0.13543959804952685
gemma2_9b,73,corrected_spacing,0.4,0.40687477979745684,0.39512036342799534,14581.635866348488,16219.670368266365,20.740736497416886,True,True,True,19231.549085104158,24.178568237944344,10.099061600676396,333,380,0.8554681815601287,10,12,0.9636668982290426
gemma2_9b,73,corrected_spacing,0.45,0.46175250075079577,0.44460613189724685,32258.420233511082,35936.7465328773,61.29657817187709,True,True,True,45165.5697369187,28.577408806286364,10.235557345184398,377,375,0.3904840947959423,26,31,0.07713927722010187
gemma2_9b,73,corrected_spacing,0.5,0.5118693955181284,0.49518422427584186,72409.9065387702,79642.31789729823,146.2644887627705,True,True,True,99629.20792286964,27.32060401922689,9.081116106960241,471,470,0.21989384618728455,49,64,0.6333738882249479
gemma2_9b,73,corrected_spacing,0.55,0.5672647514103281,0.5545300647837522,177556.76476959343,203634.42139408123,286.861533698863,True,True,True,249509.40019390333,28.837645142184122,12.806114234499343,468,467,0.5741198482405618,100,161,0.8157598581946647
gemma2_9b,73,corrected_spacing,0.6,0.6165878037738963,0.6111565072048682,460738.8117781039,558546.6651662359,533.941971787405,True,True,True,605851.1018500171,23.951807569351725,17.511133713245286,464,463,0.7017970201742197,333,451,0.6595601266751573
gemma2_9b,73,train_selected_spacing,0.3,0.3144699884270339,0.30241188577087436,5474.6975,4599.613726266451,4.205,True,True,True,5511.269502583504,0.6635858138739126,-19.025157889592247,293,293,0.0,3,4,0.3588253945779295
gemma2_9b,73,train_selected_spacing,0.35,0.34814328346023293,0.34961467276851466,7590.212777219884,8525.33614397569,12.158230628268473,True,True,True,8332.533837393014,8.90870741912737,10.968756550632886,431,333,0.14358347859868947,6,8,0.13543959804952685
gemma2_9b,73,train_selected_spacing,0.4,0.403159562574706,0.39512036342799534,14222.035429988911,16219.670368266365,18.305471573792218,True,True,True,17811.783867669154,20.153783946346504,12.316125376911524,333,136,0.8978712928633289,10,12,0.9636668982290426
gemma2_9b,73,train_selected_spacing,0.45,0.46175250075079577,0.44460613189724685,32258.420233511082,35936.7465328773,61.29657817187709,True,True,True,45165.5697369187,28.577408806286364,10.235557345184398,377,375,0.3904840947959423,26,31,0.07713927722010187
gemma2_9b,73,train_selected_spacing,0.5,0.512385134050985,0.49518422427584186,71141.71925216034,79642.31789729823,142.3106322472046,True,True,True,100380.4388287007,29.12790571321994,10.67346966985533,226,470,0.09627231197359279,49,64,0.6333738882249479
gemma2_9b,73,train_selected_spacing,0.55,0.5669488844749815,0.5545300647837522,176732.99611044046,203634.42139408123,286.04605736356433,True,True,True,248115.78985673358,28.76995204034003,13.21064734511661,223,467,0.5589871094729079,100,161,0.8157598581946647
gemma2_9b,73,train_selected_spacing,0.6,0.6165878037738963,0.6111565072048682,460267.3094500998,558546.6651662359,533.7735405025633,True,True,True,605851.1018500171,24.02963235609623,17.59554963717954,464,218,0.7017970201742197,333,451,0.6595601266751573
gemma2_9b,74,empirical_spacing,0.3,0.3208535989677506,0.3061033221218217,5581.745,4782.444046397333,4.29,True,True,True,5748.952801620329,2.908491466014518,-16.713231683385587,195,195,0.0,3,4,0.44668015082411366
gemma2_9b,74,empirical_spacing,0.35,0.3537867295923939,0.3579600055740806,8109.954627224062,9193.655926367821,11.101483526744087,True,True,True,8637.770593688198,6.11055781974369,11.787490284856695,188,88,0.45573559355716475,6,8,0.3220581202462984
gemma2_9b,74,empirical_spacing,0.4,0.4079626239285838,0.39972205874326194,14664.344663614484,17045.420770490608,18.91960901622149,True,True,True,19330.813186133237,24.140052865785265,13.969007506099784,87,136,0.9136288152167611,12,13,0.3314957259360439
gemma2_9b,74,empirical_spacing,0.45,0.45176016404105285,0.4507540623901813,29370.41596337649,38623.090881571865,49.89991326411993,True,True,True,37504.75954909447,21.68883012053434,23.95632950911777,132,130,0.085749768361889,21,32,0.6318777187703708
gemma2_9b,74,empirical_spacing,0.5,0.507322463166162,0.5030672252827612,65525.934029190605,86513.71027566594,120.5664245158863,True,True,True,90839.76471587179,27.866464390190426,24.259480005654844,129,128,0.9822685230384084,54,64,0.859279681727239
gemma2_9b,74,empirical_spacing,0.55,0.5585520210861569,0.5584207921409691,161192.85319723512,212017.5365225384,251.91000210183051,True,True,True,210608.7290972798,23.46335601181069,23.971924284621803,223,222,0.2942255265397205,139,161,0.648030084230087
gemma2_9b,74,empirical_spacing,0.6,0.6181059351543359,0.6152531286268083,489657.970380985,590838.3001387998,539.8985907316022,True,True,True,613906.4754700008,20.23899568641825,17.124876592131134,219,218,0.7724202055634576,412,502,0.1693423789907229
gemma2_9b,74,corrected_spacing,0.3,0.3195494738948696,0.3061033221218217,5559.9725,4782.444046397333,4.1175,True,True,True,5639.51217660162,1.4103999443716209,-16.2579728285245,440,440,0.0,3,4,0.44668015082411366
gemma2_9b,74,corrected_spacing,0.35,0.3538890807848937,0.3579600055740806,7943.416314883087,9193.655926367821,12.833375835786264,True,True,True,8651.40389446739,8.183499328208043,13.598938458192578,431,332,0.18238420134634742,6,8,0.3220581202462984
gemma2_9b,74,corrected_spacing,0.4,0.40702188100727066,0.39972205874326194,14431.361170185055,17045.420770490608,20.802136267772383,True,True,True,19016.809417236487,24.11260557144389,15.335846709229184,332,380,0.8211088836613765,12,13,0.3314957259360439
gemma2_9b,74,corrected_spacing,0.45,0.4496742400714803,0.4507540623901813,28095.119694898338,38623.090881571865,51.06574607791938,True,True,True,36500.302374162384,23.027706984734063,27.258230624149014,377,375,0.16277411165145125,21,32,0.6318777187703708
