generator,split_seed,method,target,prompt_index,quality,length,samples
gemma2_9b,71,empirical_spacing,0.3,89,0.34539982918513323,10536.625,4.0
gemma2_9b,71,empirical_spacing,0.3,96,0.39287105944267714,12860.625,4.0
gemma2_9b,71,empirical_spacing,0.3,16,0.3261630406357399,7443.625,4.0
gemma2_9b,71,empirical_spacing,0.3,8,0.3503584132745931,1298.375,4.25
gemma2_9b,71,empirical_spacing,0.3,95,0.27979502100524306,2998.25,4.0
gemma2_9b,71,empirical_spacing,0.3,50,0.36244984227228066,291.5,11.125
gemma2_9b,71,empirical_spacing,0.3,6,0.20149727908687043,5660.75,4.0
gemma2_9b,71,empirical_spacing,0.3,90,0.3255735685959307,1886.375,4.0
gemma2_9b,71,empirical_spacing,0.3,27,0.22976705516592114,1382.375,4.5
gemma2_9b,71,empirical_spacing,0.3,45,0.22835018371859614,978.25,4.25
gemma2_9b,71,empirical_spacing,0.3,32,0.36028441717732457,10668.375,4.0
gemma2_9b,71,empirical_spacing,0.3,29,0.3890803374287113,1829.25,4.0
gemma2_9b,71,empirical_spacing,0.3,70,0.3683812425494824,9673.125,4.0
gemma2_9b,71,empirical_spacing,0.3,94,0.29011025773934707,7443.875,4.0
gemma2_9b,71,empirical_spacing,0.3,86,0.35430348930198974,8228.625,4.0
gemma2_9b,71,empirical_spacing,0.3,93,0.19032705475574457,7655.125,4.0
gemma2_9b,71,empirical_spacing,0.3,0,0.2689663414232511,7746.375,4.0
gemma2_9b,71,empirical_spacing,0.3,35,0.29097986221508665,9186.625,4.0
gemma2_9b,71,empirical_spacing,0.35,33,0.3810217071337576,3749.8998156862363,8.07449585601396
gemma2_9b,71,empirical_spacing,0.35,18,0.3214022127749657,6447.297351281766,6.199635896010084
gemma2_9b,71,empirical_spacing,0.35,74,0.366671018184009,3797.2514235849612,6.999439840015514
gemma2_9b,71,empirical_spacing,0.35,9,0.4479864403633049,8593.634254980898,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,87,0.3079782310072103,13338.233286443156,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,82,0.2728753987879991,9507.917943481503,5.324635896010084
gemma2_9b,71,empirical_spacing,0.35,23,0.2988182234765943,12263.061468211761,4.22474792800698
gemma2_9b,71,empirical_spacing,0.35,54,0.36320417675911265,7207.320116662674,4.424663904009308
gemma2_9b,71,empirical_spacing,0.35,31,0.2823137881738896,13214.91897405609,4.299803944005429
gemma2_9b,71,empirical_spacing,0.35,66,0.26194193387332443,20935.848736613807,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,37,0.2355181630126888,9561.86160253037,5.199635896010084
gemma2_9b,71,empirical_spacing,0.35,77,0.40312313247894777,7901.696987477238,4.249719920007757
gemma2_9b,71,empirical_spacing,0.35,34,0.24041881060630355,8521.592988054734,4.499719920007757
gemma2_9b,71,empirical_spacing,0.35,75,0.442926919055248,2154.667600765744,7.099327808018616
gemma2_9b,71,empirical_spacing,0.35,99,0.2897065753276844,7936.843032927425,4.249719920007757
gemma2_9b,71,empirical_spacing,0.35,63,0.38782954739346515,2621.115511309109,6.824495856013963
gemma2_9b,71,empirical_spacing,0.35,98,0.32472574246497543,7609.356308120134,9.77455187201241
gemma2_9b,71,empirical_spacing,0.35,55,0.3097497751827918,6397.114419596063,7.299523864013186
gemma2_9b,71,empirical_spacing,0.35,57,0.3166742072876837,8829.65046016968,4.924803944005429
gemma2_9b,71,empirical_spacing,0.35,7,0.4427683419928176,1886.3153824124204,6.924383824017065
gemma2_9b,71,empirical_spacing,0.35,19,0.4928636763569034,3453.489435861831,34.69795541605662
gemma2_9b,71,empirical_spacing,0.35,14,0.4027711356437549,6162.284842849421,4.874719920007757
gemma2_9b,71,empirical_spacing,0.35,39,0.26690934124701193,12566.912801452416,4.22474792800698
gemma2_9b,71,empirical_spacing,0.35,56,0.37665974597064905,5415.396258969797,8.274411832016288
gemma2_9b,71,empirical_spacing,0.35,62,0.3845668129846009,3640.734064047365,11.024271792020167
gemma2_9b,71,empirical_spacing,0.35,40,0.3797697670820274,4768.7325236074075,6.449635896010084
gemma2_9b,71,empirical_spacing,0.35,80,0.319346995111284,3356.8889714680754,6.824075736025597
gemma2_9b,71,empirical_spacing,0.35,22,0.3384825635021099,8778.369085788625,4.724747928006981
gemma2_9b,71,empirical_spacing,0.35,59,0.29399404768244075,11217.39703264939,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,71,0.3895077430264555,4843.98757046919,5.849747928006981
gemma2_9b,71,empirical_spacing,0.35,84,0.16211368808930263,4288.317046626606,27.797703344063606
gemma2_9b,71,empirical_spacing,0.35,81,0.29967978937221956,14666.220257301593,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,89,0.34640806010428926,11089.10535102516,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,96,0.3951061633057441,13477.283370467154,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,16,0.3284266706654464,8930.240098108352,4.874579880011635
gemma2_9b,71,empirical_spacing,0.35,8,0.3718128973208932,3551.4965330289424,11.52441183201629
gemma2_9b,71,empirical_spacing,0.35,95,0.34086068559154625,5381.803731983128,7.099327808018616
gemma2_9b,71,empirical_spacing,0.35,50,0.48375299970895314,2817.9164232319295,107.88592311969751
gemma2_9b,71,empirical_spacing,0.35,6,0.23025206471476153,6975.112353024966,4.874579880011635
gemma2_9b,71,empirical_spacing,0.35,90,0.38771127150840196,4833.739855981819,10.52455187201241
gemma2_9b,71,empirical_spacing,0.35,27,0.2881189508260208,3095.1179260178887,9.923823664032577
gemma2_9b,71,empirical_spacing,0.35,45,0.24014860445971628,3329.2480734688997,13.474327808018616
gemma2_9b,71,empirical_spacing,0.35,32,0.36536820749989524,11284.658790587142,4.22474792800698
gemma2_9b,71,empirical_spacing,0.35,29,0.39977482396301545,2973.3265747682644,6.449355816017841
gemma2_9b,71,empirical_spacing,0.35,70,0.37221008686344614,10129.213461902167,4.199775936006205
gemma2_9b,71,empirical_spacing,0.35,94,0.2907327090723071,8387.42532615053,4.499719920007757
gemma2_9b,71,empirical_spacing,0.35,86,0.35885210802572165,8687.010885166237,4.22474792800698
gemma2_9b,71,empirical_spacing,0.35,93,0.23111208427731064,10349.309193542977,5.374719920007756
gemma2_9b,71,empirical_spacing,0.35,0,0.2705284638234435,8430.133112973239,4.374579880011635
gemma2_9b,71,empirical_spacing,0.35,35,0.29097986221508665,10469.831045204295,4.54980394400543
gemma2_9b,71,empirical_spacing,0.4,33,0.4133697347949975,7256.142108053944,15.967103456500404
gemma2_9b,71,empirical_spacing,0.4,18,0.3731724391735481,12066.411536058102,11.307564660312753
gemma2_9b,71,empirical_spacing,0.4,74,0.4281865766350182,7890.538054253299,14.584428168458704
gemma2_9b,71,empirical_spacing,0.4,9,0.4547541952821681,15823.321083185218,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,87,0.332677997795085,23830.06377615488,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,82,0.32954555575506017,16056.290759624464,9.078763892201552
gemma2_9b,71,empirical_spacing,0.4,23,0.3230460547400197,22209.303909891667,7.832601536222402
gemma2_9b,71,empirical_spacing,0.4,54,0.38886385450300043,13899.819848434277,8.501826632236302
gemma2_9b,71,empirical_spacing,0.4,31,0.35804235893329217,23324.72294619197,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,66,0.3053938163852571,38362.5619441037,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,37,0.3121927000644783,17027.42337900661,9.292214084229352
gemma2_9b,71,empirical_spacing,0.4,77,0.41871907941051134,14719.895962359818,8.126826632236302
gemma2_9b,71,empirical_spacing,0.4,34,0.28069629540553626,15543.984043792749,8.207601536222402
gemma2_9b,71,empirical_spacing,0.4,75,0.4641613570668345,4681.799726070736,15.169040716465654
gemma2_9b,71,empirical_spacing,0.4,99,0.35826271893908046,15611.878613519037,8.296051728250202
gemma2_9b,71,empirical_spacing,0.4,63,0.4422182010436362,5440.496800809463,14.294040716465654
gemma2_9b,71,empirical_spacing,0.4,98,0.3598379727168163,10717.29635574913,13.997988988215452
gemma2_9b,71,empirical_spacing,0.4,55,0.3741309468471977,11586.097423966443,13.146014852340553
gemma2_9b,71,empirical_spacing,0.4,57,0.34960365192063014,15510.040969498186,8.671051728250202
gemma2_9b,71,empirical_spacing,0.4,7,0.46441543224223997,3578.252774024151,13.186402304333605
gemma2_9b,71,empirical_spacing,0.4,19,0.5111186426905854,6182.13373399036,62.222398973661065
gemma2_9b,71,empirical_spacing,0.4,14,0.4268114025738973,12061.021820020735,9.597952112305801
gemma2_9b,71,empirical_spacing,0.4,39,0.34604058857390146,22989.942682451885,7.747988988215452
gemma2_9b,71,empirical_spacing,0.4,56,0.3845609923235469,8627.038530408032,13.336439180243252
gemma2_9b,71,empirical_spacing,0.4,62,0.42429834995743654,7117.707583871585,20.986291676604655
gemma2_9b,71,empirical_spacing,0.4,40,0.4105750423607532,7923.672410536681,10.711439180243252
gemma2_9b,71,empirical_spacing,0.4,80,0.38616249885333825,7160.841987228545,14.440239948354453
gemma2_9b,71,empirical_spacing,0.4,22,0.3548005127103258,15263.72370579096,8.247988988215452
gemma2_9b,71,empirical_spacing,0.4,59,0.34214988751590875,21012.64103510036,7.792214084229352
gemma2_9b,71,empirical_spacing,0.4,71,0.41562634018584954,8863.608838335189,10.896014852340553
gemma2_9b,71,empirical_spacing,0.4,84,0.23017216692899573,7413.148784460332,48.09959436499386
gemma2_9b,71,empirical_spacing,0.4,81,0.36176986513213677,26913.05201852121,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,89,0.3755095372998147,20416.009586232332,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,96,0.4151821894645176,24902.597855959582,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,16,0.3661271948198561,15807.078600089277,8.659538796187652
gemma2_9b,71,empirical_spacing,0.4,8,0.4173220055198737,6500.574424097882,20.901679128597706
gemma2_9b,71,empirical_spacing,0.4,95,0.4174302673980438,9822.812675296533,12.630664276257152
gemma2_9b,71,empirical_spacing,0.4,50,0.5179517623468108,2807.621222176645,107.54293443917618
gemma2_9b,71,empirical_spacing,0.4,6,0.3244616687420543,13145.583797043118,8.913376440208502
gemma2_9b,71,empirical_spacing,0.4,90,0.4281363857496976,8096.565775422361,17.540203072444804
gemma2_9b,71,empirical_spacing,0.4,27,0.35965053106305794,6873.7218453336245,22.417029704681106
gemma2_9b,71,empirical_spacing,0.4,45,0.32052594513483296,6458.972029713173,26.366955952861808
gemma2_9b,71,empirical_spacing,0.4,32,0.3930003036940073,20833.54340467357,7.832601536222402
gemma2_9b,71,empirical_spacing,0.4,29,0.4429412505088688,5521.198390889738,12.134501920278002
gemma2_9b,71,empirical_spacing,0.4,70,0.4395292746754348,18202.392518969067,7.707601536222402
gemma2_9b,71,empirical_spacing,0.4,94,0.33843661014298254,15410.177383866932,8.292214084229352
gemma2_9b,71,empirical_spacing,0.4,86,0.4073063486020016,15847.877258625374,7.747988988215452
gemma2_9b,71,empirical_spacing,0.4,93,0.31543822064852806,17668.792444534574,9.167214084229352
gemma2_9b,71,empirical_spacing,0.4,0,0.36458134140647297,16175.270627927213,8.413376440208502
gemma2_9b,71,empirical_spacing,0.4,35,0.32083103479470887,18375.255435735115,7.957601536222402
gemma2_9b,71,empirical_spacing,0.45,33,0.4345172456105729,12149.31059161143,26.50713654551055
gemma2_9b,71,empirical_spacing,0.45,18,0.41570901331430776,25803.737613861704,23.787845781918993
gemma2_9b,71,empirical_spacing,0.45,74,0.45956317849652184,17926.608965813342,32.79265742746035
gemma2_9b,71,empirical_spacing,0.45,9,0.4572531870268952,21646.25611716056,10.521247790928694
gemma2_9b,71,empirical_spacing,0.45,87,0.33743903995586433,30173.703263460113,9.85142730910211
gemma2_9b,71,empirical_spacing,0.45,82,0.39075019447905024,34937.064829553296,19.537845781918996
gemma2_9b,71,empirical_spacing,0.45,23,0.36219367176482864,32527.669695475593,11.384461445479747
gemma2_9b,71,empirical_spacing,0.45,54,0.44391731961122605,29391.73049036078,17.8915979909903
gemma2_9b,71,empirical_spacing,0.45,31,0.39794764018515544,37403.27573731789,12.280709236408441
gemma2_9b,71,empirical_spacing,0.45,66,0.33320052308477127,49178.14345197136,9.872675100030804
gemma2_9b,71,empirical_spacing,0.45,37,0.39190370729484525,32758.854884406523,17.754811645541356
gemma2_9b,71,empirical_spacing,0.45,77,0.4444724283134689,26544.836407918607,14.870350200061608
gemma2_9b,71,empirical_spacing,0.45,34,0.3893887737122804,33274.47487794302,17.59445260919452
gemma2_9b,71,empirical_spacing,0.45,75,0.47405445771785054,8392.955280007856,27.379811645541356
gemma2_9b,71,empirical_spacing,0.45,99,0.3983942350570427,28354.783982987836,15.224102409132914
gemma2_9b,71,empirical_spacing,0.45,63,0.49666217250318356,13448.963017918837,35.05909357284769
gemma2_9b,71,empirical_spacing,0.45,98,0.44411838380141727,29495.841921419305,38.07569156383799
gemma2_9b,71,empirical_spacing,0.45,55,0.412153546214004,27721.42357288688,32.361050600184825
gemma2_9b,71,empirical_spacing,0.45,57,0.37206502609156444,29669.471212983062,16.622675100030804
gemma2_9b,71,empirical_spacing,0.45,7,0.49363906750458364,8712.83288258209,31.146409636531658
gemma2_9b,71,empirical_spacing,0.45,19,0.5598788973119057,15963.949300176348,158.13062087355615
gemma2_9b,71,empirical_spacing,0.45,14,0.4422956066753241,26691.930134156097,21.217127709225323
gemma2_9b,71,empirical_spacing,0.45,39,0.40376262379583583,36013.09864453412,12.132136545510551
gemma2_9b,71,empirical_spacing,0.45,56,0.4571652718377062,21122.357229234258,32.27140963653166
gemma2_9b,71,empirical_spacing,0.45,62,0.46742923848304596,18647.30489174858,55.38943493662407
gemma2_9b,71,empirical_spacing,0.45,40,0.4499131462925591,17773.904140664337,24.115700400123217
gemma2_9b,71,empirical_spacing,0.45,80,0.44560312298867877,15769.76124790852,32.09926425473588
gemma2_9b,71,empirical_spacing,0.45,22,0.38816714250621165,30540.82718888065,16.537845781918993
gemma2_9b,71,empirical_spacing,0.45,59,0.37057761062114625,34033.125314513636,12.610888754581858
gemma2_9b,71,empirical_spacing,0.45,71,0.44366849358964044,18335.27440800809,22.65570923640844
gemma2_9b,71,empirical_spacing,0.45,84,0.5827881886437525,37236.20558619477,234.60266301239807
gemma2_9b,71,empirical_spacing,0.45,81,0.3865260272252383,36907.37844864162,10.566068272755277
gemma2_9b,71,empirical_spacing,0.45,89,0.39244921710645675,32008.93037728539,11.997675100030804
gemma2_9b,71,empirical_spacing,0.45,96,0.4257599694828226,36672.56126278862,11.316068272755276
gemma2_9b,71,empirical_spacing,0.45,16,0.4175372367501266,33227.84919372124,17.99535020006161
gemma2_9b,71,empirical_spacing,0.45,8,0.46844164387612447,18205.82748032127,58.24551204566457
gemma2_9b,71,empirical_spacing,0.45,95,0.46923049251313564,24653.31042288265,31.9105208819498
gemma2_9b,71,empirical_spacing,0.45,50,0.582785168919886,6500.580809267212,246.21826062844605
gemma2_9b,71,empirical_spacing,0.45,6,0.3966830037490446,32269.569632743034,22.0165979909903
gemma2_9b,71,empirical_spacing,0.45,90,0.47949121079959833,20209.05868630356,43.085153009317736
gemma2_9b,71,empirical_spacing,0.45,27,0.452568685877954,20219.575741447792,65.61353734575698
gemma2_9b,71,empirical_spacing,0.45,45,0.4870705636526629,24367.97779961968,98.57898753742495
gemma2_9b,71,empirical_spacing,0.45,32,0.40577719783146954,32221.64591492215,12.110888754581858
gemma2_9b,71,empirical_spacing,0.45,29,0.4573945382995517,14773.337131995922,32.611050600184825
gemma2_9b,71,empirical_spacing,0.45,70,0.48597238946294463,29875.454345773607,12.724102409132914
gemma2_9b,71,empirical_spacing,0.45,94,0.4117537079922893,29343.119343859697,15.747675100030804
gemma2_9b,71,empirical_spacing,0.45,86,0.42911013813036264,26378.571813430775,12.849102409132914
gemma2_9b,71,empirical_spacing,0.45,93,0.39679697920838974,39311.13584063923,20.287845781918996
gemma2_9b,71,empirical_spacing,0.45,0,0.4275969478849136,33752.52425232389,17.48356385461266
gemma2_9b,71,empirical_spacing,0.45,35,0.3707784578525408,32810.531270746345,14.132136545510551
gemma2_9b,71,empirical_spacing,0.5,33,0.4886146685532614,33007.18370404292,70.72932600580079
gemma2_9b,71,empirical_spacing,0.5,18,0.4848609170196685,65038.30499263228,59.728827627149556
gemma2_9b,71,empirical_spacing,0.5,74,0.5143384556925416,50163.16657901897,92.27950906826217
gemma2_9b,71,empirical_spacing,0.5,9,0.4552258995047873,32391.401605994623,15.786418498549804
gemma2_9b,71,empirical_spacing,0.5,87,0.36199277203434777,56634.964469755345,18.41978234229337
gemma2_9b,71,empirical_spacing,0.5,82,0.44649441199725354,70311.49338551571,38.7411377776052
gemma2_9b,71,empirical_spacing,0.5,23,0.41692370547392843,60485.44813949424,21.11220504505904
gemma2_9b,71,empirical_spacing,0.5,54,0.4729624590724773,65116.47357055945,39.55954366350741
gemma2_9b,71,empirical_spacing,0.5,31,0.41059950167868364,73694.15635929006,24.146158798684528
gemma2_9b,71,empirical_spacing,0.5,66,0.37784673267219104,81528.55005109638,16.38681177180442
gemma2_9b,71,empirical_spacing,0.5,37,0.45071912393594654,76196.04880065507,41.3297192790554
gemma2_9b,71,empirical_spacing,0.5,77,0.4479986781561483,44505.25765600941,24.899606726745382
gemma2_9b,71,empirical_spacing,0.5,34,0.4999496026153185,99633.3577353689,52.38533021001665
gemma2_9b,71,empirical_spacing,0.5,75,0.48987461666946097,19961.356302170672,65.48079399342264
gemma2_9b,71,empirical_spacing,0.5,99,0.45878647631968844,63081.57883902589,33.665351231095975
gemma2_9b,71,empirical_spacing,0.5,63,0.5360979837456173,37575.437687296566,97.74653849777323
gemma2_9b,71,empirical_spacing,0.5,98,0.5534780493135671,83169.23986000814,106.81445957919013
gemma2_9b,71,empirical_spacing,0.5,55,0.5279563230113646,72125.53025384952,84.75491591568272
gemma2_9b,71,empirical_spacing,0.5,57,0.4749045177718111,66941.05653415408,37.59694534519376
gemma2_9b,71,empirical_spacing,0.5,7,0.4989681004352026,20787.462111715962,74.64909477392824
gemma2_9b,71,empirical_spacing,0.5,19,0.6400265677303214,41427.47493777464,412.8065126691023
gemma2_9b,71,empirical_spacing,0.5,14,0.47758131585204916,57290.16130621957,45.19290750725098
gemma2_9b,71,empirical_spacing,0.5,39,0.48424658791943886,78625.62756578712,26.521158798684528
gemma2_9b,71,empirical_spacing,0.5,56,0.5254291916241196,54772.18381856936,84.19684023979715
gemma2_9b,71,empirical_spacing,0.5,62,0.5112899402969994,47731.050679912994,141.82426426222372
gemma2_9b,71,empirical_spacing,0.5,40,0.4571643034040309,36846.00022887303,49.84596216205722
gemma2_9b,71,empirical_spacing,0.5,80,0.49038774708013433,43692.293318489916,88.90007795706478
gemma2_9b,71,empirical_spacing,0.5,22,0.42216864801769305,65286.218993997914,35.53395375362549
gemma2_9b,71,empirical_spacing,0.5,59,0.427032069233246,63811.06821980298,23.79478234229337
gemma2_9b,71,empirical_spacing,0.5,71,0.4851147000638364,43965.2389195252,53.796250329915225
gemma2_9b,71,empirical_spacing,0.5,84,0.855331898979453,141973.97022349376,898.2061601183455
gemma2_9b,71,empirical_spacing,0.5,81,0.3939036055269726,59445.089211576436,17.298230270354225
gemma2_9b,71,empirical_spacing,0.5,89,0.4420056899861853,64608.8382519459,24.188974774704814
gemma2_9b,71,empirical_spacing,0.5,96,0.46044168451655604,65479.08600438763,20.551179819763853
gemma2_9b,71,empirical_spacing,0.5,16,0.4500099410579612,75729.97993324752,41.13631339315319
gemma2_9b,71,empirical_spacing,0.5,8,0.5123747889883898,47688.94081537775,151.0506542927808
gemma2_9b,71,empirical_spacing,0.5,95,0.5371242483470495,65033.72160428309,82.71061837787465
gemma2_9b,71,empirical_spacing,0.5,50,0.5870968838866257,14154.567310154032,531.635438803344
gemma2_9b,71,empirical_spacing,0.5,6,0.46409583050834435,75786.73029013125,51.63926294256282
gemma2_9b,71,empirical_spacing,0.5,90,0.5916948048091514,54233.12667960084,115.50588552465334
gemma2_9b,71,empirical_spacing,0.5,27,0.5237133018091433,59936.95434153978,191.72042306090825
gemma2_9b,71,empirical_spacing,0.5,45,0.5705371148302864,78496.53411700329,316.7499457033363
gemma2_9b,71,empirical_spacing,0.5,32,0.45395232895948556,59101.77468826166,22.176179819763853
gemma2_9b,71,empirical_spacing,0.5,29,0.5029754197612569,37616.53124098806,82.73472672596881
gemma2_9b,71,empirical_spacing,0.5,70,0.5117780327622583,70598.88994947175,30.113188228195575
gemma2_9b,71,empirical_spacing,0.5,94,0.447233407082369,67199.93792201279,36.235723483271265
gemma2_9b,71,empirical_spacing,0.5,86,0.43705462816475815,45463.37969863911,21.773623543608842
gemma2_9b,71,empirical_spacing,0.5,93,0.46872933467468236,72917.6005893346,37.6161377776052
gemma2_9b,71,empirical_spacing,0.5,0,0.4837745170528319,74683.71709927804,39.48818822819558
gemma2_9b,71,empirical_spacing,0.5,35,0.4407276884051484,65757.45818464676,27.906004204215865
gemma2_9b,71,empirical_spacing,0.55,33,0.5447111730943119,91166.96862483956,196.64369604639853
gemma2_9b,71,empirical_spacing,0.55,18,0.5415504028081165,162048.64389665457,150.19484878991443
gemma2_9b,71,empirical_spacing,0.55,74,0.5529860519494715,120972.51460543742,222.34047199812778
gemma2_9b,71,empirical_spacing,0.55,9,0.4559093156401686,48741.041289952234,23.89702810187324
gemma2_9b,71,empirical_spacing,0.55,87,0.4322964336820838,149183.31641935967,48.823180845389146
gemma2_9b,71,empirical_spacing,0.55,82,0.5293100065598626,176249.95314093828,97.8275396693088
gemma2_9b,71,empirical_spacing,0.55,23,0.4959568754462085,155076.40576521456,54.323919327954094
gemma2_9b,71,empirical_spacing,0.55,54,0.5326103017234433,152254.73119627568,92.64998203213302
gemma2_9b,71,empirical_spacing,0.55,31,0.45597513416367075,165617.5080301658,54.42334295619614
gemma2_9b,71,empirical_spacing,0.55,66,0.4084949655907334,144218.60115880822,28.862950296685966
gemma2_9b,71,empirical_spacing,0.55,37,0.5267941883704201,184637.39031161662,98.42127165144132
gemma2_9b,71,empirical_spacing,0.55,77,0.4853094276992854,97589.735557635,55.08315924394835
gemma2_9b,71,empirical_spacing,0.55,34,0.5317675884444716,233093.95377927835,122.14791072737819
gemma2_9b,71,empirical_spacing,0.55,75,0.49390889249255066,42584.21786835682,139.40855553703233
gemma2_9b,71,empirical_spacing,0.55,99,0.49435009846227085,143368.13634545341,76.81186962464007
gemma2_9b,71,empirical_spacing,0.55,63,0.5672503943052543,96738.91056400273,254.037842289482
gemma2_9b,71,empirical_spacing,0.55,98,0.6832724828399612,247878.38021561073,317.9100325021622
gemma2_9b,71,empirical_spacing,0.55,55,0.6708544782069886,228241.1509757295,265.05410667377566
gemma2_9b,71,empirical_spacing,0.55,57,0.5677036437121479,177792.2805114644,100.10733072204641
gemma2_9b,71,empirical_spacing,0.55,7,0.5184335096622092,52921.26590249156,189.00176525100989
gemma2_9b,71,empirical_spacing,0.55,19,0.7253082676531097,96531.0,960.0
gemma2_9b,71,empirical_spacing,0.55,14,0.5307350184182029,143964.8322294765,113.9966679445253
gemma2_9b,71,empirical_spacing,0.55,39,0.5205538987089967,189409.85211773755,63.639265151008864
gemma2_9b,71,empirical_spacing,0.55,56,0.5628345862956563,144201.16796306084,220.7530980731998
gemma2_9b,71,empirical_spacing,0.55,62,0.558684592130456,109472.98081391811,325.47130778717735
gemma2_9b,71,empirical_spacing,0.55,40,0.5451096930944079,108005.50460450326,146.0265310687329
gemma2_9b,71,empirical_spacing,0.55,80,0.5320491895595509,113837.26710417095,231.8802414494246
gemma2_9b,71,empirical_spacing,0.55,22,0.46939424564908927,137624.2850411992,75.21813764250756
gemma2_9b,71,empirical_spacing,0.55,59,0.44538267761347194,135348.36782208562,50.24578531902034
gemma2_9b,71,empirical_spacing,0.55,71,0.5034171288387728,99805.2322771154,120.11168954596609
gemma2_9b,71,empirical_spacing,0.55,84,0.8620035287315966,152073.0,960.0
gemma2_9b,71,empirical_spacing,0.55,81,0.42525183634629893,109257.6987606495,31.60371038069171
gemma2_9b,71,empirical_spacing,0.55,89,0.4686617428133286,131948.94428568293,49.6300252350146
gemma2_9b,71,empirical_spacing,0.55,96,0.4833232495772842,137044.56459903737,43.39421831455346
gemma2_9b,71,empirical_spacing,0.55,16,0.5038270203362121,166409.77593365835,90.3850504700292
gemma2_9b,71,empirical_spacing,0.55,8,0.56453398159212,122984.37064564077,385.9676874458226
gemma2_9b,71,empirical_spacing,0.55,95,0.5830156242306742,176101.06967680826,224.50235959063482
gemma2_9b,71,empirical_spacing,0.55,50,0.6017240230803047,15606.442307520589,581.9430114674345
gemma2_9b,71,empirical_spacing,0.55,6,0.5226269449074694,189636.4125246295,128.76936245749346
gemma2_9b,71,empirical_spacing,0.55,90,0.7115078484410575,142270.88674434653,306.24607360490035
gemma2_9b,71,empirical_spacing,0.55,27,0.6017157288630803,153911.51285795428,490.85273791585183
gemma2_9b,71,empirical_spacing,0.55,45,0.6107268611743344,208425.49042819158,844.6569887325675
