variant,description,uses_training_scale,model,confidence_scale,ei_bonus_scale,min_open,mean_relative_utility_gain_pct,mean_utility_delta_vs_reference,positive_utility_cells,utility_cells,mean_h2h_score,minimum_h2h_cell_mean,h2h_cells_above_half,mean_target_abs_error_pp,mean_target_character_saving_pct,positive_target_saving_cells,target_cells
local_exp_open5,training-free local tail with five initial responses,False,exp_tail_exponentiated,0.4,0.002,5,4.004760566108566,-0.0026197415120674103,30,30,0.5667047107600116,0.5116585848799493,30,3.087496801341307,-9.572120888878835,14,35
local_exp_open5_conf06,local tail with stronger scale confidence inflation,False,exp_tail_exponentiated,0.6,0.002,5,4.647598853987045,-0.00039882256060608983,30,30,0.5716168579245167,0.5116175582798674,30,2.4912347065121923,-0.12679188299769129,22,35
reference_train_scale,retained exponentiated-tail UCB with five training pseudo-observations,True,exp_tail_exponentiated,0.4,0.002,3,5.092862238938607,0.0,30,30,0.5783094944408995,0.5116585848799493,30,2.4590828357823504,-0.15403519957773407,20,35
