reward_model,generator,price_per_million,fixed_n,fixed_quality,adaptive_quality,fixed_cost_dollars,adaptive_cost_dollars,fixed_net_utility,adaptive_net_utility,net_utility_gain,relative_net_utility_gain_percent,fixed_output_tokens,adaptive_output_tokens,adaptive_calls,direct_cost_saving_percent
rm_mistral_7b,qwen35_9b,0.1,531.6,0.6042232749196768,0.6102610087075868,0.043729358100000004,0.0458197697,0.5604939168196766,0.5644412390075868,0.003947322187910163,0.7036415508901456,437293.58100000006,458197.69700000004,705.5345,-6.629666650839122
rm_mistral_7b,qwen35_9b,0.2,279.0,0.5773019302679407,0.5897487296988034,0.045849137500000005,0.046622330200000006,0.5314527927679407,0.5431263994988033,0.011673606730862662,2.197658252265796,229245.6875,233111.65099999998,469.79949999999997,-2.095973646078663
rm_mistral_7b,qwen35_9b,0.5,112.2,0.5344420540637282,0.5547106087297651,0.0461629925,0.04929357724999999,0.48827906156372824,0.5054170314797651,0.017137969916036867,3.5094329099024373,92325.985,98587.15449999999,231.91500000000002,-7.970676634966243
rm_mistral_7b,qwen35_9b,1.0,73.4,0.5108945399530663,0.5265059200866357,0.060232296,0.05170664899999999,0.45066224395306637,0.4747992710866355,0.024137027133569168,5.3535301128851405,60232.29600000001,51706.649,125.1745,13.899534352072388
rm_mistral_7b,qwen35_9b,2.0,35.6,0.47004912214726674,0.4852077259298791,0.058549596999999995,0.057296319,0.41149952514726673,0.42791140692987917,0.016411881782612436,3.9824497583911893,29274.798499999997,28648.159499999998,65.16999999999999,0.83626378433149
rm_mistral_7b,qwen35_9b,5.0,17.2,0.41977258775027304,0.41596228875331603,0.07071376250000001,0.05728635750000001,0.3490588252502731,0.35867593125331604,0.009617106003042964,2.7521453732463765,14142.752499999999,11457.271499999999,30.054499999999997,17.406538468399237
rm_mistral_7b,qwen35_9b,10.0,9.0,0.36918765301235706,0.37515769104500085,0.07450546,0.06340284,0.29468219301235704,0.31175485104500084,0.017072658032643784,5.785884147098694,7450.545999999999,6340.284000000001,15.4325,12.245579973564222
