generator,split,divisor,adaptive_score,adaptive_chars,fixed_chars,cost_mismatch,fixed_n_low,fixed_n_high,fixed_high_weight
llama3.1_8b,30,5000000.0,0.6075,230917.015,230917.015,0.0,113,114,0.48021562695508696
llama3.1_8b,30,10000000.0,0.5674131265561011,434152.92,434152.92,0.0,213,214,0.02316625170637713
llama3.1_8b,30,50000000.0,0.5212711492405911,1809028.84,1809028.84,0.0,887,888,0.9830806075270758
llama3.1_8b,31,100000.0,0.5708691177561379,11057.22,11057.22,0.0,5,6,0.7862418276413801
llama3.1_8b,31,500000.0,0.5489060156741329,36524.5425,36524.54250000001,-7.275957614183426e-12,19,20,0.15626562172447922
llama3.1_8b,31,1000000.0,0.5794791261026911,60389.0275,60389.0275,0.0,31,32,0.6770873897308862
llama3.1_8b,31,5000000.0,0.61625,229802.07,229802.07,0.0,120,121,0.4128458482309733
llama3.1_8b,31,10000000.0,0.60625,413945.6825,413945.68249999994,5.820766091346741e-11,216,217,0.37481172655679934
llama3.1_8b,31,50000000.0,0.52375,1682967.1575,1682967.1575,0.0,879,880,0.28354553388580767
llama3.1_8b,32,100000.0,0.5913244225360712,9707.49,9707.49,0.0,4,5,0.9375897567013037
llama3.1_8b,32,500000.0,0.6120189687888504,29803.765,29803.765,0.0,15,16,0.23080416148661942
llama3.1_8b,32,1000000.0,0.5866477427501828,54535.1675,54535.16750000001,-7.275957614183426e-12,27,28,0.8939352666178957
llama3.1_8b,32,5000000.0,0.6462924696980619,217281.3625,217281.36249999996,2.9103830456733704e-11,110,111,0.9830121207752242
llama3.1_8b,32,10000000.0,0.6275,380135.295,380135.295,0.0,193,194,0.7472082329756897
llama3.1_8b,32,50000000.0,0.5157730314338277,1735696.3525,1735696.3525,0.0,884,885,0.38157485293791216
llama3.1_8b,33,100000.0,0.5585957617064645,10686.765,10686.765,0.0,4,5,0.9096924191634882
llama3.1_8b,33,500000.0,0.5228160704426997,34078.735,34078.73500000001,-7.275957614183426e-12,15,16,0.5747143645840168
llama3.1_8b,33,1000000.0,0.532556557555913,61906.6325,61906.6325,0.0,28,29,0.3257923258782559
llama3.1_8b,33,5000000.0,0.609066000704161,234512.96,234512.96,0.0,107,108,0.582399812223739
llama3.1_8b,33,10000000.0,0.5872377698475337,418549.44,418549.44,0.0,192,193,0.06992804065765473
llama3.1_8b,33,50000000.0,0.50625,2041545.07,2041545.07,0.0,937,938,0.7344237937689196
llama3.1_8b,34,100000.0,0.5948844253121545,10818.55,10818.55,0.0,5,6,0.7740702785793261
llama3.1_8b,34,500000.0,0.5813346147657416,34648.29,34648.29,0.0,18,19,0.32581202082297495
llama3.1_8b,34,1000000.0,0.6096347443339039,61573.385,61573.385,0.0,32,33,0.5487007554794796
llama3.1_8b,34,5000000.0,0.6353779863614885,221240.915,221240.915,0.0,117,118,0.174402727702317
llama3.1_8b,34,10000000.0,0.62625,390022.795,390022.795,0.0,206,207,0.6144442275877485
llama3.1_8b,34,50000000.0,0.5014033168284088,1807530.865,1807530.865,0.0,956,957,0.8773465372729308
llama3.1_8b,35,100000.0,0.6145428274148744,10291.67,10291.67,0.0,5,6,0.14804042018838412
llama3.1_8b,35,500000.0,0.6124757480904333,34946.5075,34946.5075,0.0,17,18,0.30194015276534036
llama3.1_8b,35,1000000.0,0.6497983035881266,60327.41,60327.41000000001,-7.275957614183426e-12,30,31,0.03227142589973211
llama3.1_8b,35,5000000.0,0.6120119943611882,226700.7675,226700.7675,0.0,112,113,0.6952022555246986
llama3.1_8b,35,10000000.0,0.6222450190806497,412955.0475,412955.0475,0.0,205,206,0.2039847354802602
llama3.1_8b,35,50000000.0,0.52,1824227.5425,1824227.5425,0.0,906,907,0.9680139298621592
llama3.1_8b,36,100000.0,0.5444372757815614,10863.7125,10863.7125,0.0,5,6,0.015005979158362511
llama3.1_8b,36,500000.0,0.5309116554061931,35853.645,35853.645,0.0,16,17,0.7270675675045558
llama3.1_8b,36,1000000.0,0.5710565018777923,62165.1325,62165.1325,0.0,29,30,0.12831094419623898
llama3.1_8b,36,5000000.0,0.58625,251259.3375,251259.3375,0.0,118,119,0.22961783253702925
llama3.1_8b,36,10000000.0,0.58125,437376.2425,437376.2425,0.0,205,206,0.5339248396927861
llama3.1_8b,36,50000000.0,0.5027088097047234,2024861.255,2024861.255,0.0,950,951,0.8329522362212313
llama3.1_8b,37,100000.0,0.5612891417397164,10273.66,10273.66,0.0,4,5,0.5312486512388684
llama3.1_8b,37,500000.0,0.6048912997723538,31419.3025,31419.3025,0.0,14,15,0.005115304830411079
llama3.1_8b,37,1000000.0,0.5711759978164985,57092.1625,57092.1625,0.0,25,26,0.5059201746801095
llama3.1_8b,37,5000000.0,0.6063403747045354,244433.455,244433.455,0.0,109,110,0.4638501181858526
llama3.1_8b,37,10000000.0,0.60625,434754.09,434754.09,0.0,194,195,0.6235615549734501
llama3.1_8b,37,50000000.0,0.5025,2023810.4075,2023810.4075,0.0,906,907,0.6549596352135575
llama3.1_8b,38,100000.0,0.5981978762843609,10624.6175,10624.6175,0.0,5,6,0.39454134387969875
llama3.1_8b,38,500000.0,0.5726483370709569,32071.1,32071.1,0.0,16,17,0.3486664530881761
llama3.1_8b,38,1000000.0,0.6170723780578262,58469.6475,58469.6475,0.0,29,30,0.8684195107478163
llama3.1_8b,38,5000000.0,0.6028960527532855,233270.5875,233270.5875,0.0,118,119,0.34157889868578883
llama3.1_8b,38,10000000.0,0.59625,401478.3625,401478.3625,0.0,203,204,0.37154481821877144
llama3.1_8b,38,50000000.0,0.5180920709458426,1808609.81,1808609.81,0.0,917,918,0.5263432433258338
llama3.1_8b,39,100000.0,0.5729048944251367,9117.4375,9117.4375,0.0,4,5,0.5704232752602781
llama3.1_8b,39,500000.0,0.5690677310989408,27446.2925,27446.2925,0.0,13,14,0.7495350134274845
llama3.1_8b,39,1000000.0,0.5656551807541025,51198.495,51198.49500000001,-7.275957614183426e-12,25,26,0.7379276983589931
llama3.1_8b,39,5000000.0,0.6280674507559424,198026.1225,198026.1225,0.0,99,100,0.6365098488115168
llama3.1_8b,39,10000000.0,0.617552201162688,363676.9825,363676.9825,0.0,183,184,0.4791195349247687
llama3.1_8b,39,50000000.0,0.525,1754440.97,1754440.97,0.0,884,885,0.29306909039452333
gemma2_9b,30,100000.0,0.5983653827057926,8038.815,8038.815,0.0,5,6,0.2793523071245219
gemma2_9b,30,500000.0,0.5485802897484051,30475.2375,30475.2375,0.0,20,21,0.0169710251594947
gemma2_9b,30,1000000.0,0.5739286802592942,53930.9575,53930.9575,0.0,35,36,0.4285278962823392
gemma2_9b,30,5000000.0,0.595,209907.2325,209907.2325,0.0,137,138,0.8986709880206459
gemma2_9b,30,10000000.0,0.6184758976948307,397158.7375,397158.7375,0.0,261,262,0.10964092206772426
gemma2_9b,30,50000000.0,0.525,1360799.885,1360799.885,0.0,894,895,0.503637413864637
gemma2_9b,31,100000.0,0.5684359926767446,9046.0575,9046.057500000003,-1.8189894035458565e-12,7,8,0.013221360979171919
gemma2_9b,31,500000.0,0.5964988779323108,35608.325,35608.325,0.0,27,28,0.6858425220216146
gemma2_9b,31,1000000.0,0.5977578720765656,62703.065,62703.065,0.0,48,49,0.7937023387475168
gemma2_9b,31,5000000.0,0.6326717308448976,220514.1975,220514.1975,0.0,171,172,0.62087177469399
gemma2_9b,31,10000000.0,0.60875,433472.3,433472.3,0.0,337,338,0.2846167788256233
gemma2_9b,31,50000000.0,0.5198577614407891,1169779.955,1169779.955,0.0,910,911,0.5568954236843554
gemma2_9b,32,100000.0,0.588246464527755,8456.17,8456.17,0.0,5,6,0.8001229729476551
gemma2_9b,32,500000.0,0.577747091502315,30118.4175,30118.4175,0.0,20,21,0.7005816995370082
