generator,split,divisor,fixed_n,fixed_utility,adaptive_utility,utility_gap,relative_utility_gain_pct,adaptive_quality,adaptive_chars,adaptive_opens
llama3.2_3b,30,100000.0,5,0.2190884822488857,0.22881310151658718,0.00972461926770149,4.438672068874104,0.3537721515165872,12495.905,27.4625
llama3.2_3b,30,500000.0,23,0.3341354925823202,0.3446107885583558,0.010475295976035581,3.1350443782786126,0.42943992855835583,42414.57,98.9325
llama3.2_3b,30,1000000.0,68,0.3742183925818719,0.4090637800382468,0.03484538745637489,9.311511178262403,0.4771676400382468,68103.86,148.87
llama3.2_3b,30,5000000.0,185,0.5060435174481768,0.5259584727985585,0.01991495535038168,3.9354234692713246,0.5727263617985585,233839.445,305.0825
llama3.2_3b,30,10000000.0,411,0.5405611362864154,0.5612761226668388,0.02071498638042335,3.8321264681979557,0.6044199374168389,431438.1475,445.0025
llama3.2_3b,30,50000000.0,958,0.6233227689806937,0.6256818236848406,0.002359054704146879,0.378464388202053,0.6591797118348407,1674894.4075,938.38
llama3.2_3b,31,100000.0,4,0.19380626103286244,0.2184098728558581,0.02460361182299567,12.694952006129357,0.3326209478558581,11421.1075,19.8125
llama3.2_3b,31,500000.0,25,0.3306452013939878,0.3468451015828332,0.01619990018884543,4.899481414079883,0.4263708765828333,39762.8875,87.2825
llama3.2_3b,31,1000000.0,53,0.3913015914993019,0.41878869485267245,0.027487103353370568,7.024531448505393,0.4852303073526725,66441.6125,124.0225
llama3.2_3b,31,5000000.0,144,0.5102681417511725,0.5387426430812209,0.028474501330048363,5.580301610115743,0.5902573540812209,257573.555,355.16
llama3.2_3b,31,10000000.0,300,0.5620980787456695,0.5789843941182575,0.016886315372588,3.004158172942002,0.6232159243682575,442315.3025,496.5225
llama3.2_3b,31,50000000.0,759,0.6414233080794554,0.647986702115239,0.006563394035783654,1.0232546826893019,0.679981898565239,1599759.8225,938.4875
llama3.2_3b,32,100000.0,5,0.19499470870285499,0.23035794267454002,0.03536323397168503,18.13548388411591,0.34243749267454,11207.955,19.28
llama3.2_3b,32,500000.0,20,0.33250115571780936,0.35075793508111003,0.018256779363300668,5.4907416258110775,0.4205774550811101,34909.76,65.08
llama3.2_3b,32,1000000.0,43,0.392109022093707,0.412337188189454,0.020228166095746958,5.1588116967410125,0.475549335689454,63212.1475,113.055
llama3.2_3b,32,5000000.0,231,0.5035574720656981,0.5321210593343131,0.028563587268614965,5.672358936794474,0.582943161834313,254110.5125,330.7
llama3.2_3b,32,10000000.0,336,0.556848454444162,0.5713215220971594,0.014473067652997385,2.59910349709854,0.6183720010971594,470504.79,468.0925
llama3.2_3b,32,50000000.0,934,0.6428249121221654,0.6441157723227999,0.0012908602006345138,0.20081054363201045,0.6777464088227998,1681531.825,940.5575
llama3.2_3b,33,100000.0,4,0.1878534020237769,0.2039132904280844,0.0160598884043075,8.549160266085984,0.3123543654280844,10844.1075,11.395
llama3.2_3b,33,500000.0,25,0.32820565802919716,0.32993336383009064,0.0017277058008934865,0.5264095114228012,0.39965867383009057,34862.655,45.0275
llama3.2_3b,33,1000000.0,55,0.38117045903907226,0.4005587784969595,0.019388319457887215,5.08652205282776,0.46060054599695943,60041.7675,71.905
llama3.2_3b,33,5000000.0,189,0.5044165139597079,0.5271916086308877,0.022775094671179774,4.515136606530495,0.5777695561308875,252889.7375,277.5575
llama3.2_3b,33,10000000.0,292,0.5487012057045888,0.5604807974357803,0.011779591731191474,2.1468135314310577,0.6067659854357803,462851.88,415.4925
llama3.2_3b,33,50000000.0,958,0.6252283557287487,0.6259275306564639,0.0006991749277152071,0.11182713024911807,0.6640101082064638,1904128.8775,950.7875
