variant,split,utility_divisor,reservation_divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,utility_delta_vs_reference,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_accuracy,fixed_chars,fixed_n
reference_profiled,77,100000.0,70000.0,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,0.30262408234126986,0.2848431646825397,0.01778091765873019,6.242353639957337,0.0,0.34871031746031744,4608.6235119047615,9.36111111111111,0.3263888888888889,4154.5724206349205,8
reference_profiled,77,200000.0,70000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.32436958581349207,0.32191602926587304,0.002453556547619029,0.7621728415370758,0.0,0.35466269841269843,6058.622519841269,11.725198412698413,0.35813492063492064,7243.778273809524,14
reference_profiled,77,300000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.3328227579365079,0.3432920949074074,-0.010469336970899523,-3.0496877516865943,0.0,0.3680555555555556,10569.839285714286,21.25347222222222,0.37797619047619047,10405.22867063492,20
reference_profiled,77,400000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.34163095734126986,0.3503751723710318,-0.008744215029761915,-2.4956719879975338,0.0,0.3680555555555556,10569.839285714286,21.25347222222222,0.3854166666666667,14016.597718253968,27
reference_profiled,77,500000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3522902083333333,0.3579572619047619,-0.005667053571428604,-1.5831648564057852,0.0,0.38591269841269843,16811.24503968254,33.71478174603175,0.3958333333333333,18938.035714285714,36
reference_profiled,77,600000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3578939566798942,0.37024897734788365,-0.012355020667989436,-3.336949302733856,0.0,0.38591269841269843,16811.24503968254,33.71478174603175,0.4087301587301587,23088.708829365078,44
reference_profiled,77,700000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.34879336238662134,0.37515493551587303,-0.026361573129251692,-7.026849611615017,0.0,0.3913690476190476,29802.979662698413,62.28075396825397,0.4156746031746032,28363.76736111111,54
reference_profiled,77,800000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3541153230406746,0.3781324993799603,-0.024017176339285684,-6.35152397074244,0.0,0.3913690476190476,29802.979662698413,62.28075396825397,0.4201388888888889,33605.111607142855,64
reference_profiled,77,900000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.35825462577160494,0.38423268959435625,-0.025978063822751307,-6.76102386035321,0.0,0.3913690476190476,29802.979662698413,62.28075396825397,0.4280753968253968,39458.43650793651,75
reference_profiled,77,1000000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3615660679563492,0.3893468566468254,-0.027780788690476177,-7.135228708338075,0.0,0.3913690476190476,29802.979662698413,62.28075396825397,0.435515873015873,46169.01636904762,88
global_exp_q75_conf08_085x,77,100000.0,85000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.2976155853174603,0.2848431646825397,0.012772420634920623,4.484018652564685,-0.0050084970238095244,0.35267857142857145,5506.298611111111,11.261904761904763,0.3263888888888889,4154.5724206349205,8
global_exp_q75_conf08_085x,77,200000.0,170000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3206831200396826,0.32191602926587304,-0.0012329092261904595,-0.38299093990507377,-0.003686465773809523,0.36259920634920634,8383.217261904761,17.030257936507937,0.35813492063492064,7243.778273809524,14
global_exp_q75_conf08_085x,77,300000.0,255000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3319679861111111,0.3432920949074074,-0.011324108796296306,-3.2986803262541304,-0.0008547718253968245,0.36755952380952384,10677.46130952381,21.65327380952381,0.37797619047619047,10405.22867063492,20
global_exp_q75_conf08_085x,77,400000.0,340000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3368890438988095,0.3503751723710318,-0.013486128472222247,-3.8490536817891408,-0.004741913442460317,0.3685515873015873,12665.017361111111,25.776289682539684,0.3854166666666667,14016.597718253968,27
global_exp_q75_conf08_085x,77,500000.0,425000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3485682857142858,0.3579572619047619,-0.009388976190476128,-2.6229321736666313,-0.0037219226190476186,0.3774801587301587,14455.936507936507,29.66418650793651,0.3958333333333333,18938.035714285714,36
global_exp_q75_conf08_085x,77,600000.0,510000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.35402839451058205,0.37024897734788365,-0.0162205828373016,-4.380993285515774,-0.0038655621693121697,0.38095238095238093,16154.391865079366,33.3531746031746,0.4087301587301587,23088.708829365078,44
global_exp_q75_conf08_085x,77,700000.0,595000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3580364349489796,0.37515493551587303,-0.017118500566893458,-4.563048209229588,0.009243072562358278,0.3834325396825397,17777.273313492064,36.81001984126984,0.4156746031746032,28363.76736111111,54
global_exp_q75_conf08_085x,77,800000.0,680000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3621836507936508,0.3781324993799603,-0.015948848586309516,-4.217793660280857,0.008068327752976188,0.3864087301587302,19380.06349206349,40.07738095238095,0.4201388888888889,33605.111607142855,64
global_exp_q75_conf08_085x,77,900000.0,765000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3632348324514992,0.38423268959435625,-0.020997857142857068,-5.464880451745273,0.00498020667989418,0.3864087301587302,20856.507936507936,43.33531746031746,0.4280753968253968,39458.43650793651,75
global_exp_q75_conf08_085x,77,1000000.0,850000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3644678487103175,0.3893468566468254,-0.02487900793650788,-6.389934196662979,0.0029017807539682534,0.3869047619047619,22436.913194444445,46.520337301587304,0.435515873015873,46169.01636904762,88
