id,partition,price,method,quality,cost,samples,profit
59,train,2e-08,fixed_1,0.20127648332094927,4.00475e-05,1.0,0.20123643582094927
59,train,2e-08,fixed_2,0.23245522009273237,8.149749999999999e-05,2.0,0.2323737225927324
59,train,2e-08,fixed_4,0.3308589725916784,0.0001681325,4.0,0.33069084009167843
59,train,2e-08,fixed_8,0.3501933167961162,0.00031846749999999997,8.0,0.34987484929611623
59,train,2e-08,fixed_16,0.38915460725353335,0.0006438374999999999,16.0,0.3885107697535334
59,train,2e-08,fixed_32,0.44025214225581594,0.0012684150000000002,32.0,0.4389837272558159
59,train,2e-08,fixed_64,0.4768189377638719,0.0025353425000000005,64.0,0.4742835952638719
59,train,2e-08,fixed_128,0.4980702948126626,0.0051485375000000005,128.0,0.4929217573126625
59,train,2e-08,fixed_256,0.5663990511254305,0.010256587499999999,256.0,0.5561424636254306
59,train,2e-08,fixed_512,0.6510051355386204,0.020583834999999998,512.0,0.6304213005386203
59,train,2e-08,dmrl_doubling,0.6308260593184979,0.0192729525,480.0,0.611553106818498
59,train,2e-08,dmrl_sequential,0.6308260593184979,0.019021655,473.625,0.6118044043184979
59,train,1e-07,fixed_1,0.20127648332094927,0.00020023749999999998,1.0,0.20107624582094924
59,train,1e-07,fixed_2,0.23245522009273237,0.0004074875,2.0,0.2320477325927324
59,train,1e-07,fixed_4,0.3308589725916784,0.0008406625,4.0,0.3300183100916785
59,train,1e-07,fixed_8,0.3501933167961162,0.0015923375,8.0,0.3486009792961162
59,train,1e-07,fixed_16,0.38915460725353335,0.0032191874999999994,16.0,0.3859354197535334
59,train,1e-07,fixed_32,0.44025214225581594,0.006342074999999999,32.0,0.43391006725581593
59,train,1e-07,fixed_64,0.4768189377638719,0.012676712499999996,64.0,0.46414222526387194
59,train,1e-07,fixed_128,0.4980702948126626,0.0257426875,128.0,0.47232760731266255
59,train,1e-07,fixed_256,0.5663990511254305,0.05128293749999999,256.0,0.5151161136254306
59,train,1e-07,fixed_512,0.6510051355386204,0.10291917499999997,512.0,0.5480859605386204
59,train,1e-07,dmrl_doubling,0.6308260593184979,0.0898442375,448.0,0.5409818218184979
59,train,1e-07,dmrl_sequential,0.5839442586906847,0.06881442499999998,343.125,0.5151298336906847
59,train,2e-07,fixed_1,0.20127648332094927,0.00040047499999999996,1.0,0.20087600832094926
59,train,2e-07,fixed_2,0.23245522009273237,0.000814975,2.0,0.2316402450927324
59,train,2e-07,fixed_4,0.3308589725916784,0.001681325,4.0,0.32917764759167845
59,train,2e-07,fixed_8,0.3501933167961162,0.003184675,8.0,0.34700864179611624
59,train,2e-07,fixed_16,0.38915460725353335,0.006438374999999999,16.0,0.38271623225353335
59,train,2e-07,fixed_32,0.44025214225581594,0.012684149999999998,32.0,0.42756799225581593
59,train,2e-07,fixed_64,0.4768189377638719,0.025353424999999992,64.0,0.4514655127638719
59,train,2e-07,fixed_128,0.4980702948126626,0.051485375,128.0,0.4465849198126626
59,train,2e-07,fixed_256,0.5663990511254305,0.10256587499999999,256.0,0.4638331761254307
59,train,2e-07,fixed_512,0.6510051355386204,0.20583834999999995,512.0,0.44516678553862027
59,train,2e-07,dmrl_doubling,0.6308260593184979,0.179688475,448.0,0.4511375843184978
59,train,2e-07,dmrl_sequential,0.5520806444744087,0.119674725,298.75,0.4324059194744087
59,train,1e-06,fixed_1,0.20127648332094927,0.002002375,1.0,0.19927410832094927
59,train,1e-06,fixed_2,0.23245522009273237,0.004074874999999999,2.0,0.22838034509273236
59,train,1e-06,fixed_4,0.3308589725916784,0.008406625,4.0,0.3224523475916785
59,train,1e-06,fixed_8,0.3501933167961162,0.015923374999999997,8.0,0.33426994179611624
59,train,1e-06,fixed_16,0.38915460725353335,0.032191875,16.0,0.3569627322535333
59,train,1e-06,fixed_32,0.44025214225581594,0.06342075,32.0,0.3768313922558159
59,train,1e-06,fixed_64,0.4768189377638719,0.126767125,64.0,0.35005181276387193
59,train,1e-06,fixed_128,0.4980702948126626,0.257426875,128.0,0.24064341981266257
59,train,1e-06,fixed_256,0.5663990511254305,0.512829375,256.0,0.053569676125430635
59,train,1e-06,fixed_512,0.6510051355386204,1.0291917499999998,512.0,-0.3781866144613796
59,train,1e-06,dmrl_doubling,0.47874873137651996,0.287940125,144.0,0.19080860637652
59,train,1e-06,dmrl_sequential,0.4768189377638719,0.19715512500000001,99.25,0.279663812763872
59,train,2e-06,fixed_1,0.20127648332094927,0.00400475,1.0,0.1972717333209493
59,train,2e-06,fixed_2,0.23245522009273237,0.008149749999999997,2.0,0.22430547009273238
59,train,2e-06,fixed_4,0.3308589725916784,0.01681325,4.0,0.31404572259167846
59,train,2e-06,fixed_8,0.3501933167961162,0.03184674999999999,8.0,0.3183465667961162
59,train,2e-06,fixed_16,0.38915460725353335,0.06438375,16.0,0.3247708572535334
59,train,2e-06,fixed_32,0.44025214225581594,0.1268415,32.0,0.31341064225581594
59,train,2e-06,fixed_64,0.4768189377638719,0.25353425,64.0,0.22328468776387195
59,train,2e-06,fixed_128,0.4980702948126626,0.51485375,128.0,-0.01678345518733742
59,train,2e-06,fixed_256,0.5663990511254305,1.02565875,256.0,-0.4592596988745693
