price,method,train_selected_fixed,test_oracle_fixed,mean_profit,baseline_profit,delta_profit,delta_ci_low,delta_ci_high,relative_profit_percent,quality,baseline_quality,cost,baseline_cost,samples,delta_vs_test_oracle
2e-08,dmrl_doubling,fixed_509,fixed_508,0.616392724121517,0.620517030620325,-0.004124306498808139,-0.007344104631470366,-0.0014796942805018185,-0.6646564550670122,0.6352263601215171,0.6398606883203253,0.018833636,0.0193436577,498.8,-0.004162084998808213
2e-08,dmrl_sequential,fixed_509,fixed_508,0.6140524334246283,0.620517030620325,-0.0064645971956968015,-0.009882088552644153,-0.003530329541217162,-1.041808181998519,0.6321864365246284,0.6398606883203253,0.0181340031,0.0193436577,487.45,-0.006502375695696894
1e-07,dmrl_doubling,fixed_385,fixed_374,0.5454488119227818,0.5483820659636384,-0.002933254040856441,-0.009933823849725312,0.004706396923840655,-0.5348924085805054,0.6282260414227818,0.6215667562136383,0.08277722950000001,0.07318469024999999,467.92,-0.004093069897482593
1e-07,dmrl_sequential,fixed_385,fixed_374,0.5504608230940862,0.5483820659636384,0.0020787571304478726,-0.005677966318783342,0.009941276265210896,0.37907095426160586,0.6183875910940861,0.6215667562136383,0.067926768,0.07318469024999999,418.3275,0.0009189412738217495
2e-07,dmrl_doubling,fixed_233,fixed_192,0.4827510418799246,0.49992051111330144,-0.017169469233376835,-0.03481654936322399,0.0037755929850126872,-3.4344398462749943,0.6199140398799245,0.5884903796133014,0.137162998,0.08856986849999998,417.84,-0.023458141378174646
2e-07,dmrl_sequential,fixed_233,fixed_192,0.5022426602649857,0.49992051111330144,0.0023221491516842896,-0.015008368827168132,0.020807485069550064,0.4645036760970186,0.6058183012649857,0.5884903796133014,0.103575641,0.08856986849999998,356.065,-0.003966522993113619
1e-06,dmrl_doubling,fixed_34,fixed_47,0.3058344922372993,0.39552966078677687,-0.08969516854947758,-0.12827206440470088,-0.04771154752489145,-22.677229407033188,0.5655288197372993,0.46033524578677687,0.25969432750000004,0.06480558499999999,232.7,-0.09274604515439655
1e-06,dmrl_sequential,fixed_34,fixed_47,0.3629601859596707,0.39552966078677687,-0.0325694748271062,-0.06053717374039978,0.0014559174465262777,-8.234395054550367,0.5407364459596706,0.46033524578677687,0.17777626000000002,0.06480558499999999,176.3775,-0.03562035143202513
2e-06,dmrl_doubling,fixed_27,fixed_28,0.21217549018953114,0.3389571245195721,-0.12678163433004092,-0.16846844929788193,-0.08439391494365639,-37.40344284243545,0.5394489501895312,0.44191307951957215,0.32727345999999996,0.10295595499999999,172.38,-0.12976683005206818
2e-06,dmrl_sequential,fixed_27,fixed_28,0.2999881988030314,0.3389571245195721,-0.03896892571654068,-0.06395102436153438,-0.011088973783788056,-11.4967123856075,0.5112602638030314,0.44191307951957215,0.21127206499999995,0.10295595499999999,119.645,-0.041954121438567915
1e-05,dmrl_doubling,fixed_5,fixed_5,-0.04498427593547772,0.22229930431674585,-0.26728358025222365,-0.30599094376743174,-0.2265019108806156,-120.23590495424197,0.45972862406452236,0.3174171793167459,0.5047129,0.09511787499999999,64.33,-0.2672835802522236
1e-05,dmrl_sequential,fixed_5,fixed_5,0.09047879353759193,0.22229930431674585,-0.13182051077915397,-0.15441300858048335,-0.10958678186100809,-59.29866095816832,0.42439906853759196,0.3174171793167459,0.333920275,0.09511787499999999,41.1,-0.1318205107791539
