variant,description,uses_training_scale,model,confidence_scale,ei_bonus_scale,min_open,mean_relative_utility_gain_pct,mean_utility_delta_vs_reference,positive_utility_cells,utility_cells,mean_h2h_score,minimum_h2h_cell_mean,h2h_cells_above_half,mean_target_abs_error_pp,mean_target_character_saving_pct,positive_target_saving_cells,target_cells
local_exp_open5_conf06,local tail with stronger scale confidence inflation,False,exp_tail_exponentiated,0.6,0.002,5,5.317339299807034,-1.5044555057343636e-05,29,30,0.576682339507254,0.5144810607141517,30,3.0447460530395416,-4.37666296715196,18,35
local_rayleigh_open5_conf12,fit a shifted Rayleigh upper tail directly to raw rewards,False,rayleigh_tail_raw,1.2,0.002,5,4.3893131515671024,-0.00331052570005687,29,30,0.5610237411788958,0.5144820006848393,30,2.79763605389598,-8.387791482425827,12,35
reference_train_scale,retained exponentiated-tail UCB with five training pseudo-observations,True,exp_tail_exponentiated,0.4,0.002,3,5.708364400022812,0.0,29,30,0.5825137262888329,0.5144820006848393,30,2.8476565921384625,-2.6559232539560713,16,35
