variant,generator,split,target_quality,selected_divisor,adaptive_target_reached_train,fixed_target_reached_train,adaptive_test_quality,fixed_test_quality,adaptive_target_error_pp,fixed_target_error_pp,adaptive_test_chars,fixed_test_chars,character_saving_vs_train_fixed_pct
reference_train_scale,qwen2.5_7b,40,0.3,75000.0,True,True,0.3331487633545045,0.3298616216486891,3.3148763354504505,2.9861621648689107,10257.8025,13526.165,24.16326061378078
reference_train_scale,qwen2.5_7b,40,0.35,200000.0,True,True,0.36874627868316023,0.38838251977479593,1.8746278683160256,3.8382519774795956,17576.565,29110.0675,39.62032207585916
reference_train_scale,qwen2.5_7b,40,0.4,500000.0,True,True,0.4168159770084296,0.4399665576884517,1.6815977008429572,3.99665576884517,33244.4325,53612.7475,37.991552288940234
reference_train_scale,qwen2.5_7b,40,0.45,1000000.0,True,True,0.4672153743649183,0.476495335855655,1.7215374364918268,2.6495335855655,54277.8625,91662.1,40.78483637184834
reference_train_scale,qwen2.5_7b,40,0.5,5000000.0,True,True,0.5588691808299774,0.5169712410901715,5.886918082997738,1.6971241090171452,239619.24,163143.6925,-46.87619014139942
reference_train_scale,qwen2.5_7b,40,0.55,5000000.0,True,True,0.5588691808299774,0.5455604644948325,0.8869180829977341,-0.44395355051675134,239619.24,256206.7875,6.474281053151261
reference_train_scale,qwen2.5_7b,40,0.6,20000000.0,True,True,0.6260513976315493,0.5939092588475209,2.605139763154929,-0.6090741152479096,898242.23,564738.75,-59.0544707619231
local_exp_open5_conf06,qwen2.5_7b,40,0.3,50000.0,True,True,0.3258986322946423,0.3298616216486891,2.5898632294642288,2.9861621648689107,11513.3525,13526.165,14.88088087052021
local_exp_open5_conf06,qwen2.5_7b,40,0.35,500000.0,True,True,0.41030743480600756,0.38838251977479593,6.0307434806007585,3.8382519774795956,29743.8775,29110.0675,-2.1772879777760656
local_exp_open5_conf06,qwen2.5_7b,40,0.4,500000.0,True,True,0.41030743480600756,0.4399665576884517,1.0307434806007543,3.99665576884517,29743.8775,53612.7475,44.5208856345219
local_exp_open5_conf06,qwen2.5_7b,40,0.45,1000000.0,True,True,0.4680260035940599,0.476495335855655,1.802600359405987,2.6495335855655,55633.8975,91662.1,39.30545176250599
local_exp_open5_conf06,qwen2.5_7b,40,0.5,5000000.0,True,True,0.5666768407018203,0.5169712410901715,6.667684070182034,1.6971241090171452,256403.87,163143.6925,-57.164439562994446
local_exp_open5_conf06,qwen2.5_7b,40,0.55,5000000.0,True,True,0.5666768407018203,0.5455604644948325,1.6676840701820295,-0.44395355051675134,256403.87,256206.7875,-0.07692321578326239
local_exp_open5_conf06,qwen2.5_7b,40,0.6,20000000.0,True,True,0.6264316833731405,0.5939092588475209,2.64316833731405,-0.6090741152479096,909875.775,564738.75,-61.114457791323865
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.3,50000.0,True,True,0.33138925517128753,0.3298616216486891,3.1389255171287544,2.9861621648689107,11771.7475,13526.165,12.97054634480654
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.35,200000.0,True,True,0.3718674085895469,0.38838251977479593,2.1867408589546944,3.8382519774795956,17348.175,29110.0675,40.40489600376228
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.4,500000.0,True,True,0.41718634806756555,0.4399665576884517,1.7186348067565527,3.99665576884517,37160.9775,53612.7475,30.686302730521316
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.45,1000000.0,True,True,0.47070948023884795,0.476495335855655,2.070948023884794,2.6495335855655,76714.255,91662.1,16.3075524126111
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.5,5000000.0,True,True,0.5714273379760333,0.5169712410901715,7.142733797603329,1.6971241090171452,312051.655,163143.6925,-91.27411560823904
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.55,5000000.0,True,True,0.5714273379760333,0.5455604644948325,2.1427337976033245,-0.44395355051675134,312051.655,256206.7875,-21.796794708258858
local_rayleigh_open5_conf12,qwen2.5_7b,40,0.6,20000000.0,True,True,0.6271748818525715,0.5939092588475209,2.7174881852571553,-0.6090741152479096,858643.5425,564738.75,-52.04261129593108
reference_train_scale,qwen2.5_7b,41,0.3,50000.0,True,True,0.31378318318904264,0.3102832535006097,1.3783183189042647,1.0283253500609713,8038.6375,10558.0075,23.862172857899562
reference_train_scale,qwen2.5_7b,41,0.35,200000.0,True,True,0.3697128008807533,0.37850817032167233,1.9712800880753334,2.8508170321672353,15532.2725,23063.6875,32.65486058983413
reference_train_scale,qwen2.5_7b,41,0.4,500000.0,True,True,0.4303376880161531,0.4266697210976788,3.033768801615305,2.6669721097678787,30216.7325,41527.93,27.237566380024244
reference_train_scale,qwen2.5_7b,41,0.45,1000000.0,True,True,0.4811710835320545,0.46252909586708746,3.1171083532054498,1.2529095867087447,53759.5,68336.0775,21.330720218759996
reference_train_scale,qwen2.5_7b,41,0.5,5000000.0,True,True,0.5644745135458347,0.5163187142946564,6.447451354583467,1.6318714294656367,220431.9825,146957.715,-49.99687665257998
reference_train_scale,qwen2.5_7b,41,0.55,5000000.0,True,True,0.5644745135458347,0.5706920839599003,1.4474513545834622,2.06920839599003,220431.9825,356041.0325,38.08803975423815
reference_train_scale,qwen2.5_7b,41,0.6,20000000.0,True,True,0.6217104891954988,0.5978566042373289,2.1710489195498783,-0.21433957626710853,844171.9625,598027.855,-41.159304778537454
local_exp_open5_conf06,qwen2.5_7b,41,0.3,50000.0,True,True,0.3245181412991481,0.3102832535006097,2.451814129914809,1.0283253500609713,10920.06,10558.0075,-3.4291744914937765
local_exp_open5_conf06,qwen2.5_7b,41,0.35,500000.0,True,True,0.42521763702498633,0.37850817032167233,7.521763702498635,2.8508170321672353,29176.375,23063.6875,-26.503513369230312
local_exp_open5_conf06,qwen2.5_7b,41,0.4,1000000.0,True,True,0.4885091102037032,0.4266697210976788,8.850911020370317,2.6669721097678787,57548.01,41527.93,-38.57663986622979
local_exp_open5_conf06,qwen2.5_7b,41,0.45,2000000.0,True,True,0.5298888982194851,0.46252909586708746,7.988889821948514,1.2529095867087447,114429.165,68336.0775,-67.45059006349902
local_exp_open5_conf06,qwen2.5_7b,41,0.5,5000000.0,True,True,0.5695698992819641,0.5163187142946564,6.9569899281964105,1.6318714294656367,240309.6475,146957.715,-63.52298856851442
local_exp_open5_conf06,qwen2.5_7b,41,0.55,5000000.0,True,True,0.5695698992819641,0.5706920839599003,1.9569899281964065,2.06920839599003,240309.6475,356041.0325,32.505069482405794
local_exp_open5_conf06,qwen2.5_7b,41,0.6,10000000.0,True,True,0.5930673072140834,0.5978566042373289,-0.6932692785916572,-0.21433957626710853,439328.215,598027.855,26.537165229536
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.3,50000.0,True,True,0.3278910249955544,0.3102832535006097,2.7891024995554403,1.0283253500609713,11202.52,10558.0075,-6.104489885994121
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.35,200000.0,True,True,0.384649666646461,0.37850817032167233,3.464966664646102,2.8508170321672353,18617.205,23063.6875,19.279148228140006
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.4,500000.0,True,True,0.44098270225745834,0.4266697210976788,4.098270225745831,2.6669721097678787,44475.79,41527.93,-7.098499732589611
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.45,1000000.0,True,True,0.4919437375512507,0.46252909586708746,4.194373755125069,1.2529095867087447,87702.1775,68336.0775,-28.339496073651585
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.5,2000000.0,True,True,0.5323314682830015,0.5163187142946564,3.2331468283001485,1.6318714294656367,154405.725,146957.715,-5.068131332880353
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.55,5000000.0,True,True,0.5710305830700955,0.5706920839599003,2.103058307009542,2.06920839599003,286747.8475,356041.0325,19.46213460663414
local_rayleigh_open5_conf12,qwen2.5_7b,41,0.6,20000000.0,True,True,0.6248240089033331,0.5978566042373289,2.482400890333314,-0.21433957626710853,834499.2275,598027.855,-39.54186590522612
reference_train_scale,qwen2.5_7b,42,0.3,50000.0,True,True,0.2977227419278769,0.2893219939554397,-0.22772580721230895,-1.0678006044560262,7917.6375,9857.6925,19.68061998282052
reference_train_scale,qwen2.5_7b,42,0.35,200000.0,True,True,0.35613946065383495,0.3260371201363772,0.6139460653834972,-2.3962879863622777,14814.11,15728.75,5.815083843280613
reference_train_scale,qwen2.5_7b,42,0.4,500000.0,True,True,0.4018678622819658,0.3830214631235819,0.1867862281965782,-1.6978536876418149,27444.165,31304.5275,12.331642763175388
reference_train_scale,qwen2.5_7b,42,0.45,1000000.0,True,True,0.46128808795546034,0.45287959515443654,1.1288087955460324,0.28795951544365317,48569.125,64656.495,24.881289961665882
reference_train_scale,qwen2.5_7b,42,0.5,5000000.0,True,True,0.5785591174145099,0.5224047160877425,7.855911741450994,2.2404716087742527,218139.315,154609.8575,-41.09017272718202
reference_train_scale,qwen2.5_7b,42,0.55,10000000.0,True,True,0.6180249465354974,0.5928129205099946,6.80249465354974,4.281292050999452,407432.2925,354756.965,-14.848285642538393
reference_train_scale,qwen2.5_7b,42,0.6,20000000.0,True,True,0.648335129182852,0.6431139863409716,4.833512918285199,4.311398634097163,759354.3475,793884.935,4.349570822880021
local_exp_open5_conf06,qwen2.5_7b,42,0.3,50000.0,True,True,0.29701135025444075,0.2893219939554397,-0.29886497455592353,-1.0678006044560262,10350.38,9857.6925,-4.99800029266484
local_exp_open5_conf06,qwen2.5_7b,42,0.35,200000.0,True,True,0.35064049692419713,0.3260371201363772,0.06404969241971536,-2.3962879863622777,15228.2975,15728.75,3.1817690534848566
local_exp_open5_conf06,qwen2.5_7b,42,0.4,500000.0,True,True,0.4090523379203062,0.3830214631235819,0.9052337920306186,-1.6978536876418149,29241.7875,31304.5275,6.589270513666119
local_exp_open5_conf06,qwen2.5_7b,42,0.45,2000000.0,True,True,0.529505979975307,0.45287959515443654,7.950597997530701,0.28795951544365317,99839.0775,64656.495,-54.41461449464589
local_exp_open5_conf06,qwen2.5_7b,42,0.5,5000000.0,True,True,0.5868620517254949,0.5224047160877425,8.686205172549489,2.2404716087742527,232295.675,154609.8575,-50.24635476428142
local_exp_open5_conf06,qwen2.5_7b,42,0.55,10000000.0,True,True,0.6224163182358198,0.5928129205099946,7.241631823581973,4.281292050999452,419064.4875,354756.965,-18.127205057129732
local_exp_open5_conf06,qwen2.5_7b,42,0.6,20000000.0,True,True,0.6489752387243135,0.6431139863409716,4.8975238724313535,4.311398634097163,763179.05,793884.935,3.8678004388633482
local_rayleigh_open5_conf12,qwen2.5_7b,42,0.3,50000.0,True,True,0.3001330349668479,0.2893219939554397,0.013303496684791138,-1.0678006044560262,10473.3925,9857.6925,-6.245883608156785
local_rayleigh_open5_conf12,qwen2.5_7b,42,0.35,200000.0,True,True,0.3575569197467115,0.3260371201363772,0.7556919746711521,-2.3962879863622777,16752.445,15728.75,-6.50843201144401
