split,grid,grid_config_id,divisor,train_utility,test_utility,test_accuracy,test_chars,test_opens,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay
63,exp_tail_current,167,700000.0,0.2699055487804878,0.25996694727891156,0.2916666666666667,22189.803571428572,34.63690476190476,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,,0.75,0.0
63,exp_tail_current,167,800000.0,0.2742771112804878,0.2619750818452381,0.2916666666666667,23753.26785714286,37.214285714285715,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,,0.75,0.0
63,exp_tail_current,167,900000.0,0.27767623306233064,0.2624563095238095,0.2916666666666667,26289.321428571428,39.38095238095238,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,,0.75,0.0
63,exp_tail_current,167,1000000.0,0.28039495731707315,0.26537734523809525,0.2916666666666667,26289.321428571428,39.38095238095238,shifted_exponential,bounded_identity,0.0,1000000.0,10.0,,0.75,0.0
63,exp_tail_current,168,100000.0,0.18895932926829268,0.20692035714285714,0.23809523809523808,3117.4880952380954,4.642857142857143,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
63,exp_tail_current,168,200000.0,0.21386198170731707,0.23014589285714285,0.25,3970.8214285714284,6.404761904761905,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
63,exp_tail_current,168,300000.0,0.22886857723577236,0.24013146825396825,0.25595238095238093,4746.273809523809,7.970238095238095,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
63,exp_tail_current,168,400000.0,0.24843236280487807,0.24771494047619053,0.2619047619047619,5675.928571428572,9.791666666666666,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
63,exp_tail_current,168,500000.0,0.2615746585365854,0.25506397619047616,0.26785714285714285,6396.583333333333,11.523809523809524,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
63,exp_tail_current,168,600000.0,0.26218926829268296,0.25526003968253963,0.26785714285714285,7558.261904761905,14.113095238095237,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.0,0.75,0.0
