variant,generator,divisor,splits,adaptive_score_mean,adaptive_score_ci_low,adaptive_score_ci_high,adaptive_chars_mean,adaptive_chars_ci_low,adaptive_chars_ci_high,fixed_chars_mean,fixed_chars_ci_low,fixed_chars_ci_high
local_exp_open5_conf06,gemma2_9b,100000.0,3,0.5616301160654599,0.40388430533880637,0.7193759267921134,8874.776666666667,7334.691800526134,10414.8615328072,8874.776666666667,7334.691800526134,10414.8615328072
local_exp_open5_conf06,gemma2_9b,500000.0,3,0.5961718354138795,0.581255641683052,0.6110880291447071,27967.418333333335,26269.193336438155,29665.643330228515,27967.418333333335,26269.19333643815,29665.64333022852
local_exp_open5_conf06,gemma2_9b,1000000.0,3,0.6024948594403837,0.5048696994677375,0.7001200194130299,57050.14333333333,48029.343310348704,66070.94335631796,57050.14333333333,48029.343310348704,66070.94335631796
local_exp_open5_conf06,gemma2_9b,5000000.0,3,0.6404211806750124,0.5918657862430157,0.6889765751070092,243761.35166666668,185902.04415606864,301620.6591772647,243761.3516666667,185902.0441560686,301620.65917726484
local_exp_open5_conf06,gemma2_9b,10000000.0,3,0.6149999999999999,0.5715275900443693,0.6584724099556305,433591.58666666667,395105.5594877213,472077.61384561204,433591.58666666667,395105.5594877213,472077.61384561204
local_exp_open5_conf06,gemma2_9b,50000000.0,3,0.5208333333333334,0.505204309634894,0.5364623570317727,1380583.6733333333,1089984.3878929322,1671182.9587737345,1380583.6733333333,1089984.3878929326,1671182.958773734
local_exp_open5_conf06,llama3.1_8b,100000.0,3,0.5405835507666029,0.5060740490250899,0.5750930525081159,11581.383333333333,10132.31735802662,13030.449308640047,11581.383333333333,10132.31735802662,13030.449308640047
local_exp_open5_conf06,llama3.1_8b,500000.0,3,0.5941823097202673,0.5669363721940024,0.6214282472465322,25766.018333333337,21811.023669937298,29721.012996729376,25766.018333333337,21811.023669937298,29721.012996729376
local_exp_open5_conf06,llama3.1_8b,1000000.0,3,0.6113830037593957,0.6013379306113852,0.6214280769074062,52726.22166666667,49449.91955723905,56002.52377609429,52726.22166666666,49449.91955723905,56002.52377609426
local_exp_open5_conf06,llama3.1_8b,5000000.0,3,0.6403359040649709,0.618663556201402,0.6620082519285397,241310.07166666668,211493.9233819208,271126.2199514126,241310.07166666666,211493.92338192082,271126.2199514125
local_exp_open5_conf06,llama3.1_8b,10000000.0,3,0.6301958076409245,0.5863267880627003,0.6740648272191487,435480.48166666663,392414.09740312304,478546.8659302102,435480.48166666663,392414.09740312304,478546.8659302102
local_exp_open5_conf06,llama3.1_8b,50000000.0,3,0.52,0.4984867363512527,0.5415132636487473,1857173.0083333335,1438976.4748019553,2275369.541864712,1857173.0083333335,1438976.4748019555,2275369.541864712
local_exp_open5_conf06,llama3.2_3b,100000.0,3,0.5219229454621277,0.3751530122950525,0.6686928786292029,10992.485,9156.390013700866,12828.579986299135,10992.485,9156.390013700866,12828.579986299135
local_exp_open5_conf06,llama3.2_3b,500000.0,3,0.5679120766249675,0.4864491592330684,0.6493749940168665,27774.164999999997,23852.01007418233,31696.319925817665,27774.164999999997,23852.01007418233,31696.319925817665
local_exp_open5_conf06,llama3.2_3b,1000000.0,3,0.6141391364361889,0.5413609365647478,0.68691733630763,52800.77833333333,41379.7768528467,64221.77981381996,52800.77833333333,41379.776852846706,64221.77981381995
local_exp_open5_conf06,llama3.2_3b,5000000.0,3,0.5775,0.49821163200604207,0.6567883679939579,255130.45833333334,220317.45423778286,289943.4624288838,255130.45833333334,220317.45423778286,289943.4624288838
local_exp_open5_conf06,llama3.2_3b,10000000.0,3,0.570212318926886,0.4736053530161931,0.6668192848375788,490232.03,419319.6200546679,561144.4399453322,490232.03,419319.62005466793,561144.4399453321
local_exp_open5_conf06,llama3.2_3b,50000000.0,3,0.5199900702457879,0.5035310424303184,0.5364490980612574,1760192.7833333332,1382451.5480349867,2137934.0186316795,1760192.7833333332,1382451.5480349865,2137934.01863168
local_exp_open5_conf06,mistral_7b,100000.0,3,0.5344334914064992,0.47816518505487693,0.5907017977581215,10682.893333333333,7271.894304434991,14093.892362231676,10682.893333333333,7271.894304434987,14093.89236223168
local_exp_open5_conf06,mistral_7b,500000.0,3,0.5157573877798886,0.42512262039264825,0.6063921551671289,27440.656666666666,22055.159037450983,32826.15429588235,27440.656666666666,22055.15903745099,32826.15429588234
local_exp_open5_conf06,mistral_7b,1000000.0,3,0.5579117751911128,0.4343607880398609,0.6814627623423647,50537.56,37867.474192072026,63207.64580792797,50537.560000000005,37867.47419207204,63207.64580792797
local_exp_open5_conf06,mistral_7b,5000000.0,3,0.5728995018129399,0.4643124190683954,0.6814865845574845,226770.75333333333,195466.8002889,258074.70637776665,226770.75333333333,195466.8002889,258074.70637776665
local_exp_open5_conf06,mistral_7b,10000000.0,3,0.5629317112289719,0.5082470645268938,0.61761635793105,443076.15833333327,367201.78507095855,518950.531595708,443076.15833333327,367201.78507095855,518950.531595708
local_exp_open5_conf06,mistral_7b,50000000.0,3,0.5141666666666667,0.47281615672586097,0.5555171766074724,1782074.125,1413632.6816414925,2150515.5683585075,1782074.125,1413632.6816414925,2150515.5683585075
local_exp_open5_conf06,qwen2.5_7b,100000.0,3,0.5370202516835527,0.4563339269890325,0.6177065763780729,12729.003333333334,11861.940291427234,13596.066375239434,12729.003333333334,11861.940291427234,13596.066375239434
local_exp_open5_conf06,qwen2.5_7b,500000.0,3,0.553391091142542,0.40942861822298837,0.6973535640620957,29420.16333333333,24376.071867884155,34464.25479878251,29420.16333333333,24376.071867884155,34464.25479878251
local_exp_open5_conf06,qwen2.5_7b,1000000.0,3,0.5806061959039605,0.4488258735117875,0.7123865182961334,59594.37333333333,55970.79870589939,63217.94796076727,59594.37333333333,55970.79870589939,63217.94796076727
local_exp_open5_conf06,qwen2.5_7b,5000000.0,3,0.6341666666666667,0.568344829522644,0.6999885038106893,265171.69166666665,204828.58269366377,325514.8006396695,265171.6916666667,204828.58269366386,325514.8006396695
local_exp_open5_conf06,qwen2.5_7b,10000000.0,3,0.5924999999999999,0.4902648303442992,0.6947351696557007,501903.0966666667,374103.4985604602,629702.6947728732,501903.0966666667,374103.4985604602,629702.6947728732
local_exp_open5_conf06,qwen2.5_7b,50000000.0,3,0.5266666666666667,0.4913531542451565,0.561980179088177,1905095.6933333334,1683149.5262357146,2127041.860430952,1905095.6933333334,1683149.5262357146,2127041.860430952
local_rayleigh_open5_conf12,gemma2_9b,100000.0,3,0.5643498541945711,0.42579508786543785,0.7029046205237043,10310.308333333334,8075.394759859789,12545.22190680688,10310.308333333334,8075.394759859789,12545.22190680688
local_rayleigh_open5_conf12,gemma2_9b,500000.0,3,0.5647709495729009,0.5377202777083915,0.5918216214374102,33616.78666666667,26455.147101303664,40778.42623202967,33616.78666666667,26455.147101303664,40778.42623202967
local_rayleigh_open5_conf12,gemma2_9b,1000000.0,3,0.5594435538335245,0.4639984333667547,0.6548886743002943,69234.45,44675.1988211173,93793.7011788827,69234.45,44675.1988211173,93793.7011788827
local_rayleigh_open5_conf12,gemma2_9b,5000000.0,3,0.6008574026008314,0.583033244593046,0.6186815606086169,227384.91333333333,175703.09701688046,279066.7296497862,227384.91333333333,175703.09701688046,279066.7296497862
local_rayleigh_open5_conf12,gemma2_9b,10000000.0,3,0.5908333333333333,0.5283172385395756,0.6533494281270911,405595.88666666666,366580.1938967972,444611.5794365361,405595.88666666666,366580.1938967972,444611.5794365361
