variant,description,uses_training_scale,model,confidence_scale,ei_bonus_scale,min_open,mean_relative_utility_gain_pct,mean_utility_delta_vs_reference,positive_utility_cells,utility_cells,mean_h2h_score,minimum_h2h_cell_mean,h2h_cells_above_half,mean_target_abs_error_pp,mean_target_character_saving_pct,positive_target_saving_cells,target_cells
local_exp_open5_conf06,local tail with stronger scale confidence inflation,False,exp_tail_exponentiated,0.6,0.002,5,5.635304221592318,0.00039882187184592845,29,30,0.5736588360113773,0.5041666666666665,30,3.5645908686733243,-13.026591664274441,10,35
local_halfnormal_open5_conf02,fit a shifted half-normal upper tail directly to raw rewards,False,halfnormal_tail_raw,0.2,0.002,5,-0.9883554470783501,-0.0189464371901763,19,30,0.5267336137199924,0.3796008629378587,20,3.777764880374333,-60.96055018908411,3,35
local_halfnormal_open5_conf04,fit a shifted half-normal upper tail directly to raw rewards,False,halfnormal_tail_raw,0.4,0.002,5,-1.992016308693558,-0.0215531471850312,19,30,0.5319951882901162,0.3872326434264606,21,3.332338415626916,-50.4331444699314,4,35
local_halfnormal_open5_conf06,fit a shifted half-normal upper tail directly to raw rewards,False,halfnormal_tail_raw,0.6,0.002,5,-2.8902688185547794,-0.025394838978885136,17,30,0.5381574823290843,0.43336168974837347,23,3.4105320635692147,-48.917096027132615,4,35
local_halfnormal_open5_conf08,fit a shifted half-normal upper tail directly to raw rewards,False,halfnormal_tail_raw,0.8,0.002,5,-3.578501303666999,-0.029408455348047334,15,30,0.5504859331900531,0.4827941682881331,27,3.688968887244694,-50.01256004750598,3,35
reference_train_scale,retained exponentiated-tail UCB with five training pseudo-observations,True,exp_tail_exponentiated,0.4,0.002,3,5.77658143055859,0.0,29,30,0.577993636991479,0.5041666666666665,30,3.440977255273023,-11.49074314040643,11,35
