generator,reward_model,split_seed,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent
gemma3_4b,fsfairx_llama3_rm,71,5.0,record_then_smooth,16,0.35072130446525596,0.4251146493314618,15804.5,34.9,0.3460921493314618,-1.3198956193585678
gemma3_4b,fsfairx_llama3_rm,71,5.0,current_mean_costse2,16,0.35072130446525596,0.41331255746830065,10496.5875,26.045,0.36082961996830065,2.8821504067044983
gemma3_4b,fsfairx_llama3_rm,71,10.0,four_over_n,10,0.3021524326848802,0.47071293500418465,30713.265,70.1075,0.16358028500418464,-45.861668711174914
gemma3_4b,fsfairx_llama3_rm,71,10.0,four_over_n_plus_one,10,0.3021524326848802,0.46774784903063504,29980.405,69.2275,0.16794379903063505,-44.41752543962257
gemma3_4b,fsfairx_llama3_rm,71,10.0,one_over_n,10,0.3021524326848802,0.3976184498941347,9992.1225,21.225,0.2976972248941347,-1.4744901277667013
gemma3_4b,fsfairx_llama3_rm,71,10.0,one_over_n_plus_one,10,0.3021524326848802,0.3914267033175585,9360.795,20.4125,0.2978187533175585,-1.4342692292142882
gemma3_4b,fsfairx_llama3_rm,71,10.0,record_then_smooth,10,0.3021524326848802,0.39066623806081296,9038.8,19.7225,0.300278238060813,-0.620281163190836
gemma3_4b,fsfairx_llama3_rm,71,10.0,current_mean_costse2,10,0.3021524326848802,0.3717993452893856,5788.0625,14.125,0.31391872028938556,3.894156171423791
gemma3_4b,fsfairx_llama3_rm,72,0.1,four_over_n,541,0.5627310571562558,0.628936399750391,691141.3425,925.8075,0.5598222655003909,-0.5169061879336061
gemma3_4b,fsfairx_llama3_rm,72,0.1,four_over_n_plus_one,541,0.5627310571562558,0.628936399750391,690988.555,925.6775,0.5598375442503909,-0.514191080991194
gemma3_4b,fsfairx_llama3_rm,72,0.1,one_over_n,541,0.5627310571562558,0.5982428693523567,383505.27,630.8675,0.5598923423523567,-0.5044531962114259
gemma3_4b,fsfairx_llama3_rm,72,0.1,one_over_n_plus_one,541,0.5627310571562558,0.5982428693523567,382962.7625,630.3275,0.5599465931023567,-0.4948125784935877
gemma3_4b,fsfairx_llama3_rm,72,0.1,record_then_smooth,541,0.5627310571562558,0.5980567418867101,379805.2525,626.965,0.5600762166367101,-0.4717778565416011
gemma3_4b,fsfairx_llama3_rm,72,0.1,current_mean_costse2,541,0.5627310571562558,0.5977169911694272,301129.4225,531.06,0.5676040489194272,0.8659539403772857
gemma3_4b,fsfairx_llama3_rm,72,0.2,four_over_n,244,0.5325474026045639,0.6181613764467773,569462.3775,816.0125,0.5042689009467772,-5.310044048564161
gemma3_4b,fsfairx_llama3_rm,72,0.2,four_over_n_plus_one,244,0.5325474026045639,0.618149169617309,569073.175,815.6575,0.504334534617309,-5.297719573745431
