generator,reward_model,split_seed,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent
granite42_8b,fsfairx_llama3_rm,71,1.0,one_over_n_plus_one,58,0.4335404512794335,0.5237002139588123,87418.7675,166.29,0.4362814464588123,0.6322351631294679
granite42_8b,fsfairx_llama3_rm,71,1.0,record_then_smooth,58,0.4335404512794335,0.5211260399974822,84771.8275,162.54,0.4363542124974822,0.649019303676252
granite42_8b,fsfairx_llama3_rm,71,1.0,current_mean_costse2,58,0.4335404512794335,0.499502987469744,51818.8275,107.1175,0.447684159969744,3.2623734760091136
granite42_8b,fsfairx_llama3_rm,71,2.0,four_over_n,22,0.37343699991067475,0.5545821915816499,155272.13,262.33,0.24403793158164988,-34.65084294271238
granite42_8b,fsfairx_llama3_rm,71,2.0,four_over_n_plus_one,22,0.37343699991067475,0.5544532572530194,154343.685,261.5925,0.24576588725301945,-34.188126160020005
granite42_8b,fsfairx_llama3_rm,71,2.0,one_over_n,22,0.37343699991067475,0.4768967023224673,49364.6975,94.115,0.3781673073224673,1.266694894433067
granite42_8b,fsfairx_llama3_rm,71,2.0,one_over_n_plus_one,22,0.37343699991067475,0.47631073780845573,48545.1825,93.3725,0.3792203728084557,1.5486877034585054
granite42_8b,fsfairx_llama3_rm,71,2.0,record_then_smooth,22,0.37343699991067475,0.4735904343500611,46925.0875,91.2625,0.3797402593500611,1.6879043696511302
granite42_8b,fsfairx_llama3_rm,71,2.0,current_mean_costse2,22,0.37343699991067475,0.4513509768059173,28603.945,59.3225,0.3941430868059173,5.544733623126634
granite42_8b,fsfairx_llama3_rm,71,5.0,four_over_n,12,0.3152790822394168,0.5098126909872247,73033.06,138.215,0.14464739098722468,-54.12084114182295
granite42_8b,fsfairx_llama3_rm,71,5.0,four_over_n_plus_one,12,0.3152790822394168,0.5091042868351946,72100.8975,137.3925,0.14859979933519452,-52.867219011266116
granite42_8b,fsfairx_llama3_rm,71,5.0,one_over_n,12,0.3152790822394168,0.4244064974550963,23875.1175,44.1,0.3050309099550963,-3.250508156623676
granite42_8b,fsfairx_llama3_rm,71,5.0,one_over_n_plus_one,12,0.3152790822394168,0.42080595835167034,23044.39,43.375,0.3055840083516703,-3.0750767919275517
granite42_8b,fsfairx_llama3_rm,71,5.0,record_then_smooth,12,0.3152790822394168,0.41699097071108904,22093.6425,42.1375,0.306522758211089,-2.777324764501325
granite42_8b,fsfairx_llama3_rm,71,5.0,current_mean_costse2,12,0.3152790822394168,0.39038616002938187,12873.575,26.9925,0.32601828502938185,3.4062528708485327
granite42_8b,fsfairx_llama3_rm,71,10.0,four_over_n,8,0.25693855718061853,0.4642996379213149,41402.1575,78.06,0.05027806292131487,-80.43187310109661
granite42_8b,fsfairx_llama3_rm,71,10.0,four_over_n_plus_one,8,0.25693855718061853,0.46312992156577937,40531.4425,77.32,0.057815496565779334,-77.49831819708666
granite42_8b,fsfairx_llama3_rm,71,10.0,one_over_n,8,0.25693855718061853,0.38504821537967365,13940.1225,25.2475,0.24564699037967364,-4.394656420915189
granite42_8b,fsfairx_llama3_rm,71,10.0,one_over_n_plus_one,8,0.25693855718061853,0.3773012911287449,13017.0175,24.4,0.2471311161287449,-3.81703748923108
granite42_8b,fsfairx_llama3_rm,71,10.0,record_then_smooth,8,0.25693855718061853,0.37505312867208235,12580.8925,23.655,0.24924420367208233,-2.9946278180146186
granite42_8b,fsfairx_llama3_rm,71,10.0,current_mean_costse2,8,0.25693855718061853,0.34935289132500125,7355.9975,15.055,0.27579291632500125,7.3380808825546495
granite42_8b,fsfairx_llama3_rm,72,0.1,four_over_n,376,0.5598685668375812,0.6385593587586842,1059362.115,927.1625,0.5326231472586842,-4.866395649391936
granite42_8b,fsfairx_llama3_rm,72,0.1,four_over_n_plus_one,376,0.5598685668375812,0.6385593587586842,1059126.9525,927.035,0.5326466635086842,-4.862195333211872
granite42_8b,fsfairx_llama3_rm,72,0.1,one_over_n,376,0.5598685668375812,0.61128241422166,517546.4925,578.2525,0.5595277649716599,-0.0608717627864619
granite42_8b,fsfairx_llama3_rm,72,0.1,one_over_n_plus_one,376,0.5598685668375812,0.61128241422166,516660.61,577.6375,0.5596163532216599,-0.04504871872803008
granite42_8b,fsfairx_llama3_rm,72,0.1,record_then_smooth,376,0.5598685668375812,0.6102564956126681,511401.7325,573.8475,0.5591163223626682,-0.1343609053035645
granite42_8b,fsfairx_llama3_rm,72,0.1,current_mean_costse2,376,0.5598685668375812,0.6026818499524692,345005.865,418.065,0.5681812634524692,1.484758585723479
granite42_8b,fsfairx_llama3_rm,72,0.2,four_over_n,174,0.5195798747369013,0.628882156727841,807607.5,776.0075,0.467360656727841,-10.05027726208649
granite42_8b,fsfairx_llama3_rm,72,0.2,four_over_n_plus_one,174,0.5195798747369013,0.628882156727841,806873.2825,775.545,0.46750750022784093,-10.022015293688602
granite42_8b,fsfairx_llama3_rm,72,0.2,one_over_n,174,0.5195798747369013,0.5864289945498754,318452.3675,411.2775,0.5227385210498754,0.6079231445547371
granite42_8b,fsfairx_llama3_rm,72,0.2,one_over_n_plus_one,174,0.5195798747369013,0.5860353900420324,317069.3425,410.21,0.5226215215420325,0.5854050460810065
granite42_8b,fsfairx_llama3_rm,72,0.2,record_then_smooth,174,0.5195798747369013,0.5850550045927189,312576.8775,406.31,0.5225396290927189,0.56964376407311
granite42_8b,fsfairx_llama3_rm,72,0.2,current_mean_costse2,174,0.5195798747369013,0.5739060575023448,198598.585,275.145,0.5341863405023448,2.8112069915794575
granite42_8b,fsfairx_llama3_rm,72,0.5,four_over_n,98,0.47283078989617494,0.6037039423197014,443938.8325,519.955,0.3817345260697014,-19.266144627865
granite42_8b,fsfairx_llama3_rm,72,0.5,four_over_n_plus_one,98,0.47283078989617494,0.6033381839814961,442799.3775,519.1175,0.3819384952314961,-19.223006751450587
granite42_8b,fsfairx_llama3_rm,72,0.5,one_over_n,98,0.47283078989617494,0.5486969201845431,155956.73,238.595,0.4707185551845431,-0.446721058942812
granite42_8b,fsfairx_llama3_rm,72,0.5,one_over_n_plus_one,98,0.47283078989617494,0.5486652601042826,155051.0925,237.8475,0.47113971385428266,-0.3576493066924873
granite42_8b,fsfairx_llama3_rm,72,0.5,record_then_smooth,98,0.47283078989617494,0.547830248476775,151745.175,234.8275,0.471957660976775,-0.18465991176075253
granite42_8b,fsfairx_llama3_rm,72,0.5,current_mean_costse2,98,0.47283078989617494,0.5326995083285629,93804.5425,151.8475,0.4857972370785629,2.7423017831040957
granite42_8b,fsfairx_llama3_rm,72,1.0,four_over_n,52,0.4283193450675261,0.57747516364829,269467.7575,365.29,0.30800740614829,-28.089307733758446
granite42_8b,fsfairx_llama3_rm,72,1.0,four_over_n_plus_one,52,0.4283193450675261,0.5771521134990489,268573.3875,364.6075,0.30857872599904895,-27.955921311375654
granite42_8b,fsfairx_llama3_rm,72,1.0,one_over_n,52,0.4283193450675261,0.5168541424432179,88686.07,148.575,0.4281680724432179,-0.03531771937229397
granite42_8b,fsfairx_llama3_rm,72,1.0,one_over_n_plus_one,52,0.4283193450675261,0.516069326282128,87810.69,147.8025,0.428258636282128,-0.01417372016865812
granite42_8b,fsfairx_llama3_rm,72,1.0,record_then_smooth,52,0.4283193450675261,0.5137569234156836,85213.8275,144.2,0.42854309591568357,0.0522392580989263
granite42_8b,fsfairx_llama3_rm,72,1.0,current_mean_costse2,52,0.4283193450675261,0.4958034507939282,52692.1825,93.2925,0.44311126829392816,3.4534800719939573
granite42_8b,fsfairx_llama3_rm,72,2.0,four_over_n,27,0.3775377714024675,0.5486969201845431,155956.73,238.595,0.23678346018454305,-37.2821799246878
granite42_8b,fsfairx_llama3_rm,72,2.0,four_over_n_plus_one,27,0.3775377714024675,0.5486652601042826,155051.0925,237.8475,0.23856307510428265,-36.8108059180212
granite42_8b,fsfairx_llama3_rm,72,2.0,one_over_n,27,0.3775377714024675,0.47134780338754906,49602.615,81.2275,0.3721425733875491,-1.4290485412562837
granite42_8b,fsfairx_llama3_rm,72,2.0,one_over_n_plus_one,27,0.3775377714024675,0.47008531858673386,48614.8825,80.4,0.37285555358673383,-1.2401985100299528
granite42_8b,fsfairx_llama3_rm,72,2.0,record_then_smooth,27,0.3775377714024675,0.46617352168298154,46923.35,78.365,0.37232682168298153,-1.3802459288056106
granite42_8b,fsfairx_llama3_rm,72,2.0,current_mean_costse2,27,0.3775377714024675,0.45256401162739274,29024.45,51.575,0.3945151116273927,4.496858728030897
granite42_8b,fsfairx_llama3_rm,72,5.0,four_over_n,12,0.31993460148406694,0.5050984856346755,73481.9975,122.2975,0.13768849813467549,-56.96354895782272
granite42_8b,fsfairx_llama3_rm,72,5.0,four_over_n_plus_one,12,0.31993460148406694,0.5045354124810503,72532.7675,121.4525,0.14187157498105024,-55.65607023343001
granite42_8b,fsfairx_llama3_rm,72,5.0,one_over_n,12,0.31993460148406694,0.42450359768475737,24051.1175,38.26,0.30424801018475733,-4.903061821555057
granite42_8b,fsfairx_llama3_rm,72,5.0,one_over_n_plus_one,12,0.31993460148406694,0.4206847641836769,23104.2,37.455,0.30516376418367686,-4.616830199632435
granite42_8b,fsfairx_llama3_rm,72,5.0,record_then_smooth,12,0.31993460148406694,0.41460305816821424,22179.135,36.2925,0.3037073831682142,-5.07204229882614
granite42_8b,fsfairx_llama3_rm,72,5.0,current_mean_costse2,12,0.31993460148406694,0.3880559251619185,13214.9025,23.52,0.3219814126619185,0.6397592409064519
granite42_8b,fsfairx_llama3_rm,72,10.0,four_over_n,8,0.2631671848832442,0.46061800907210737,41499.5825,67.245,0.045622184072107386,-82.66418205128882
granite42_8b,fsfairx_llama3_rm,72,10.0,four_over_n_plus_one,8,0.2631671848832442,0.4595622151841809,40615.9675,66.48,0.05340254018418089,-79.70775109827115
granite42_8b,fsfairx_llama3_rm,72,10.0,one_over_n,8,0.2631671848832442,0.3857402254811668,14152.59,22.1075,0.2442143254811668,-7.201832329697924
granite42_8b,fsfairx_llama3_rm,72,10.0,one_over_n_plus_one,8,0.2631671848832442,0.3795657766393166,13302.4575,21.355,0.24654120163931662,-6.317650603476193
granite42_8b,fsfairx_llama3_rm,72,10.0,record_then_smooth,8,0.2631671848832442,0.37607094599471774,12856.6225,20.6725,0.24750472099471774,-5.951526173552076
granite42_8b,fsfairx_llama3_rm,72,10.0,current_mean_costse2,8,0.2631671848832442,0.3501141671360724,7476.605,13.075,0.27534811713607243,4.628590854985353
granite42_8b,fsfairx_llama3_rm,73,0.1,four_over_n,342,0.5533478106681502,0.633604970488773,1013515.2025,919.1875,0.5322534502387729,-3.8121340724031256
granite42_8b,fsfairx_llama3_rm,73,0.1,four_over_n_plus_one,342,0.5533478106681502,0.633604970488773,1013247.5,919.0425,0.532280220488773,-3.807296201992513
granite42_8b,fsfairx_llama3_rm,73,0.1,one_over_n,342,0.5533478106681502,0.607420171796104,501281.855,596.115,0.557291986296104,0.7127841751449826
granite42_8b,fsfairx_llama3_rm,73,0.1,one_over_n_plus_one,342,0.5533478106681502,0.607420171796104,500418.99,595.52,0.557378272796104,0.7283777129410007
granite42_8b,fsfairx_llama3_rm,73,0.1,record_then_smooth,342,0.5533478106681502,0.6065422942166876,494827.2825,591.585,0.5570595659666876,0.6707816001034813
granite42_8b,fsfairx_llama3_rm,73,0.1,current_mean_costse2,342,0.5533478106681502,0.6000624036504391,340735.5625,455.9275,0.5659888474004391,2.2844649402380814
granite42_8b,fsfairx_llama3_rm,73,0.2,four_over_n,252,0.5221419078440112,0.6242795786519142,768535.62,777.975,0.4705724546519142,-9.876520619659438
granite42_8b,fsfairx_llama3_rm,73,0.2,four_over_n_plus_one,252,0.5221419078440112,0.6242795786519142,767846.9725,777.5625,0.4707101841519142,-9.850142828884383
granite42_8b,fsfairx_llama3_rm,73,0.2,one_over_n,252,0.5221419078440112,0.5864019408610963,305513.285,428.0375,0.5252992838610964,0.6046969166145675
granite42_8b,fsfairx_llama3_rm,73,0.2,one_over_n_plus_one,252,0.5221419078440112,0.5859964932168825,304082.2025,426.89,0.5251800527168825,0.5818619090385273
granite42_8b,fsfairx_llama3_rm,73,0.2,record_then_smooth,252,0.5221419078440112,0.5849982340997735,299486.9625,422.78,0.5251008415997734,0.5666914896718572
granite42_8b,fsfairx_llama3_rm,73,0.2,current_mean_costse2,252,0.5221419078440112,0.5748627130296119,199870.82,325.815,0.5348885490296119,2.4412216284713146
granite42_8b,fsfairx_llama3_rm,73,0.5,four_over_n,90,0.4709212006707086,0.6018455677820381,429368.015,539.335,0.38716156028203813,-17.78633883320096
granite42_8b,fsfairx_llama3_rm,73,0.5,four_over_n_plus_one,90,0.4709212006707086,0.6010976864143397,427603.7675,538.1775,0.3872958026643397,-17.757832496660917
granite42_8b,fsfairx_llama3_rm,73,0.5,one_over_n,90,0.4709212006707086,0.5456773633380475,148666.0425,246.565,0.4713443420880475,0.08985397487652777
granite42_8b,fsfairx_llama3_rm,73,0.5,one_over_n_plus_one,90,0.4709212006707086,0.5450851445700496,147597.9475,245.555,0.47128617082004964,0.07750132056515008
granite42_8b,fsfairx_llama3_rm,73,0.5,record_then_smooth,90,0.4709212006707086,0.54316344866475,144350.2625,242.4525,0.47098831741475,0.014252223927448345
granite42_8b,fsfairx_llama3_rm,73,0.5,current_mean_costse2,90,0.4709212006707086,0.535009214453204,95757.585,186.5675,0.48713042195320405,3.4420241134630416
granite42_8b,fsfairx_llama3_rm,73,1.0,four_over_n,61,0.4298445250448497,0.5765711854999677,255272.735,373.9175,0.3212984504999677,-25.252403653054877
granite42_8b,fsfairx_llama3_rm,73,1.0,four_over_n_plus_one,61,0.4298445250448497,0.576423665647368,254425.1075,373.24,0.321998558147368,-25.089529030578937
granite42_8b,fsfairx_llama3_rm,73,1.0,one_over_n,61,0.4298445250448497,0.5134937024423913,86239.6775,160.54,0.42725402494239134,-0.6026597877891035
granite42_8b,fsfairx_llama3_rm,73,1.0,one_over_n_plus_one,61,0.4298445250448497,0.5123340549011517,85188.0675,159.695,0.42714598740115167,-0.6277938851068247
granite42_8b,fsfairx_llama3_rm,73,1.0,record_then_smooth,61,0.4298445250448497,0.5098894095970615,82692.305,156.95,0.4271971045970615,-0.6159018653342104
granite42_8b,fsfairx_llama3_rm,73,1.0,current_mean_costse2,61,0.4298445250448497,0.5006280000482932,53309.5525,111.68,0.4473184475482932,4.065172750919711
granite42_8b,fsfairx_llama3_rm,73,2.0,four_over_n,39,0.37716224525151404,0.5456773633380475,148666.0425,246.565,0.24834527833804748,-34.15425815687458
granite42_8b,fsfairx_llama3_rm,73,2.0,four_over_n_plus_one,39,0.37716224525151404,0.5450851445700496,147597.9475,245.555,0.24988924957004965,-33.744892889952766
granite42_8b,fsfairx_llama3_rm,73,2.0,one_over_n,39,0.37716224525151404,0.4778208392509366,49421.4175,93.075,0.3789780042509366,0.481426500738877
granite42_8b,fsfairx_llama3_rm,73,2.0,one_over_n_plus_one,39,0.37716224525151404,0.47706940130710296,48491.3875,92.29,0.380086626307103,0.7753642079521517
granite42_8b,fsfairx_llama3_rm,73,2.0,record_then_smooth,39,0.37716224525151404,0.47496535416690244,46844.5825,90.115,0.3812761891669024,1.0907623886492044
granite42_8b,fsfairx_llama3_rm,73,2.0,current_mean_costse2,39,0.37716224525151404,0.4574374530665794,29376.1575,61.6875,0.3986851380665794,5.706534279620865
granite42_8b,fsfairx_llama3_rm,73,5.0,four_over_n,11,0.3185720999580305,0.5002496211115285,71703.085,134.47,0.14173419611152843,-55.50953893005669
granite42_8b,fsfairx_llama3_rm,73,5.0,four_over_n_plus_one,11,0.3185720999580305,0.4996022590041909,70831.35,133.69,0.14544550900419084,-54.344555275445586
granite42_8b,fsfairx_llama3_rm,73,5.0,one_over_n,11,0.3185720999580305,0.43459336726084963,24292.4375,44.355,0.3131311797608496,-1.7079085701157444
granite42_8b,fsfairx_llama3_rm,73,5.0,one_over_n_plus_one,11,0.3185720999580305,0.4303787456362666,23407.6275,43.6175,0.31334060813626663,-1.6421688598760114
granite42_8b,fsfairx_llama3_rm,73,5.0,record_then_smooth,11,0.3185720999580305,0.42640747455715183,22461.97,42.36,0.31409762455715184,-1.4045408877513506
granite42_8b,fsfairx_llama3_rm,73,5.0,current_mean_costse2,11,0.3185720999580305,0.3963164004523979,13249.6475,28.07,0.33006816295239794,3.608622034347004
granite42_8b,fsfairx_llama3_rm,73,10.0,four_over_n,8,0.26433313205541714,0.46796553961571763,41488.92,77.3125,0.053076339615717616,-79.92066329218608
granite42_8b,fsfairx_llama3_rm,73,10.0,four_over_n_plus_one,8,0.26433313205541714,0.46657173970419336,40601.5775,76.55,0.06055596470419333,-77.09104256688569
granite42_8b,fsfairx_llama3_rm,73,10.0,one_over_n,8,0.26433313205541714,0.3943868914639006,14397.875,25.945,0.25040814146390056,-5.2679701871792695
granite42_8b,fsfairx_llama3_rm,73,10.0,one_over_n_plus_one,8,0.26433313205541714,0.3898750449897294,13593.0,25.1725,0.25394504498972936,-3.929922437233456
granite42_8b,fsfairx_llama3_rm,73,10.0,record_then_smooth,8,0.26433313205541714,0.3872863821861621,13062.0,24.3475,0.2566663821861621,-2.900411995136389
granite42_8b,fsfairx_llama3_rm,73,10.0,current_mean_costse2,8,0.26433313205541714,0.35380728917955717,7573.3575,15.6775,0.2780737141795572,5.198206527231454
granite42_8b,fsfairx_llama3_rm,74,0.1,four_over_n,512,0.5450779346681552,0.6290706184273922,1087513.89,916.89,0.5203192294273922,-4.54223215911982
granite42_8b,fsfairx_llama3_rm,74,0.1,four_over_n_plus_one,512,0.5450779346681552,0.6290706184273922,1087196.485,916.715,0.5203509699273922,-4.5364090468672
granite42_8b,fsfairx_llama3_rm,74,0.1,one_over_n,512,0.5450779346681552,0.6004073662981194,523478.985,549.11,0.5480594677981194,0.5469920795416808
granite42_8b,fsfairx_llama3_rm,74,0.1,one_over_n_plus_one,512,0.5450779346681552,0.6004073662981194,522566.1075,548.4725,0.5481507555481194,0.5637397305093499
granite42_8b,fsfairx_llama3_rm,74,0.1,record_then_smooth,512,0.5450779346681552,0.5991455172843845,516695.585,544.2925,0.5474759587843845,0.43994151362761913
granite42_8b,fsfairx_llama3_rm,74,0.1,current_mean_costse2,512,0.5450779346681552,0.5920268909320953,356852.09,426.53,0.5563416819320952,2.066447116557262
granite42_8b,fsfairx_llama3_rm,74,0.2,four_over_n,252,0.5130199181105283,0.6198925928073477,820528.1075,754.675,0.45578697130734763,-11.156086690351467
granite42_8b,fsfairx_llama3_rm,74,0.2,four_over_n_plus_one,252,0.5130199181105283,0.6198925928073477,819774.5425,754.205,0.4559376843073476,-11.126709078551315
granite42_8b,fsfairx_llama3_rm,74,0.2,one_over_n,252,0.5130199181105283,0.5736501574355135,315346.605,374.8325,0.5105808364355136,-0.47543605792109406
granite42_8b,fsfairx_llama3_rm,74,0.2,one_over_n_plus_one,252,0.5130199181105283,0.5732239597444595,313916.39,373.705,0.5104406817444594,-0.5027555997373848
granite42_8b,fsfairx_llama3_rm,74,0.2,record_then_smooth,252,0.5130199181105283,0.5717284949174908,308929.19,368.96,0.5099426569174907,-0.5998326935085089
granite42_8b,fsfairx_llama3_rm,74,0.2,current_mean_costse2,252,0.5130199181105283,0.563920009811527,208148.3075,296.6775,0.522290348311527,1.8070312425962052
granite42_8b,fsfairx_llama3_rm,74,0.5,four_over_n,117,0.46340215528712747,0.593563184889476,447862.895,491.41,0.369631737389476,-20.235214020433414
granite42_8b,fsfairx_llama3_rm,74,0.5,four_over_n_plus_one,117,0.46340215528712747,0.5932958853107876,446799.9275,490.6575,0.3698959215607876,-20.178204321989547
granite42_8b,fsfairx_llama3_rm,74,0.5,one_over_n,117,0.46340215528712747,0.5323905256481812,151559.795,192.87,0.4566106281481812,-1.4655795320455904
granite42_8b,fsfairx_llama3_rm,74,0.5,one_over_n_plus_one,117,0.46340215528712747,0.5320234444481574,150508.8575,191.85,0.4567690156981574,-1.4314002456160582
granite42_8b,fsfairx_llama3_rm,74,0.5,record_then_smooth,117,0.46340215528712747,0.5303517044443355,147092.215,188.655,0.45680559694433553,-1.423506185184801
granite42_8b,fsfairx_llama3_rm,74,0.5,current_mean_costse2,117,0.46340215528712747,0.5238968147090187,97791.4025,153.2675,0.47500111345901874,2.503000480156263
granite42_8b,fsfairx_llama3_rm,74,1.0,four_over_n,59,0.4270668095048563,0.5640242016790281,265737.48,323.7175,0.29828672167902814,-30.15455309560032
granite42_8b,fsfairx_llama3_rm,74,1.0,four_over_n_plus_one,59,0.4270668095048563,0.5640242016790281,264805.9075,322.985,0.2992182941790282,-29.936420363375095
granite42_8b,fsfairx_llama3_rm,74,1.0,one_over_n,59,0.4270668095048563,0.5019051869455402,85828.4275,113.94,0.41607675944554023,-2.5733795777897157
granite42_8b,fsfairx_llama3_rm,74,1.0,one_over_n_plus_one,59,0.4270668095048563,0.5015312209036895,84875.505,113.155,0.4166557159036895,-2.4378137962155155
granite42_8b,fsfairx_llama3_rm,74,1.0,record_then_smooth,59,0.4270668095048563,0.500005105732181,82380.9175,110.73,0.41762418823218106,-2.211040769855912
granite42_8b,fsfairx_llama3_rm,74,1.0,current_mean_costse2,59,0.4270668095048563,0.48406206559159676,53910.845,84.025,0.4301512205915968,0.7222315146233305
granite42_8b,fsfairx_llama3_rm,74,2.0,four_over_n,38,0.37421738864476617,0.5323905256481812,151559.795,192.87,0.22927093564818124,-38.73322229132929
granite42_8b,fsfairx_llama3_rm,74,2.0,four_over_n_plus_one,38,0.37421738864476617,0.5320234444481574,150508.8575,191.85,0.2310057294481574,-38.269643138511526
granite42_8b,fsfairx_llama3_rm,74,2.0,one_over_n,38,0.37421738864476617,0.46190861295092356,48425.895,66.7075,0.36505682295092357,-2.447926251374296
granite42_8b,fsfairx_llama3_rm,74,2.0,one_over_n_plus_one,38,0.37421738864476617,0.4607576338363122,47482.9225,65.9275,0.3657917888363122,-2.2515254673139085
granite42_8b,fsfairx_llama3_rm,74,2.0,record_then_smooth,38,0.37421738864476617,0.4569074480814033,45745.35,63.96,0.36541674808140334,-2.3517454908320743
granite42_8b,fsfairx_llama3_rm,74,2.0,current_mean_costse2,38,0.37421738864476617,0.44086695111147267,29424.305,45.7725,0.3820183411114727,2.0846044848310763
granite42_8b,fsfairx_llama3_rm,74,5.0,four_over_n,12,0.3151982316962955,0.4928413012147883,71508.005,95.7375,0.13530127621478827,-57.074227388066134
granite42_8b,fsfairx_llama3_rm,74,5.0,four_over_n_plus_one,12,0.3151982316962955,0.4918740623803928,70490.77,94.9025,0.1394202123803927,-55.767450968846504
granite42_8b,fsfairx_llama3_rm,74,5.0,one_over_n,12,0.3151982316962955,0.4152131357264952,23564.075,31.7375,0.2973927607264952,-5.648975526917464
granite42_8b,fsfairx_llama3_rm,74,5.0,one_over_n_plus_one,12,0.3151982316962955,0.4133391922421217,22714.02,31.025,0.29976909224212167,-4.895059014493571
granite42_8b,fsfairx_llama3_rm,74,5.0,record_then_smooth,12,0.3151982316962955,0.40952974967420386,21750.3925,29.9575,0.30077778717420384,-4.5750397914624985
granite42_8b,fsfairx_llama3_rm,74,5.0,current_mean_costse2,12,0.3151982316962955,0.3852527815956621,13150.7175,20.425,0.31949919409566213,1.3645261828469717
granite42_8b,fsfairx_llama3_rm,74,10.0,four_over_n,8,0.2599448124509038,0.4499542628693913,40630.28,55.685,0.043651462869391255,-83.20741142790231
granite42_8b,fsfairx_llama3_rm,74,10.0,four_over_n_plus_one,8,0.2599448124509038,0.4490674997564916,39727.6375,54.93,0.05179112475649156,-80.07610759061659
granite42_8b,fsfairx_llama3_rm,74,10.0,one_over_n,8,0.2599448124509038,0.38054784252356716,14009.0825,18.7275,0.24045701752356716,-7.496897031179386
granite42_8b,fsfairx_llama3_rm,74,10.0,one_over_n_plus_one,8,0.2599448124509038,0.3740473604836484,13075.695,17.905,0.24329041048364838,-6.406899145333376
granite42_8b,fsfairx_llama3_rm,74,10.0,record_then_smooth,8,0.2599448124509038,0.3725699749780648,12590.085,17.255,0.2466691249780648,-5.1071176791983
granite42_8b,fsfairx_llama3_rm,74,10.0,current_mean_costse2,8,0.2599448124509038,0.342036985977103,7483.8525,11.255,0.26719846097710304,2.790457119650834
granite42_8b,fsfairx_llama3_rm,75,0.1,four_over_n,441,0.5627048860840483,0.6496957726896917,1097641.195,925.1975,0.5399316531896917,-4.047100613047654
granite42_8b,fsfairx_llama3_rm,75,0.1,four_over_n_plus_one,441,0.5627048860840483,0.6496957726896917,1097392.9025,925.06,0.5399564824396916,-4.04268813136961
granite42_8b,fsfairx_llama3_rm,75,0.1,one_over_n,441,0.5627048860840483,0.6227748573204664,541670.4175,566.885,0.5686078155704665,1.0490275866444918
granite42_8b,fsfairx_llama3_rm,75,0.1,one_over_n_plus_one,441,0.5627048860840483,0.6227748573204664,540765.0225,566.265,0.5686983550704664,1.0651176370846096
granite42_8b,fsfairx_llama3_rm,75,0.1,record_then_smooth,441,0.5627048860840483,0.6213616339224779,534809.645,562.0475,0.5678806694224778,0.9198042289002651
granite42_8b,fsfairx_llama3_rm,75,0.1,current_mean_costse2,441,0.5627048860840483,0.6082716439034724,352769.9025,402.02,0.5729946536534725,1.828625950101879
granite42_8b,fsfairx_llama3_rm,75,0.2,four_over_n,211,0.529528056764633,0.6389983604722468,828227.9675,764.51,0.47335276697224676,-10.608557766629403
granite42_8b,fsfairx_llama3_rm,75,0.2,four_over_n_plus_one,211,0.529528056764633,0.6389983604722468,827506.7425,764.06,0.47349701197224675,-10.581317472530293
granite42_8b,fsfairx_llama3_rm,75,0.2,one_over_n,211,0.529528056764633,0.5944594723768697,331746.7325,400.555,0.5281101258768697,-0.26777257024429346
granite42_8b,fsfairx_llama3_rm,75,0.2,one_over_n_plus_one,211,0.529528056764633,0.594086617915867,330344.055,399.4925,0.528017806915867,-0.28520676656748023
granite42_8b,fsfairx_llama3_rm,75,0.2,record_then_smooth,211,0.529528056764633,0.5930158533152481,325699.2475,395.605,0.5278760038152481,-0.3119859143023984
granite42_8b,fsfairx_llama3_rm,75,0.2,current_mean_costse2,211,0.529528056764633,0.5791320396611644,200999.13,247.9675,0.5389322136611644,1.775950636872751
granite42_8b,fsfairx_llama3_rm,75,0.5,four_over_n,90,0.473476259321443,0.6149616503380577,464014.455,507.695,0.3829544228380577,-19.118558681931724
granite42_8b,fsfairx_llama3_rm,75,0.5,four_over_n_plus_one,90,0.473476259321443,0.6149616503380577,463083.935,507.0575,0.3834196828380577,-19.02029398737939
granite42_8b,fsfairx_llama3_rm,75,0.5,one_over_n,90,0.473476259321443,0.5512333162550938,164530.6575,228.6475,0.4689679875050938,-0.9521642801711317
granite42_8b,fsfairx_llama3_rm,75,0.5,one_over_n_plus_one,90,0.473476259321443,0.5510727218462028,163525.7125,227.825,0.4693098655962028,-0.8799583174901336
granite42_8b,fsfairx_llama3_rm,75,0.5,record_then_smooth,90,0.473476259321443,0.5489289596451584,160075.375,224.895,0.4688912721451584,-0.9683668581093177
granite42_8b,fsfairx_llama3_rm,75,0.5,current_mean_costse2,90,0.473476259321443,0.5372021526087668,94729.35,130.64,0.4898374776087668,3.4555519870778055
granite42_8b,fsfairx_llama3_rm,75,1.0,four_over_n,63,0.4284805331749868,0.5848600980792849,281989.875,355.85,0.30287022307928485,-29.315289813739113
granite42_8b,fsfairx_llama3_rm,75,1.0,four_over_n_plus_one,63,0.4284805331749868,0.5846890746393949,281071.7875,355.17,0.30361728713939495,-29.14093788820951
granite42_8b,fsfairx_llama3_rm,75,1.0,one_over_n,63,0.4284805331749868,0.5181701891002607,92779.3375,137.7775,0.4253908516002607,-0.7210786338020911
